Longitude,Latitude,UTC_Time,Mean,UTMX,UTMY
-111.9900433,33.0736703,140212,31.71428571,407589.343,3659889.819
-111.9900444,33.0736786,140213,31.42857143,407589.249,3659890.74
-111.9900456,33.0736869,140214,30.23076923,407589.1457,3659891.661
-111.9900452,33.0736953,140215,30.21428571,407589.1918,3659892.592
-111.9900447,33.0737037,140216,29.92857143,407589.2473,3659893.523
-111.9900441,33.073712,140217,31.53846154,407589.312,3659894.442
-111.990044,33.0737203,140218,32.5,407589.33,3659895.363
-111.9900446,33.0737287,140219,32.23076923,407589.2828,3659896.294
-111.9900445,33.0737371,140220,32.28571429,407589.3009,3659897.226
-111.9900452,33.0737453,140221,32.21428571,407589.2441,3659898.135
-111.9900455,33.0737537,140222,32.23076923,407589.2249,3659899.067
-111.9900452,33.0737621,140223,32.57142857,407589.2617,3659899.998
-111.990046,33.0737706,140224,33.14285714,407589.1959,3659900.941
-111.9900463,33.073779,140225,33.46153846,407589.1767,3659901.873
-111.9900459,33.0737875,140226,33.07142857,407589.2229,3659902.815
-111.9900454,33.0737959,140227,33.5,407589.2783,3659903.745
-111.9900466,33.0738041,140228,35.92307692,407589.1749,3659904.656
-111.9900471,33.0738124,140229,33.42857143,407589.1369,3659905.576
-111.9900465,33.0738209,140230,32.61538462,407589.2018,3659906.518
-111.9900459,33.0738293,140231,34.28571429,407589.2666,3659907.449
-111.9900454,33.0738376,140232,34.21428571,407589.3219,3659908.369
-111.9900448,33.073846,140233,34.84615385,407589.3867,3659909.299
-111.9900451,33.0738544,140234,35.57142857,407589.3675,3659910.231
-111.9900458,33.0738627,140235,32.92857143,407589.3108,3659911.152
-111.9900459,33.0738712,140236,32.46153846,407589.3104,3659912.094
-111.9900452,33.0738796,140237,32.07142857,407589.3845,3659913.025
-111.9900448,33.0738879,140238,28.07692308,407589.4305,3659913.945
-111.9900467,33.0738964,140239,28.21428571,407589.2621,3659914.889
-111.9900482,33.0739046,140240,29.57142857,407589.1306,3659915.799
-111.9900479,33.073913,140241,28.30769231,407589.1674,3659916.73
-111.9900449,33.0739212,140242,28.35714286,407589.456,3659917.637
-111.9900437,33.0739294,140243,25.35714286,407589.5766,3659918.545
-111.9900451,33.0739379,140244,28.15384615,407589.4548,3659919.488
-111.9900477,33.0739463,140245,29.85714286,407589.2209,3659920.422
-111.990048,33.0739547,140246,30.46153846,407589.2017,3659921.354
-111.9900464,33.0739632,140247,33.57142857,407589.3599,3659922.295
-111.9900452,33.0739715,140248,34.64285714,407589.4806,3659923.214
-111.9900448,33.0739797,140249,32.92307692,407589.5265,3659924.122
-111.9900447,33.073988,140250,33.42857143,407589.5445,3659925.043
-111.9900445,33.0739965,140251,32.14285714,407589.5721,3659925.985
-111.9900453,33.0740049,140252,32.07692308,407589.5062,3659926.917
-111.9900466,33.0740132,140253,33.42857143,407589.3935,3659927.838
-111.9900491,33.0740215,140254,32.69230769,407589.1688,3659928.761
-111.9900503,33.0740299,140255,31.78571429,407589.0656,3659929.693
-111.9900495,33.0740385,140256,32.42857143,407589.1493,3659930.646
-111.9900484,33.0740469,140257,32.38461538,407589.2607,3659931.576
-111.9900463,33.0740554,140258,34.5,407589.4657,3659932.517
-111.990044,33.0740638,140259,32.42857143,407589.6891,3659933.446
-111.9900417,33.0740718,140300,32.38461538,407589.9122,3659934.331
-111.9900403,33.0740799,140301,32.14285714,407590.0513,3659935.227
-111.9900409,33.0740879,140302,32.92307692,407590.0037,3659936.115
-111.9900428,33.0740962,140303,32.14285714,407589.835,3659937.037
-111.9900428,33.0741049,140304,32.21428571,407589.8441,3659938.001
-111.9900413,33.0741131,140305,32.23076923,407589.9927,3659938.909
-111.9900448,33.0741214,140306,34.21428571,407589.6747,3659939.832
-111.9900508,33.0741298,140307,38.07142857,407589.1234,3659940.769
-111.9900541,33.0741377,140308,36.07692308,407588.8236,3659941.648
-111.9900523,33.0741454,140309,36.5,407588.9997,3659942.5
-111.9900522,33.0741538,140310,34.23076923,407589.0178,3659943.431
-111.9900538,33.074162,140311,35.14285714,407588.877,3659944.342
-111.9900527,33.0741698,140312,36.14285714,407588.9879,3659945.205
-111.9900512,33.0741781,140313,32.84615385,407589.1366,3659946.124
-111.9900531,33.0741867,140314,33.64285714,407588.9682,3659947.079
-111.9900535,33.0741952,140315,36,407588.9398,3659948.022
-111.9900517,33.0742031,140316,35.53846154,407589.116,3659948.896
-111.9900492,33.0742108,140317,35.64285714,407589.3574,3659949.748
-111.9900496,33.0742196,140318,32.46153846,407589.3293,3659950.724
-111.9900535,33.0742281,140319,32.78571429,407588.9742,3659951.67
-111.9900524,33.0742361,140320,32.64285714,407589.0852,3659952.556
-111.9900505,33.0742447,140321,35.15384615,407589.2715,3659953.508
-111.9900504,33.0742533,140322,36.85714286,407589.2899,3659954.461
-111.9900484,33.0742621,140323,34.76923077,407589.4858,3659955.435
-111.9900481,33.0742705,140324,32.35714286,407589.5225,3659956.366
-111.9900506,33.0742783,140325,34.35714286,407589.2973,3659957.233
-111.9900503,33.0742865,140326,37.53846154,407589.3339,3659958.142
-111.9900453,33.0742945,140327,36.57142857,407589.809,3659959.024
-111.990042,33.0743024,140328,33.28571429,407590.1253,3659959.897
-111.9900439,33.0743104,140329,34.69230769,407589.9563,3659960.786
-111.990047,33.0743183,140330,37.78571429,407589.6752,3659961.664
-111.9900485,33.0743267,140331,40.07692308,407589.544,3659962.597
-111.9900467,33.0743352,140332,40.21428571,407589.7209,3659963.538
-111.9900452,33.0743433,140333,37.78571429,407589.8694,3659964.434
-111.9900467,33.0743515,140334,36.84615385,407589.7379,3659965.345
-111.9900486,33.0743598,140335,37.07142857,407589.5692,3659966.267
-111.9900487,33.0743681,140336,39.71428571,407589.5686,3659967.187
-111.9900474,33.0743766,140337,39.46153846,407589.6988,3659968.128
-111.990047,33.074385,140338,38,407589.7449,3659969.059
-111.990047,33.0743934,140339,36.69230769,407589.7537,3659969.991
-111.9900484,33.0744019,140340,37.78571429,407589.6319,3659970.934
-111.9900496,33.0744103,140341,40.78571429,407589.5287,3659971.867
-111.9900487,33.0744185,140342,38.46153846,407589.6213,3659972.775
-111.9900479,33.0744266,140343,38.57142857,407589.7044,3659973.672
-111.9900486,33.0744347,140344,38.28571429,407589.6476,3659974.571
-111.9900505,33.0744432,140345,38.69230769,407589.4791,3659975.515
-111.9900521,33.0744515,140346,42.07142857,407589.3384,3659976.436
-111.990053,33.0744597,140347,43.61538462,407589.263,3659977.346
-111.9900521,33.0744682,140348,41.42857143,407589.3559,3659978.288
-111.9900503,33.0744766,140349,38.85714286,407589.5327,3659979.218
-111.9900506,33.0744849,140350,38,407589.5134,3659980.138
-111.9900525,33.0744931,140351,41.35714286,407589.3446,3659981.049
-111.9900529,33.0745013,140352,40.76923077,407589.3158,3659981.958
-111.9900533,33.0745096,140353,41.14285714,407589.2872,3659982.879
-111.9900522,33.0745182,140354,45.14285714,407589.3988,3659983.831
-111.9900507,33.0745267,140355,45.69230769,407589.5477,3659984.773
-111.9900507,33.074535,140356,47.85714286,407589.5564,3659985.693
-111.9900529,33.0745432,140357,46.57142857,407589.3596,3659986.604
-111.9900541,33.0745513,140358,45.46153846,407589.2561,3659987.503
-111.9900536,33.0745596,140359,46.5,407589.3114,3659988.423
-111.9900533,33.074568,140400,45.42857143,407589.3482,3659989.354
-111.990053,33.0745766,140401,45.53846154,407589.3852,3659990.307
-111.9900525,33.0745853,140402,46.78571429,407589.441,3659991.271
-111.9900515,33.0745936,140403,49.23076923,407589.543,3659992.19
-111.9900505,33.0746019,140404,49.07142857,407589.645,3659993.11
-111.9900503,33.0746104,140405,48.35714286,407589.6726,3659994.052
-111.9900502,33.0746188,140406,48.84615385,407589.6907,3659994.983
-111.9900503,33.0746271,140407,48.42857143,407589.69,3659995.903
-111.9900504,33.0746353,140408,48.61538462,407589.6893,3659996.813
-111.9900504,33.0746435,140409,48.71428571,407589.6979,3659997.722
-111.9900511,33.0746518,140410,48.42857143,407589.6412,3659998.643
-111.9900513,33.0746602,140411,49.53846154,407589.6313,3659999.574
-111.9900507,33.0746686,140412,49.5,407589.6961,3660000.505
-111.9900514,33.0746771,140413,50.71428571,407589.6396,3660001.448
-111.9900513,33.0746855,140414,52.84615385,407589.6578,3660002.379
-111.990051,33.0746938,140415,50.57142857,407589.6944,3660003.299
