Longitude,Latitude,Elevation,mEast,mNorth,Fix_Type,UTC_Time,Speed,Course,SF_1,SF_2,SF_3,SF_4,F14,F15
-111.977779,33.079764,357.37,408740.4591,3660554.641,2,152430.6,2.27,91.5,49,VERT,QUAD,53,,
-111.977781,33.08,357.09,408740.4602,3660580.819,2,144310.8,2.55,86.9,48,VERT,QUAD,52,,
-111.977777,33.079584,357.31,408740.4605,3660534.75,2,155739,2.17,275.3,57,VERT,QUAD,61,,
-111.97778,33.07991,357.13,408740.4605,3660570.829,2,145901.6,2.85,270.3,50,VERT,QUAD,54,,
-111.977773,33.079269,358.73,408740.4612,3660499.757,1,181409.8,2.66,257,0,VERT,QUAD,61,,
-111.977778,33.079732,357.22,408740.4637,3660551.126,2,153157.6,2.6,253.8,55,VERT,QUAD,59,,
-111.977767,33.078713,358.08,408740.4666,3660438.208,2,194106.2,2.33,91.8,0,VERT,QUAD,41,,
-111.977777,33.079651,357.08,408740.4733,3660542.145,2,154653.2,2.8,242.9,59,VERT,QUAD,63,,
-111.977766,33.078651,357.06,408740.477,3660431.301,2,195050.2,2.56,112.5,0,VERT,QUAD,39,,
-111.977775,33.079412,357.71,408740.4791,3660515.712,2,162311.2,2.12,84.7,55,VERT,QUAD,59,,
-111.977776,33.079513,358.67,408740.4805,3660526.877,1,160904.8,2.52,283.1,61,VERT,QUAD,65,,
-111.977777,33.079614,357.15,408740.4824,3660538.109,2,154951,2.72,97.3,60,VERT,QUAD,64,,
-111.97777,33.079037,358.45,408740.4833,3660474.066,1,184429.8,3.28,82.4,0,VERT,QUAD,64,,
-111.977763,33.078351,356.64,408740.4842,3660398.004,2,154534,2.55,88.6,0,VERT,QUAD,59,,
-111.977779,33.079791,357.13,408740.487,3660557.635,2,152111.6,2.08,276.9,51,VERT,QUAD,55,,
-111.977764,33.078426,356.08,408740.4872,3660406.342,2,202828.4,3.92,109.7,0,VERT,QUAD,62,,
-111.977767,33.078771,358.86,408740.4889,3660444.606,1,193138.6,2.61,73.2,0,VERT,QUAD,54,,
-111.97777,33.079008,357.27,408740.4905,3660470.84,2,185127,2.58,284.4,0,VERT,QUAD,61,,
-111.977772,33.079153,359.6,408740.4909,3660486.906,1,182511.4,2.5,93.5,0,VERT,QUAD,59,,
-111.977771,33.079119,358.08,408740.4938,3660483.213,2,183142.4,3.12,262.8,0,VERT,QUAD,65,,
-111.977765,33.078591,357.55,408740.499,3660424.648,2,200019.4,3.22,87.6,0,VERT,QUAD,50,,
-111.977768,33.078875,357.3,408740.5024,3660456.082,1,191809.4,2.45,87.7,0,VERT,QUAD,62,,
-111.977771,33.079068,358.86,408740.5063,3660477.536,1,184147.6,3.14,269.4,0,VERT,QUAD,63,,
-111.977781,33.08,357.09,408740.5069,3660580.819,2,144310.8,2.55,86.9,48,VERT,QUAD,52,,
-111.977768,33.078844,357.88,408740.5081,3660452.678,1,192859,2.51,294.6,0,VERT,QUAD,53,,
-111.977779,33.079823,356.49,408740.5113,3660561.249,2,151250.8,2.39,97.4,48,VERT,QUAD,52,,
-111.977779,33.079852,356.61,408740.5126,3660564.398,2,150940.2,2.54,275.8,52,VERT,QUAD,56,,
-111.977769,33.078903,357.21,408740.5133,3660459.253,2,191515.6,2.56,274.6,0,VERT,QUAD,60,,
-111.977766,33.078624,357,408740.5143,3660428.296,2,195731,2.51,273.8,0,VERT,QUAD,41,,
-111.977764,33.078499,356.51,408740.5155,3660414.391,2,201630,3.19,268.5,0,VERT,QUAD,62,,
-111.977777,33.079702,357.08,408740.5166,3660547.788,2,153503.2,2.28,107.4,52,VERT,QUAD,56,,
-111.977774,33.079355,358.23,408740.5224,3660509.336,2,163342.6,2.33,120.5,52,VERT,QUAD,56,,
-111.977775,33.079482,357.47,408740.5229,3660523.417,2,161219.2,2.64,90.1,62,VERT,QUAD,66,,
-111.977776,33.079547,356.81,408740.5245,3660530.602,2,160043.4,2.52,97.8,56,VERT,QUAD,60,,
-111.977776,33.079584,357.31,408740.5258,3660534.749,2,155739,2.17,275.3,57,VERT,QUAD,61,,
-111.977772,33.079189,360.29,408740.5279,3660490.886,1,182244.2,3.23,269.8,0,VERT,QUAD,61,,
-111.977763,33.078376,356.85,408740.5292,3660400.831,2,154237.2,2.62,276.5,0,VERT,QUAD,68,,
-111.977769,33.078983,357.82,408740.5303,3660468.089,1,185633.2,2.37,97,0,VERT,QUAD,61,,
-111.977771,33.079093,359.26,408740.5317,3660480.264,1,183411.8,2.67,91.5,0,VERT,QUAD,65,,
-111.97778,33.079944,357.24,408740.5336,3660574.665,2,145225.2,2.75,98.9,50,VERT,QUAD,54,,
-111.977769,33.078917,356.79,408740.5371,3660460.805,2,190620.6,2.53,90.5,0,VERT,QUAD,58,,
-111.977762,33.078351,356.64,408740.5402,3660398.004,2,154534,2.55,88.6,0,VERT,QUAD,58,,
-111.977764,33.078532,356.7,408740.5402,3660418.05,1,200954.8,2.89,94.6,0,VERT,QUAD,61,,
-111.977769,33.078957,357.77,408740.5403,3660465.162,1,190337.6,2.55,273.3,0,VERT,QUAD,62,,
-111.97778,33.079974,357.28,408740.5459,3660577.991,2,144936,3.26,283.5,47,VERT,QUAD,51,,
-111.977769,33.079008,357.27,408740.5465,3660470.839,2,185127,2.58,284.4,0,VERT,QUAD,61,,
-111.977777,33.079651,357.08,408740.5477,3660542.111,2,154653.2,2.8,242.9,59,VERT,QUAD,63,,
-111.97778,33.08,357.09,408740.5536,3660580.819,2,144310.8,2.55,86.9,47,VERT,QUAD,51,,
-111.977779,33.079909,357.13,408740.5537,3660570.817,2,145901.6,2.85,270.3,50,VERT,QUAD,54,,
-111.977777,33.079732,357.22,408740.5569,3660551.114,2,153157.4,2.84,276.5,53,VERT,QUAD,57,,
-111.977778,33.07979,357.13,408740.5614,3660557.612,2,152111.6,2.08,276.9,51,VERT,QUAD,55,,
-111.977774,33.079413,357.71,408740.5633,3660515.722,2,162311.2,2.12,84.7,55,VERT,QUAD,59,,
-111.977772,33.079268,358.73,408740.5635,3660499.711,1,181409.8,2.66,257,0,VERT,QUAD,60,,
-111.977774,33.07945,357.51,408740.565,3660519.913,2,162005,2.13,269.9,60,VERT,QUAD,64,,
-111.977778,33.079823,356.49,408740.5673,3660561.249,2,151250.8,2.39,97.4,49,VERT,QUAD,53,,
-111.977767,33.078771,358.86,408740.5726,3660444.572,1,193138.6,2.61,73.2,0,VERT,QUAD,53,,
-111.977775,33.079513,358.67,408740.5738,3660526.876,1,160904.8,2.52,283.1,61,VERT,QUAD,65,,
-111.977769,33.079037,358.49,408740.5766,3660474.065,1,184430,2.24,82.3,0,VERT,QUAD,64,,
-111.977763,33.078426,356.08,408740.5805,3660406.341,2,202828.4,3.92,109.7,0,VERT,QUAD,62,,
-111.977773,33.079378,359.25,408740.584,3660511.941,1,163047.4,2.17,261.4,51,VERT,QUAD,55,,
-111.977771,33.079217,360.48,408740.5847,3660493.979,1,181631.8,3.84,86.3,0,VERT,QUAD,53,,
-111.977768,33.078874,357.3,408740.5862,3660456.059,1,191809.4,2.45,87.7,0,VERT,QUAD,62,,
-111.977779,33.079879,357.24,408740.5871,3660567.38,2,150149.2,2.52,60.4,48,VERT,QUAD,52,,
-111.977778,33.079851,356.63,408740.5872,3660564.386,2,150940,2.5,270.4,52,VERT,QUAD,56,,
-111.977763,33.078499,356.51,408740.5901,3660414.391,2,201630,3.19,268.5,0,VERT,QUAD,62,,
-111.97777,33.079068,358.85,408740.5902,3660477.525,1,184147.4,2.67,266.3,0,VERT,QUAD,63,,
-111.977775,33.079584,357.31,408740.5911,3660534.749,2,155739,2.17,275.3,56,VERT,QUAD,60,,
-111.977767,33.078844,357.88,408740.5921,3660452.677,1,192859,2.51,294.6,0,VERT,QUAD,53,,
-111.977776,33.079614,357.22,408740.5944,3660538.108,2,154951.2,2.15,76,60,VERT,QUAD,64,,
-111.977762,33.078351,356.64,408740.5962,3660398.003,2,154534,2.55,88.6,0,VERT,QUAD,58,,
-111.977768,33.078903,357.21,408740.5972,3660459.241,2,191515.6,2.56,274.6,0,VERT,QUAD,61,,
-111.977765,33.078624,357,408740.5981,3660428.273,2,195731,2.51,273.8,0,VERT,QUAD,41,,
-111.977777,33.079764,357.41,408740.5992,3660554.651,2,152430.8,2.38,81.4,48,VERT,QUAD,52,,
-111.97778,33.08,357.09,408740.6002,3660580.818,2,144310.8,2.55,86.9,47,VERT,QUAD,51,,
-111.977769,33.079008,357.27,408740.6026,3660470.838,2,185127,2.58,284.4,0,VERT,QUAD,61,,
-111.97777,33.079153,359.63,408740.603,3660486.916,1,182511.6,2.92,84.6,0,VERT,QUAD,59,,
-111.977772,33.079298,357.45,408740.6033,3660502.982,2,164409.6,2.37,94,55,VERT,QUAD,59,,
-111.977766,33.078741,357.24,408740.6067,3660441.223,2,193823.4,2.27,263.4,0,VERT,QUAD,49,,
-111.977764,33.078591,357.55,408740.6109,3660424.636,2,200019.4,3.22,87.6,0,VERT,QUAD,50,,
-111.977763,33.078532,356.71,408740.6149,3660418.05,1,200955,2.39,90.3,0,VERT,QUAD,61,,
-111.977763,33.078471,356.47,408740.6172,3660411.286,1,201906.4,2.74,91.7,0,VERT,QUAD,61,,
-111.977779,33.079974,357.28,408740.6205,3660577.979,2,144936,3.26,283.5,47,VERT,QUAD,51,,
-111.977772,33.079324,357.46,408740.6211,3660505.898,2,164118.4,1.87,241.7,55,VERT,QUAD,59,,
-111.977776,33.07965,357.08,408740.6221,3660542.077,2,154653.2,2.8,242.9,59,VERT,QUAD,63,,
-111.977778,33.079823,356.49,408740.6233,3660561.248,2,151250.8,2.39,97.4,49,VERT,QUAD,53,,
-111.977768,33.078983,357.79,408740.6237,3660468.1,1,185633.4,2.79,89.5,0,VERT,QUAD,61,,
-111.97777,33.079119,358.16,408740.6242,3660483.179,2,183142.2,2.95,268.3,0,VERT,QUAD,66,,
-111.977765,33.078713,358.08,408740.6251,3660438.185,2,194106.2,2.33,91.8,0,VERT,QUAD,41,,
-111.977768,33.078957,357.77,408740.6337,3660465.161,1,190337.6,2.55,273.3,0,VERT,QUAD,62,,
-111.977772,33.079355,358.27,408740.6342,3660509.313,2,163342.8,3.37,61.6,54,VERT,QUAD,58,,
-111.977777,33.07979,357.13,408740.6359,3660557.589,2,152111.6,2.08,276.9,51,VERT,QUAD,55,,
-111.977779,33.079944,357.24,408740.6362,3660574.653,2,145225.2,2.75,98.9,49,VERT,QUAD,53,,
-111.977774,33.079547,356.81,408740.6366,3660530.612,2,160043.4,2.52,97.8,56,VERT,QUAD,60,,
-111.977774,33.079482,357.47,408740.6443,3660523.416,2,161219.4,2.36,102.6,63,VERT,QUAD,67,,
-111.977765,33.078688,357.32,408740.6452,3660435.335,1,194810.8,2.57,285,0,VERT,QUAD,37,,
-111.977764,33.078651,357.06,408740.6453,3660431.332,2,195050.2,2.56,112.5,0,VERT,QUAD,40,,
-111.977779,33.08,357.09,408740.6469,3660580.818,2,144310.8,2.55,86.9,47,VERT,QUAD,51,,
-111.977778,33.079909,357.13,408740.647,3660570.805,2,145901.6,2.85,270.3,50,VERT,QUAD,54,,
-111.977776,33.079702,357.13,408740.647,3660547.765,2,153503.4,2.77,62.9,52,VERT,QUAD,56,,
-111.977773,33.079413,357.71,408740.6474,3660515.732,2,162311.2,2.12,84.7,55,VERT,QUAD,59,,
-111.977761,33.078351,356.64,408740.6522,3660398.002,2,154534,2.55,88.6,0,VERT,QUAD,57,,
-111.977778,33.079851,356.63,408740.6525,3660564.386,2,150940,2.5,270.4,52,VERT,QUAD,56,,
-111.977775,33.079584,357.27,408740.6563,3660534.726,2,155738.8,2.44,253.2,56,VERT,QUAD,60,,
-111.977766,33.078771,358.86,408740.6563,3660444.538,1,193138.6,2.61,73.2,0,VERT,QUAD,54,,
-111.977769,33.079037,358.49,408740.6606,3660474.064,1,184430,2.24,82.3,0,VERT,QUAD,64,,
-111.977771,33.079268,358.73,408740.6657,3660499.666,1,181409.8,2.66,257,0,VERT,QUAD,61,,
-111.977768,33.079008,357.31,408740.6679,3660470.838,2,185126.8,2.72,274.5,0,VERT,QUAD,61,,
-111.977761,33.078376,356.85,408740.6692,3660400.83,2,154237.2,2.62,276.5,0,VERT,QUAD,68,,
-111.977767,33.078874,357.3,408740.67,3660456.036,1,191809.4,2.45,87.7,0,VERT,QUAD,62,,
-111.977762,33.078426,356.08,408740.6738,3660406.34,2,202828.4,3.92,109.7,0,VERT,QUAD,62,,
-111.977762,33.078499,356.51,408740.6743,3660414.401,2,201629.8,2.88,273.2,0,VERT,QUAD,61,,
-111.977766,33.078844,357.88,408740.6761,3660452.676,1,192859,2.51,294.6,0,VERT,QUAD,51,,
-111.977774,33.079513,358.72,408740.6764,3660526.864,1,160904.6,2.21,252.2,62,VERT,QUAD,66,,
-111.97777,33.079217,360.44,408740.6782,3660493.989,1,181632,3.18,86.8,0,VERT,QUAD,53,,
-111.977775,33.079614,357.22,408740.6784,3660538.107,2,154951.2,2.15,76,60,VERT,QUAD,64,,
-111.977776,33.079732,357.22,408740.6785,3660551.147,2,153157.4,2.84,276.5,53,VERT,QUAD,57,,
-111.977763,33.078532,356.71,408740.6802,3660418.049,1,200955,2.39,90.3,0,VERT,QUAD,62,,
-111.977767,33.078903,357.21,408740.6811,3660459.229,2,191515.6,2.56,274.6,0,VERT,QUAD,61,,
-111.977769,33.079093,359.26,408740.6814,3660480.307,1,183411.8,2.67,91.5,0,VERT,QUAD,65,,
-111.977764,33.078624,357,408740.6819,3660428.25,2,195731,2.51,273.8,0,VERT,QUAD,41,,
-111.97777,33.079188,360.32,408740.6862,3660490.84,1,182244,3.01,275.9,0,VERT,QUAD,60,,
-111.977773,33.07945,357.51,408740.6863,3660519.912,2,162005,2.13,269.9,60,VERT,QUAD,64,,
-111.977767,33.078917,356.82,408740.6864,3660460.803,2,190620.8,2.89,100.3,0,VERT,QUAD,58,,
-111.977779,33.08,357.09,408740.6936,3660580.817,2,144310.8,2.55,86.9,46,VERT,QUAD,50,,
-111.977779,33.079974,357.28,408740.695,3660577.968,2,144936,3.26,283.5,47,VERT,QUAD,51,,
-111.977772,33.079378,359.25,408740.6955,3660511.885,1,163047.4,2.17,261.4,52,VERT,QUAD,56,,
-111.977777,33.079879,357.22,408740.6991,3660567.379,2,150149.4,2.63,100.8,48,VERT,QUAD,52,,
-111.977769,33.079153,359.63,408740.7056,3660486.915,1,182511.6,2.92,84.6,0,VERT,QUAD,59,,
-111.977776,33.07979,357.18,408740.7103,3660557.566,2,152111.4,2.18,265.3,51,VERT,QUAD,55,,
-111.977777,33.079824,356.46,408740.7169,3660561.28,2,151251,2.26,78.3,50,VERT,QUAD,54,,
-111.977767,33.078983,357.79,408740.7172,3660468.11,1,185633.4,2.79,89.5,0,VERT,QUAD,61,,
-111.977777,33.079851,356.63,408740.7179,3660564.385,2,150940,2.5,270.4,52,VERT,QUAD,56,,
-111.977775,33.07965,357.1,408740.7247,3660542.076,2,154653,2.38,291.5,59,VERT,QUAD,63,,
-111.977767,33.078957,357.77,408740.727,3660465.16,1,190337.6,2.55,273.3,0,VERT,QUAD,61,,
-111.977763,33.078651,357.12,408740.7293,3660431.332,2,195050.4,3.23,80.2,0,VERT,QUAD,39,,
-111.977776,33.079764,357.41,408740.73,3660554.661,2,152430.8,2.38,81.4,48,VERT,QUAD,52,,
-111.977773,33.079547,356.83,408740.73,3660530.611,2,160043.6,2.14,84.6,56,VERT,QUAD,60,,
-111.977774,33.079584,357.27,408740.7309,3660534.725,2,155738.8,2.44,253.2,56,VERT,QUAD,60,,
-111.977771,33.079298,357.45,408740.7433,3660502.981,2,164409.6,2.37,94,55,VERT,QUAD,59,,
-111.977768,33.079037,358.49,408740.7446,3660474.064,1,184430,2.24,82.3,0,VERT,QUAD,64,,
-111.977762,33.078532,356.71,408740.7456,3660418.048,1,200955,2.39,90.3,0,VERT,QUAD,61,,
-111.977771,33.079355,358.27,408740.7459,3660509.278,2,163342.8,3.37,61.6,53,VERT,QUAD,57,,
-111.977768,33.079093,359.26,408740.7469,3660480.317,1,183412,3.09,73.1,0,VERT,QUAD,65,,
-111.977768,33.079068,358.85,408740.7488,3660477.523,1,184147.4,2.67,266.3,0,VERT,QUAD,62,,
-111.977777,33.079909,357.14,408740.7496,3660570.793,2,145901.4,2.85,285.8,51,VERT,QUAD,55,,
-111.977765,33.078771,358.92,408740.7589,3660444.537,1,193138.8,2.68,114.4,0,VERT,QUAD,53,,
-111.977763,33.078591,357.54,408740.7601,3660424.623,2,200019.6,2.31,98.5,0,VERT,QUAD,51,,
-111.977769,33.079217,360.44,408740.7622,3660493.988,1,181632,3.18,86.8,0,VERT,QUAD,53,,
-111.977774,33.079614,357.22,408740.7624,3660538.107,2,154951.2,2.15,76,59,VERT,QUAD,63,,
-111.977764,33.078713,358.08,408740.7648,3660438.15,2,194106.4,3.07,97.7,0,VERT,QUAD,41,,
-111.977764,33.07874,357.23,408740.7651,3660441.188,2,193823.2,3.12,266,0,VERT,QUAD,49,,
-111.977763,33.078623,357.06,408740.7655,3660428.205,2,195730.8,2.79,273.5,0,VERT,QUAD,42,,
-111.977772,33.079482,357.47,408740.7656,3660523.415,2,161219.4,2.36,102.6,63,VERT,QUAD,67,,
-111.977775,33.079701,357.13,408740.7682,3660547.742,2,153503.4,2.77,62.9,51,VERT,QUAD,55,,
-111.977772,33.079413,357.73,408740.7687,3660515.731,2,162311.4,2.55,79.8,55,VERT,QUAD,59,,
-111.977778,33.079974,357.28,408740.7696,3660577.956,2,144936,3.26,283.5,47,VERT,QUAD,51,,
-111.977766,33.078903,357.22,408740.7743,3660459.217,2,191515.4,2.53,263,0,VERT,QUAD,61,,
-111.977761,33.078471,356.47,408740.7763,3660411.329,1,201906.4,2.74,91.7,0,VERT,QUAD,61,,
-111.97777,33.079267,358.73,408740.7773,3660499.621,1,181409.6,3.11,266.1,0,VERT,QUAD,61,,
-111.97777,33.079298,357.46,408740.7807,3660502.991,2,164409.8,2.72,88.4,55,VERT,QUAD,59,,
-111.977774,33.07965,357.1,408740.7808,3660542.087,2,154653,2.38,291.5,59,VERT,QUAD,63,,
-111.977768,33.079119,358.16,408740.783,3660483.2,2,183142.2,2.95,268.3,0,VERT,QUAD,66,,
-111.977776,33.079851,356.63,408740.7832,3660564.384,2,150940,2.5,270.4,52,VERT,QUAD,56,,
-111.977775,33.079764,357.38,408740.786,3660554.66,2,152431,2.61,85.2,47,VERT,QUAD,51,,
-111.977765,33.078844,357.86,408740.7879,3660452.653,1,192858.8,3.14,252.9,0,VERT,QUAD,51,,
-111.977769,33.079188,360.32,408740.7889,3660490.839,1,182244,3.01,275.9,0,VERT,QUAD,60,,
-111.977767,33.079008,357.31,408740.7889,3660470.803,2,185126.8,2.72,274.5,0,VERT,QUAD,61,,
-111.977776,33.079824,356.46,408740.7917,3660561.291,2,151251,2.26,78.3,48,VERT,QUAD,52,,
-111.977771,33.079355,358.23,408740.7926,3660509.278,2,163343,2.28,106.2,54,VERT,QUAD,58,,
-111.977772,33.079513,358.72,408740.7975,3660526.841,1,160904.6,2.21,252.2,61,VERT,QUAD,65,,
-111.977775,33.079732,357.21,408740.8001,3660551.168,2,153157.2,2.87,269.6,53,VERT,QUAD,57,,
-111.977776,33.079879,357.22,408740.8017,3660567.378,2,150149.4,2.63,100.8,48,VERT,QUAD,52,,
-111.977777,33.079944,357.24,408740.8043,3660574.663,2,145225.4,3.22,97.4,48,VERT,QUAD,52,,
-111.977773,33.079584,357.27,408740.8056,3660534.724,2,155738.8,2.44,253.2,56,VERT,QUAD,60,,
-111.977771,33.079378,359.3,408740.8071,3660511.839,1,163047.2,3.05,288.7,52,VERT,QUAD,56,,
-111.977772,33.07945,357.51,408740.8076,3660519.911,2,162005,2.13,269.9,60,VERT,QUAD,64,,
-111.977768,33.079153,359.63,408740.8083,3660486.914,1,182511.6,2.92,84.6,0,VERT,QUAD,59,,
-111.977766,33.078983,357.79,408740.8106,3660468.12,1,185633.4,2.79,89.5,0,VERT,QUAD,60,,
-111.977759,33.078351,356.68,408740.8108,3660397.99,2,154534.2,2.4,89.6,0,VERT,QUAD,56,,
-111.977761,33.078532,356.71,408740.8109,3660418.048,1,200955,2.39,90.3,0,VERT,QUAD,61,,
-111.977768,33.079093,359.26,408740.8122,3660480.317,1,183412,3.09,73.1,0,VERT,QUAD,65,,
-111.977775,33.07979,357.18,408740.8129,3660557.554,2,152111.4,2.18,265.3,52,VERT,QUAD,56,,
-111.977763,33.078651,357.12,408740.8133,3660431.331,2,195050.4,3.23,80.2,0,VERT,QUAD,39,,
-111.97777,33.079324,357.41,408740.8166,3660505.841,2,164118.2,3.68,294.6,55,VERT,QUAD,59,,
-111.97777,33.079298,357.46,408740.818,3660502.991,2,164409.8,2.72,88.4,56,VERT,QUAD,60,,
-111.977765,33.078874,357.27,408740.8193,3660456.023,1,191809.6,2.86,105.5,0,VERT,QUAD,63,,
-111.977772,33.079547,356.83,408740.8233,3660530.611,2,160043.6,2.14,84.6,56,VERT,QUAD,60,,
-111.97776,33.078426,356.08,408740.8234,3660406.361,2,202828.6,2.69,86.5,0,VERT,QUAD,61,,
-111.977765,33.078918,356.82,408740.8266,3660460.824,2,190620.8,2.89,100.3,0,VERT,QUAD,58,,
-111.977766,33.078956,357.75,408740.8296,3660465.148,1,190337.4,2.83,266.1,0,VERT,QUAD,63,,
-111.977763,33.078688,357.35,408740.832,3660435.344,1,194810.6,2.57,280.7,0,VERT,QUAD,37,,
-111.977761,33.078499,356.51,408740.8329,3660414.4,2,201629.8,2.88,273.2,0,VERT,QUAD,62,,
-111.977774,33.079701,357.11,408740.8333,3660547.719,2,153503.6,2.44,103.2,52,VERT,QUAD,56,,
-111.977773,33.079651,357.1,408740.837,3660542.097,2,154653,2.38,291.5,59,VERT,QUAD,63,,
-111.97777,33.079355,358.23,408740.8393,3660509.278,2,163343,2.28,106.2,53,VERT,QUAD,57,,
-111.977775,33.079764,357.38,408740.842,3660554.66,2,152431,2.61,85.2,47,VERT,QUAD,51,,
-111.977764,33.078844,357.86,408740.8439,3660452.652,1,192858.8,3.14,252.9,0,VERT,QUAD,53,,
-111.977769,33.079217,360.44,408740.8462,3660493.987,1,181632,3.18,86.8,0,VERT,QUAD,54,,
-111.977759,33.078376,356.84,408740.8464,3660400.817,2,154237,2.8,267.8,0,VERT,QUAD,68,,
-111.977776,33.079851,356.63,408740.8485,3660564.384,2,150939.8,1.89,257.7,52,VERT,QUAD,56,,
-111.977762,33.078623,357.06,408740.8495,3660428.204,2,195730.8,2.79,273.5,0,VERT,QUAD,42,,
-111.97776,33.078471,356.49,408740.8509,3660411.317,1,201906.6,3.24,74.7,0,VERT,QUAD,61,,
-111.977769,33.079298,357.46,408740.8554,3660502.991,2,164409.8,2.72,88.4,55,VERT,QUAD,59,,
-111.977766,33.079037,358.49,408740.8565,3660474.052,1,184430.2,3.02,101.1,0,VERT,QUAD,63,,
-111.977763,33.078771,358.92,408740.8617,3660444.547,1,193138.8,2.68,114.4,0,VERT,QUAD,53,,
-111.977777,33.079974,357.29,408740.8627,3660577.933,2,144935.8,3.01,266.8,46,VERT,QUAD,50,,
-111.977769,33.079324,357.41,408740.8635,3660505.862,2,164118.2,3.68,294.6,55,VERT,QUAD,59,,
-111.977775,33.079824,356.46,408740.8665,3660561.301,2,151251,2.26,78.3,49,VERT,QUAD,53,,
-111.977771,33.079482,357.52,408740.8684,3660523.425,2,161219.6,2.53,88.5,63,VERT,QUAD,67,,
-111.977769,33.079268,358.73,408740.8709,3660499.642,1,181409.6,3.11,266.1,0,VERT,QUAD,62,,
-111.977763,33.078741,357.23,408740.8772,3660441.198,2,193823.2,3.12,266,0,VERT,QUAD,49,,
-111.977767,33.079093,359.26,408740.8775,3660480.316,1,183412,3.09,73.1,0,VERT,QUAD,66,,
-111.977772,33.079584,357.27,408740.8804,3660534.735,2,155738.6,2.54,289.8,55,VERT,QUAD,59,,
-111.977773,33.079614,357.21,408740.8836,3660538.083,2,154951.4,2.57,95,59,VERT,QUAD,63,,
-111.97777,33.079355,358.23,408740.8859,3660509.277,2,163343,2.28,106.2,52,VERT,QUAD,56,,
-111.977776,33.079909,357.14,408740.8896,3660570.792,2,145901.4,2.85,285.8,49,VERT,QUAD,53,,
-111.97777,33.079413,357.73,408740.8899,3660515.719,2,162311.4,2.55,79.8,55,VERT,QUAD,59,,
-111.977768,33.079188,360.32,408740.8915,3660490.838,1,182244,3.01,275.9,0,VERT,QUAD,59,,
-111.977765,33.078918,356.82,408740.8921,3660460.835,2,190621,2.72,79.4,0,VERT,QUAD,58,,
-111.977769,33.079298,357.46,408740.8927,3660502.99,2,164409.8,2.72,88.4,56,VERT,QUAD,60,,
-111.977773,33.079651,357.1,408740.8931,3660542.108,2,154653,2.38,291.5,59,VERT,QUAD,63,,
-111.977759,33.078376,356.84,408740.8931,3660400.817,2,154237,2.8,267.8,0,VERT,QUAD,68,,
-111.977775,33.079878,357.24,408740.895,3660567.366,2,150149.6,2.16,88.3,48,VERT,QUAD,52,,
-111.977762,33.078651,357.12,408740.8973,3660431.33,2,195050.4,3.23,80.2,0,VERT,QUAD,39,,
-111.977774,33.079764,357.38,408740.898,3660554.659,2,152431,2.61,85.2,46,VERT,QUAD,50,,
-111.977773,33.079701,357.11,408740.8985,3660547.707,2,153503.6,2.44,103.2,52,VERT,QUAD,56,,
-111.977764,33.078844,357.86,408740.8999,3660452.652,1,192858.8,3.14,252.9,0,VERT,QUAD,53,,
-111.977761,33.078591,357.54,408740.9001,3660424.622,2,200019.6,2.31,98.5,0,VERT,QUAD,50,,
-111.977765,33.078984,357.81,408740.9041,3660468.141,1,185633.6,2.76,79.1,0,VERT,QUAD,60,,
-111.977762,33.078713,358.08,408740.9045,3660438.116,2,194106.4,3.07,97.7,0,VERT,QUAD,42,,
-111.977764,33.078903,357.22,408740.9049,3660459.205,2,191515.4,2.53,263,0,VERT,QUAD,61,,
-111.977766,33.079068,358.86,408740.9076,3660477.533,1,184147.2,2.9,281,0,VERT,QUAD,62,,
-111.977766,33.079007,357.32,408740.9099,3660470.769,2,185126.6,2.71,263.8,0,VERT,QUAD,61,,
-111.977769,33.079324,357.41,408740.9103,3660505.884,2,164118.2,3.68,294.6,55,VERT,QUAD,59,,
-111.977774,33.07979,357.16,408740.9156,3660557.553,2,152111.2,2.18,296,51,VERT,QUAD,55,,
-111.977762,33.078688,357.35,408740.9158,3660435.321,1,194810.6,2.57,280.7,0,VERT,QUAD,38,,
-111.977771,33.079547,356.83,408740.9166,3660530.61,2,160043.6,2.14,84.6,56,VERT,QUAD,60,,
-111.977776,33.08,357.11,408740.9178,3660580.837,2,144311,2.55,86.9,46,VERT,QUAD,50,,
-111.977769,33.079378,359.3,408740.9192,3660511.849,1,163047.2,3.05,288.7,53,VERT,QUAD,57,,
-111.977767,33.079153,359.67,408740.9205,3660486.935,1,182511.8,3.21,87.6,0,VERT,QUAD,59,,
-111.977759,33.078471,356.49,408740.9255,3660411.305,1,201906.6,3.24,74.7,0,VERT,QUAD,61,,
-111.97777,33.07945,357.48,408740.929,3660519.91,2,162004.8,2.71,261,60,VERT,QUAD,64,,
-111.977769,33.079298,357.46,408740.9301,3660502.99,2,164409.8,2.72,88.4,55,VERT,QUAD,59,,
-111.977768,33.079217,360.44,408740.9302,3660493.987,1,181632,3.18,86.8,0,VERT,QUAD,54,,
-111.977769,33.079355,358.23,408740.9326,3660509.277,2,163343,2.28,106.2,53,VERT,QUAD,57,,
-111.977761,33.078623,357.06,408740.9335,3660428.203,2,195730.8,2.79,273.5,0,VERT,QUAD,43,,
-111.977771,33.079513,358.71,408740.9373,3660526.818,1,160904.4,2.57,289.6,62,VERT,QUAD,66,,
