Longitude,Latitude,Elevation,mEast,mNorth,Fix_Type,UTC_Time,Speed,Course,SF_1,SF_2,SF_3,SF_4,F14,F15
-111.97747,33.078345,356.54,408767.7985,3660397.118,2,154557,2.39,82.8,0,VERT,QUAD,51,,
-111.977473,33.078645,357.16,408767.8002,3660430.381,2,195109.2,2.57,80.8,0,VERT,QUAD,49,,
-111.977474,33.07874,358.11,408767.805,3660440.914,1,193804.2,2.31,270.1,0,VERT,QUAD,58,,
-111.977483,33.079509,357.14,408767.8051,3660526.135,2,160840.8,2.48,281.8,40,VERT,QUAD,44,,
-111.977482,33.07941,357.72,408767.8056,3660515.158,2,162333.8,2.24,73.4,39,VERT,QUAD,43,,
-111.977474,33.078679,356.49,408767.8075,3660434.162,2,194750.8,2.88,248.6,0,VERT,QUAD,54,,
-111.977481,33.079376,359.31,408767.8079,3660511.399,1,163025.8,2.5,261.3,40,VERT,QUAD,44,,
-111.977473,33.078586,357.66,408767.8138,3660423.817,2,200039.6,3.05,81.6,0,VERT,QUAD,46,,
-111.97748,33.079228,360.65,408767.8138,3660494.989,2,181350.4,3.33,256.7,0,VERT,QUAD,51,,
-111.977487,33.079907,356.49,408767.8146,3660570.253,2,145842.4,2.85,256.5,53,VERT,QUAD,57,,
-111.97748,33.079295,357.4,408767.8175,3660502.407,2,164430.6,2.51,100.3,48,VERT,QUAD,52,,
-111.977472,33.078527,356.87,408767.8185,3660417.308,1,201015,2.58,86.7,0,VERT,QUAD,47,,
-111.977479,33.079149,359.56,408767.8252,3660486.185,1,182529.4,2.96,79.5,0,VERT,QUAD,59,,
-111.977474,33.078707,356.87,408767.8266,3660437.222,2,194126.2,2.51,67.1,0,VERT,QUAD,56,,
-111.977471,33.078467,356.31,408767.8306,3660410.589,1,201925.4,1.91,122.6,0,VERT,QUAD,42,,
-111.977488,33.079996,357.17,408767.8316,3660580.099,2,144326.8,3.45,96.7,55,VERT,QUAD,59,,
-111.977487,33.079872,357.23,408767.8349,3660566.416,2,150211.8,2.12,93.1,53,VERT,QUAD,57,,
-111.977485,33.079728,357.03,408767.8356,3660550.45,2,153138.2,3.21,284,52,VERT,QUAD,56,,
-111.977478,33.079113,357.83,408767.8356,3660482.294,2,183124.6,2.98,262.8,0,VERT,QUAD,58,,
-111.97747,33.078399,356.62,408767.8357,3660403.116,1,202845.8,2.55,96.4,0,VERT,QUAD,49,,
-111.977484,33.079647,357.14,408767.8358,3660541.458,2,154631.2,2.88,249.9,48,VERT,QUAD,52,,
-111.977486,33.079819,356.55,408767.8359,3660560.507,2,151314.8,2.38,72.5,51,VERT,QUAD,55,,
-111.977485,33.079696,357.11,408767.8399,3660546.902,2,153525.4,2.2,107.8,49,VERT,QUAD,53,,
-111.977476,33.078955,357.69,408767.8405,3660464.775,1,190317.8,2.96,282.8,0,VERT,QUAD,59,,
-111.977474,33.078767,359,408767.8418,3660443.863,1,193158.2,2.55,99.2,0,VERT,QUAD,57,,
-111.977484,33.079609,357.02,408767.8431,3660537.222,2,155013.8,2.27,81.5,49,VERT,QUAD,53,,
-111.977485,33.079756,357.3,408767.8454,3660553.51,2,152454,2.17,95.7,51,VERT,QUAD,55,,
-111.97747,33.078374,356.89,408767.8468,3660400.299,2,154217.6,2.7,272,0,VERT,QUAD,56,,
-111.977481,33.079351,358.26,408767.8472,3660508.594,2,163404.6,2.7,104.2,44,VERT,QUAD,48,,
-111.977483,33.079541,356.84,408767.8472,3660529.649,2,160106,2.69,86.6,44,VERT,QUAD,48,,
-111.977482,33.079447,357.36,408767.8535,3660519.293,2,161942.8,1.99,267.1,42,VERT,QUAD,46,,
-111.97747,33.078345,356.54,408767.8545,3660397.117,2,154557,2.39,82.8,0,VERT,QUAD,51,,
-111.977475,33.078836,357.53,408767.857,3660451.514,1,192839.2,3.4,265.1,0,VERT,QUAD,50,,
-111.977482,33.079479,357.46,408767.8585,3660522.841,2,161240.6,2.69,95.8,44,VERT,QUAD,48,,
-111.977471,33.078527,356.87,408767.8652,3660417.308,1,201015,2.58,86.7,0,VERT,QUAD,47,,
-111.977479,33.079208,360.43,408767.868,3660492.793,1,181649,3.91,75.2,0,VERT,QUAD,53,,
-111.977477,33.079028,358.4,408767.8692,3660472.869,2,184449.8,2.48,91.5,0,VERT,QUAD,56,,
-111.977482,33.079509,357.14,408767.8706,3660526.145,2,160840.8,2.48,281.8,39,VERT,QUAD,43,,
-111.977481,33.07941,357.74,408767.8708,3660515.146,2,162334,2.61,93.3,39,VERT,QUAD,43,,
-111.977476,33.078976,357.95,408767.8709,3660467.036,1,185653.2,2.39,82.5,0,VERT,QUAD,52,,
-111.97748,33.079323,357.66,408767.8741,3660505.478,2,164057.6,2.42,258.4,43,VERT,QUAD,47,,
-111.977486,33.079851,356.63,408767.8782,3660564.054,2,150917.2,2.24,280,49,VERT,QUAD,53,,
-111.977472,33.078586,357.66,408767.8789,3660423.794,2,200039.6,3.05,81.6,0,VERT,QUAD,48,,
-111.977478,33.079175,359.12,408767.8807,3660489.145,2,182226.6,2.81,263.9,0,VERT,QUAD,59,,
-111.977486,33.079819,356.52,408767.8824,3660560.495,2,151315,2.16,92.5,51,VERT,QUAD,55,,
-111.977475,33.078898,357.22,408767.8839,3660458.41,1,191453.2,2.49,284.6,0,VERT,QUAD,53,,
-111.977486,33.079907,356.49,408767.8893,3660570.252,2,145842.4,2.85,256.5,55,VERT,QUAD,59,,
-111.977483,33.079609,357.02,408767.8896,3660537.211,2,155014,2.59,91.8,49,VERT,QUAD,53,,
-111.977477,33.079085,357.79,408767.8907,3660479.188,2,183429.6,2.94,86.4,0,VERT,QUAD,53,,
-111.977473,33.078679,356.53,408767.8915,3660434.161,2,194750.6,2.97,284.4,0,VERT,QUAD,54,,
-111.977472,33.078621,356.99,408767.8971,3660427.752,1,195712,3.78,295.7,0,VERT,QUAD,49,,
-111.977485,33.079756,357.3,408767.9014,3660553.51,2,152454,2.17,95.7,50,VERT,QUAD,54,,
-111.977487,33.079938,357.21,408767.903,3660573.734,2,145243.4,2.97,83.6,55,VERT,QUAD,59,,
-111.977483,33.079579,357.3,408767.9055,3660533.906,2,155715.8,2.28,275.5,46,VERT,QUAD,50,,
-111.977475,33.078919,356.36,408767.9056,3660460.738,2,190641.2,2.51,103.7,0,VERT,QUAD,56,,
-111.977473,33.078707,356.83,408767.9105,3660437.21,2,194126.4,3.57,103,0,VERT,QUAD,57,,
-111.977469,33.078345,356.54,408767.9105,3660397.117,2,154557,2.39,82.8,0,VERT,QUAD,51,,
-111.977471,33.078527,356.87,408767.9119,3660417.307,1,201015,2.58,86.7,0,VERT,QUAD,47,,
-111.977482,33.07954,356.84,408767.9123,3660529.627,2,160106,2.69,86.6,43,VERT,QUAD,47,,
-111.977475,33.078872,357.63,408767.9133,3660455.549,2,191829.8,3.06,60.7,0,VERT,QUAD,49,,
-111.977481,33.079479,357.46,408767.9145,3660522.841,2,161240.6,2.69,95.8,43,VERT,QUAD,47,,
-111.977477,33.079062,358.77,408767.9221,3660476.549,1,184127.8,2.68,277.5,0,VERT,QUAD,50,,
-111.977476,33.078955,357.69,408767.9243,3660464.752,1,190317.8,2.96,282.8,0,VERT,QUAD,58,,
-111.977481,33.07941,357.74,408767.9268,3660515.146,2,162334,2.61,93.3,40,VERT,QUAD,44,,
-111.977486,33.079872,357.23,408767.9281,3660566.405,2,150211.8,2.12,93.1,53,VERT,QUAD,57,,
-111.977485,33.079819,356.52,408767.9291,3660560.495,2,151315,2.16,92.5,52,VERT,QUAD,56,,
-111.97748,33.079351,358.26,408767.9312,3660508.593,2,163404.6,2.7,104.2,44,VERT,QUAD,48,,
-111.977476,33.079009,358.44,408767.9336,3660470.761,1,185107,2.74,271.1,0,VERT,QUAD,50,,
-111.977487,33.079996,357.17,408767.9343,3660580.098,2,144326.8,3.45,96.7,55,VERT,QUAD,59,,
-111.977482,33.079509,357.15,408767.936,3660526.156,2,160840.6,1.99,267.2,38,VERT,QUAD,42,,
-111.977483,33.079609,357.02,408767.9363,3660537.21,2,155014,2.59,91.8,48,VERT,QUAD,52,,
-111.977481,33.079447,357.36,408767.9374,3660519.281,2,161942.8,1.99,267.1,41,VERT,QUAD,45,,
-111.977477,33.079113,357.84,408767.9384,3660482.304,2,183124.4,3.26,268.3,0,VERT,QUAD,58,,
-111.97748,33.079376,359.35,408767.9385,3660511.387,1,163025.6,2.44,279.8,39,VERT,QUAD,43,,
-111.977471,33.078586,357.66,408767.9441,3660423.771,2,200039.6,3.05,81.6,0,VERT,QUAD,47,,
-111.977482,33.079579,357.3,408767.9522,3660533.906,2,155715.8,2.28,275.5,46,VERT,QUAD,50,,
-111.977476,33.079028,358.4,408767.9532,3660472.868,2,184449.8,2.48,91.5,0,VERT,QUAD,55,,
-111.977486,33.079969,357.19,408767.9532,3660577.115,2,144919.4,3.32,274.1,55,VERT,QUAD,59,,
-111.977478,33.079227,360.65,408767.9533,3660494.933,2,181350.4,3.33,256.7,0,VERT,QUAD,52,,
-111.977483,33.079647,357.14,408767.9568,3660541.412,2,154631.2,2.88,249.9,49,VERT,QUAD,53,,
-111.977479,33.079295,357.4,408767.9573,3660502.383,2,164430.6,2.51,100.3,48,VERT,QUAD,52,,
-111.977484,33.079756,357.3,408767.9574,3660553.509,2,152454,2.17,95.7,49,VERT,QUAD,53,,
-111.97747,33.078527,356.87,408767.9585,3660417.307,1,201015,2.58,86.7,0,VERT,QUAD,47,,
-111.977472,33.078645,357.16,408767.9589,3660430.379,2,195109.2,2.57,80.8,0,VERT,QUAD,49,,
-111.977474,33.078836,357.53,408767.9599,3660451.535,1,192839.2,3.4,265.1,0,VERT,QUAD,49,,
-111.977484,33.079786,358.62,408767.9605,3660556.847,2,152045.6,0.97,320.9,54,VERT,QUAD,58,,
-111.977483,33.079696,357.14,408767.961,3660546.879,2,153525.6,2.25,90.9,49,VERT,QUAD,53,,
-111.97747,33.078467,356.31,408767.9614,3660410.599,1,201925.4,1.91,122.6,0,VERT,QUAD,41,,
-111.97747,33.078495,355.87,408767.9626,3660413.737,1,201610.4,3.92,242.4,0,VERT,QUAD,44,,
-111.977473,33.07874,358.11,408767.9635,3660440.891,1,193804.2,2.31,270.1,0,VERT,QUAD,58,,
-111.977486,33.079907,356.49,408767.964,3660570.252,2,145842.4,2.85,256.5,56,VERT,QUAD,60,,
-111.977476,33.079085,357.77,408767.9652,3660479.166,2,183429.8,2.95,91.4,0,VERT,QUAD,53,,
-111.977468,33.078345,356.54,408767.9665,3660397.116,2,154557,2.39,82.8,0,VERT,QUAD,52,,
-111.977479,33.079323,357.66,408767.9675,3660505.477,2,164057.6,2.42,258.4,43,VERT,QUAD,47,,
-111.977481,33.079479,357.46,408767.9705,3660522.84,2,161240.6,2.69,95.8,44,VERT,QUAD,48,,
-111.977485,33.079819,356.52,408767.9758,3660560.494,2,151315,2.16,92.5,50,VERT,QUAD,54,,
-111.977481,33.07954,356.84,408767.9775,3660529.604,2,160106,2.69,86.6,43,VERT,QUAD,47,,
-111.977471,33.078621,356.99,408767.9811,3660427.751,1,195712,3.78,295.7,0,VERT,QUAD,49,,
-111.97748,33.07941,357.74,408767.9828,3660515.145,2,162334,2.61,93.3,40,VERT,QUAD,44,,
-111.977482,33.079609,357.02,408767.983,3660537.21,2,155014,2.59,91.8,48,VERT,QUAD,52,,
-111.977485,33.079872,357.24,408767.9841,3660566.404,2,150212,3.06,98.1,53,VERT,QUAD,57,,
-111.977473,33.078767,359,408767.9911,3660443.862,1,193158.2,2.55,99.2,0,VERT,QUAD,57,,
-111.977472,33.078707,356.83,408767.9945,3660437.209,2,194126.4,3.57,103,0,VERT,QUAD,57,,
-111.977468,33.078374,356.89,408767.9962,3660400.298,2,154217.6,2.7,272,0,VERT,QUAD,56,,
-111.977486,33.079938,357.21,408767.9964,3660573.733,2,145243.6,3.05,102.5,55,VERT,QUAD,59,,
-111.977482,33.079579,357.3,408767.9989,3660533.906,2,155715.8,2.28,275.5,46,VERT,QUAD,50,,
-111.977475,33.079009,358.44,408767.9989,3660470.761,1,185107,2.74,271.1,0,VERT,QUAD,50,,
-111.977477,33.079148,359.61,408768.0023,3660486.162,1,182529.6,3.1,99.7,0,VERT,QUAD,58,,
-111.977483,33.079728,357.13,408768.0034,3660550.426,2,153138,3.04,257.7,52,VERT,QUAD,56,,
-111.97747,33.078527,356.87,408768.0052,3660417.307,1,201015,2.58,86.7,0,VERT,QUAD,46,,
-111.977475,33.078955,357.69,408768.0081,3660464.729,1,190317.8,2.96,282.8,0,VERT,QUAD,59,,
-111.977468,33.078399,356.62,408768.0131,3660403.114,1,202845.8,2.55,96.4,0,VERT,QUAD,49,,
-111.977483,33.079756,357.3,408768.0134,3660553.509,2,152454,2.17,95.7,49,VERT,QUAD,53,,
-111.977479,33.079351,358.26,408768.0152,3660508.592,2,163404.6,2.7,104.2,44,VERT,QUAD,48,,
-111.977486,33.079996,357.14,408768.0183,3660580.097,2,144327,3.12,89.6,55,VERT,QUAD,59,,
-111.977484,33.079819,356.52,408768.0224,3660560.494,2,151315,2.16,92.5,49,VERT,QUAD,53,,
-111.977471,33.07868,356.53,408768.0225,3660434.204,2,194750.6,2.97,284.4,0,VERT,QUAD,54,,
-111.97748,33.079479,357.46,408768.0265,3660522.84,2,161240.6,2.69,95.8,43,VERT,QUAD,47,,
-111.977475,33.078976,357.95,408768.0296,3660467.035,1,185653.2,2.39,82.5,0,VERT,QUAD,51,,
-111.977482,33.079609,357.02,408768.0296,3660537.209,2,155014,2.59,91.8,49,VERT,QUAD,53,,
-111.97748,33.079447,357.36,408768.0307,3660519.281,2,161942.6,2.67,285.8,41,VERT,QUAD,45,,
-111.977485,33.079872,357.24,408768.0309,3660566.415,2,150212,3.06,98.1,53,VERT,QUAD,57,,
-111.977474,33.078898,357.27,408768.0331,3660458.398,1,191453,2.82,252.5,0,VERT,QUAD,53,,
-111.977477,33.079208,360.36,408768.0362,3660492.803,1,181649.2,2.51,95.3,0,VERT,QUAD,54,,
-111.977475,33.079028,358.4,408768.0372,3660472.867,2,184449.8,2.48,91.5,0,VERT,QUAD,54,,
-111.977485,33.079907,356.49,408768.0386,3660570.251,2,145842.2,2.93,291.1,56,VERT,QUAD,60,,
-111.977479,33.07941,357.74,408768.0388,3660515.145,2,162334,2.61,93.3,39,VERT,QUAD,43,,
-111.977476,33.079085,357.77,408768.0397,3660479.154,2,183429.8,2.95,91.4,0,VERT,QUAD,53,,
-111.977481,33.079579,357.3,408768.0455,3660533.905,2,155715.8,2.28,275.5,47,VERT,QUAD,51,,
-111.977484,33.079851,356.68,408768.0465,3660564.075,2,150917,2.38,287.4,50,VERT,QUAD,54,,
-111.977473,33.078872,357.63,408768.053,3660455.515,2,191829.8,3.06,60.7,0,VERT,QUAD,49,,
-111.977474,33.078919,356.36,408768.0552,3660460.77,2,190641.2,2.51,103.7,0,VERT,QUAD,54,,
-111.97748,33.079509,357.15,408768.0572,3660526.133,2,160840.6,1.99,267.2,38,VERT,QUAD,42,,
-111.977476,33.079175,359.09,408768.0581,3660489.144,2,182226.4,3.28,268.7,0,VERT,QUAD,58,,
-111.977483,33.079728,357.13,408768.0594,3660550.426,2,153138,3.04,257.7,52,VERT,QUAD,56,,
-111.977479,33.079376,359.35,408768.06,3660511.397,1,163025.6,2.44,279.8,40,VERT,QUAD,44,,
-111.977467,33.078345,356.55,408768.0601,3660397.137,2,154557.2,2.4,84.1,0,VERT,QUAD,51,,
-111.977478,33.079323,357.64,408768.0608,3660505.476,2,164057.4,2.68,272.5,43,VERT,QUAD,47,,
-111.977475,33.079009,358.44,408768.0643,3660470.76,1,185107,2.74,271.1,0,VERT,QUAD,49,,
-111.97747,33.078621,356.99,408768.0651,3660427.751,1,195712,3.78,295.7,0,VERT,QUAD,49,,
-111.977478,33.079295,357.43,408768.0696,3660502.405,2,164430.8,2.77,99.8,48,VERT,QUAD,52,,
-111.977472,33.078767,358.96,408768.075,3660443.85,1,193158.4,2.89,89.8,0,VERT,QUAD,57,,
-111.977481,33.079609,357.02,408768.0763,3660537.209,2,155014,2.59,91.8,50,VERT,QUAD,54,,
-111.977484,33.079872,357.24,408768.0777,3660566.425,2,150212,3.06,98.1,53,VERT,QUAD,57,,
-111.977468,33.078399,356.61,408768.0785,3660403.125,1,202846,3.49,88.2,0,VERT,QUAD,49,,
-111.977471,33.078707,356.83,408768.0785,3660437.208,2,194126.4,3.57,103,0,VERT,QUAD,58,,
-111.977475,33.079061,358.75,408768.0806,3660476.526,1,184127.6,2.83,252.9,0,VERT,QUAD,49,,
-111.977473,33.078836,357.47,408768.0812,3660451.534,1,192839,2.47,278.8,0,VERT,QUAD,49,,
-111.977482,33.079696,357.14,408768.0822,3660546.866,2,153525.6,2.25,90.9,50,VERT,QUAD,54,,
-111.977481,33.079646,357.16,408768.087,3660541.367,2,154631,2.35,278.4,48,VERT,QUAD,52,,
-111.977476,33.079114,357.84,408768.0878,3660482.313,2,183124.4,3.26,268.3,0,VERT,QUAD,58,,
-111.977473,33.078898,357.27,408768.0891,3660458.397,1,191453,2.82,252.5,0,VERT,QUAD,53,,
-111.977472,33.078835,357.47,408768.0892,3660451.39,1,192839,2.47,278.8,0,VERT,QUAD,49,,
-111.97747,33.078645,357.08,408768.0893,3660430.345,2,195109.4,3.31,91.7,0,VERT,QUAD,49,,
-111.977485,33.079938,357.21,408768.0897,3660573.732,2,145243.6,3.05,102.5,54,VERT,QUAD,58,,
-111.977468,33.078467,356.33,408768.0922,3660410.609,1,201925.6,4.08,83.3,0,VERT,QUAD,42,,
-111.977481,33.079579,357.3,408768.0922,3660533.905,2,155715.8,2.28,275.5,47,VERT,QUAD,51,,
-111.977477,33.079227,360.65,408768.0929,3660494.887,2,181350.2,2.27,252.6,0,VERT,QUAD,51,,
-111.977485,33.079996,357.14,408768.093,3660580.096,2,144327,3.12,89.6,55,VERT,QUAD,59,,
-111.977484,33.079851,356.68,408768.093,3660564.063,2,150917,2.38,287.4,51,VERT,QUAD,55,,
-111.977479,33.079447,357.36,408768.096,3660519.28,2,161942.6,2.67,285.8,41,VERT,QUAD,45,,
-111.977472,33.078833,357.47,408768.0972,3660451.245,1,192839,2.47,278.8,0,VERT,QUAD,49,,
-111.97748,33.07954,356.84,408768.0991,3660529.636,2,160106.2,2.22,124.7,43,VERT,QUAD,47,,
-111.977474,33.078955,357.72,408768.1012,3660464.706,1,190317.6,2.67,262.9,0,VERT,QUAD,57,,
-111.97747,33.078585,357.69,408768.1025,3660423.748,2,200039.8,2.21,108.9,0,VERT,QUAD,48,,
-111.977485,33.079968,357.26,408768.1117,3660577.091,2,144919.2,3.48,276.1,55,VERT,QUAD,59,,
-111.977474,33.079029,358.38,408768.1121,3660472.889,2,184450,2.58,85.1,0,VERT,QUAD,54,,
-111.977475,33.079085,357.77,408768.1143,3660479.142,2,183429.8,2.95,91.4,0,VERT,QUAD,53,,
-111.977482,33.079728,357.13,408768.1154,3660550.425,2,153138,3.04,257.7,52,VERT,QUAD,56,,
-111.977472,33.078832,357.13,408768.1238,3660451.09,1,192838.8,3.35,263.6,0,VERT,QUAD,49,,
-111.977484,33.079872,357.24,408768.1244,3660566.436,2,150212,3.06,98.1,53,VERT,QUAD,57,,
-111.977482,33.079756,357.26,408768.1256,3660553.53,2,152454.2,2.59,87.4,51,VERT,QUAD,55,,
-111.977474,33.079009,358.44,408768.1296,3660470.76,1,185107,2.74,271.1,0,VERT,QUAD,49,,
-111.977467,33.078345,356.55,408768.1347,3660397.126,2,154557.2,2.4,84.1,0,VERT,QUAD,51,,
-111.977472,33.078872,357.45,408768.1367,3660455.481,2,191830,2.93,105.2,0,VERT,QUAD,49,,
-111.977483,33.079851,356.68,408768.1396,3660564.052,2,150917,2.38,287.4,51,VERT,QUAD,55,,
-111.977471,33.07874,358.05,408768.1407,3660440.878,1,193804,3.11,273.7,0,VERT,QUAD,58,,
-111.977476,33.079175,359.09,408768.1422,3660489.154,2,182226.4,3.28,268.7,0,VERT,QUAD,58,,
-111.977467,33.078399,356.61,408768.1438,3660403.124,1,202846,3.49,88.2,0,VERT,QUAD,49,,
-111.977473,33.078898,357.27,408768.1451,3660458.397,1,191453,2.82,252.5,0,VERT,QUAD,53,,
-111.977482,33.079786,358.62,408768.1473,3660556.867,2,152045.4,2.8,257.9,55,VERT,QUAD,59,,
-111.97748,33.079579,357.26,408768.1482,3660533.904,2,155715.6,2.65,283.2,46,VERT,QUAD,50,,
-111.977469,33.078621,356.99,408768.1491,3660427.75,1,195712,3.78,295.7,0,VERT,QUAD,49,,
-111.97747,33.07868,356.48,408768.1536,3660434.247,2,194750.4,2.61,268.9,0,VERT,QUAD,54,,
-111.977467,33.078374,356.9,408768.1548,3660400.285,2,154217.4,2.75,270.4,0,VERT,QUAD,56,,
-111.977481,33.079696,357.09,408768.157,3660546.877,2,153525.8,2.38,96.2,51,VERT,QUAD,55,,
-111.977471,33.078767,358.96,408768.1589,3660443.838,1,193158.4,2.89,89.8,0,VERT,QUAD,57,,
-111.977473,33.078975,357.9,408768.1599,3660467,1,185653.4,3.16,91.2,0,VERT,QUAD,49,,
-111.977478,33.079447,357.36,408768.1614,3660519.279,2,161942.6,2.67,285.8,42,VERT,QUAD,46,,
-111.977482,33.079819,356.57,408768.1622,3660560.47,2,151315.2,2.16,92.5,48,VERT,QUAD,52,,
-111.97747,33.078707,356.83,408768.1629,3660437.252,2,194126.6,2.5,84.9,0,VERT,QUAD,57,,
-111.977474,33.079061,358.75,408768.1645,3660476.514,1,184127.6,2.83,252.9,0,VERT,QUAD,50,,
-111.977477,33.079351,358.26,408768.1647,3660508.613,2,163404.8,2.62,88.1,44,VERT,QUAD,48,,
-111.977482,33.079786,358.62,408768.1658,3660556.845,2,152045.4,2.8,257.9,55,VERT,QUAD,59,,
-111.977484,33.079996,357.14,408768.1676,3660580.096,2,144327,3.12,89.6,55,VERT,QUAD,59,,
-111.977481,33.079646,357.16,408768.1712,3660541.388,2,154631,2.35,278.4,49,VERT,QUAD,53,,
-111.977481,33.079728,357.13,408768.1714,3660550.425,2,153138,3.04,257.7,52,VERT,QUAD,56,,
-111.977479,33.079479,357.52,408768.1755,3660522.805,2,161240.8,2.12,85.3,43,VERT,QUAD,47,,
-111.977474,33.079029,358.38,408768.1774,3660472.888,2,184450,2.58,85.1,0,VERT,QUAD,53,,
-111.977479,33.079509,357.17,408768.1784,3660526.12,2,160840.4,2.49,258.5,39,VERT,QUAD,43,,
-111.977478,33.079409,357.76,408768.1785,3660515.11,2,162334.2,2.11,112.1,40,VERT,QUAD,44,,
-111.977483,33.079907,356.49,408768.1789,3660570.283,2,145842.2,2.93,291.1,56,VERT,QUAD,60,,
-111.977475,33.079148,359.61,408768.1797,3660486.16,1,182529.6,3.1,99.7,0,VERT,QUAD,58,,
-111.977476,33.079295,357.43,408768.1819,3660502.437,2,164430.8,2.77,99.8,48,VERT,QUAD,52,,
-111.977477,33.079323,357.64,408768.1824,3660505.497,2,164057.4,2.68,272.5,44,VERT,QUAD,48,,
-111.977468,33.078527,356.93,408768.1824,3660417.294,1,201015.2,2.83,101.2,0,VERT,QUAD,45,,
-111.977484,33.079938,357.21,408768.183,3660573.731,2,145243.6,3.05,102.5,55,VERT,QUAD,59,,
-111.977482,33.079786,358.62,408768.1843,3660556.822,2,152045.4,2.8,257.9,55,VERT,QUAD,59,,
-111.977476,33.079208,360.36,408768.1854,3660492.79,1,181649.2,2.51,95.3,0,VERT,QUAD,54,,
-111.977472,33.078919,356.32,408768.1857,3660460.747,2,190641.4,3.13,76.9,0,VERT,QUAD,53,,
-111.977483,33.079851,356.68,408768.1861,3660564.04,2,150917,2.38,287.4,52,VERT,QUAD,56,,
-111.977474,33.079085,357.77,408768.1889,3660479.13,2,183429.8,2.95,91.4,0,VERT,QUAD,53,,
-111.977477,33.079376,359.36,408768.1907,3660511.407,1,163025.4,2.52,259.4,40,VERT,QUAD,44,,
-111.977473,33.078955,357.72,408768.1943,3660464.683,1,190317.6,2.67,262.9,0,VERT,QUAD,57,,
-111.977473,33.079009,358.45,408768.1949,3660470.759,1,185106.8,2.98,266.4,0,VERT,QUAD,49,,
-111.977468,33.078495,356.21,408768.1955,3660413.679,1,201610.2,3.92,242.4,0,VERT,QUAD,44,,
-111.97747,33.07874,358.05,408768.1967,3660440.877,1,193804,3.11,273.7,0,VERT,QUAD,58,,
-111.977471,33.078832,357.13,408768.1983,3660451.078,1,192838.8,3.35,263.6,0,VERT,QUAD,49,,
-111.977472,33.078898,357.27,408768.2011,3660458.396,1,191453,2.82,252.5,0,VERT,QUAD,53,,
-111.977479,33.079541,356.84,408768.2021,3660529.668,2,160106.2,2.22,124.7,43,VERT,QUAD,47,,
-111.977467,33.078467,356.33,408768.2042,3660410.608,1,201925.6,4.08,83.3,0,VERT,QUAD,41,,
-111.97748,33.079609,357.04,408768.2071,3660537.219,2,155014.2,2.17,81.9,50,VERT,QUAD,54,,
-111.977466,33.078399,356.61,408768.2092,3660403.123,1,202846,3.49,88.2,0,VERT,QUAD,49,,
-111.977466,33.078345,356.55,408768.2092,3660397.114,2,154557.2,2.4,84.1,0,VERT,QUAD,50,,
-111.977469,33.078645,357.08,408768.2104,3660430.322,2,195109.4,3.31,91.7,0,VERT,QUAD,49,,
-111.977471,33.078871,357.45,408768.2111,3660455.458,2,191830,2.93,105.2,1,VERT,QUAD,50,,
-111.977482,33.079786,358.62,408768.2122,3660556.811,2,152045.2,1.56,309.2,55,VERT,QUAD,59,,
-111.977481,33.079756,357.26,408768.219,3660553.54,2,152454.2,2.59,87.4,51,VERT,QUAD,55,,
-111.977484,33.079968,357.26,408768.2237,3660577.09,2,144919.2,3.48,276.1,55,VERT,QUAD,59,,
-111.977475,33.079175,359.09,408768.2263,3660489.164,2,182226.4,3.28,268.7,0,VERT,QUAD,58,,
-111.977478,33.079447,357.36,408768.2266,3660519.268,2,161942.4,2.26,261.6,43,VERT,QUAD,47,,
-111.977481,33.079728,357.13,408768.2274,3660550.424,2,153138,3.04,257.7,52,VERT,QUAD,56,,
-111.977476,33.079295,357.45,408768.2286,3660502.447,2,164431,2.33,70.3,47,VERT,QUAD,51,,
-111.97748,33.079696,357.09,408768.2318,3660546.887,2,153525.8,2.38,96.2,51,VERT,QUAD,55,,
-111.977482,33.07985,356.67,408768.2419,3660564.018,2,150916.8,2.73,258.1,51,VERT,QUAD,55,,
-111.977484,33.079996,357.14,408768.2423,3660580.095,2,144327,3.12,89.6,56,VERT,QUAD,60,,
-111.977468,33.078621,357.05,408768.2425,3660427.749,1,195711.8,2.52,267.5,0,VERT,QUAD,49,,
-111.977473,33.079029,358.38,408768.2427,3660472.887,2,184450,2.58,85.1,0,VERT,QUAD,54,,
-111.97747,33.078767,358.96,408768.2428,3660443.826,1,193158.4,2.89,89.8,0,VERT,QUAD,57,,
-111.977474,33.079148,359.57,408768.2449,3660486.148,1,182529.8,3.53,92.3,0,VERT,QUAD,58,,
-111.977474,33.079114,357.85,408768.2467,3660482.334,2,183124.2,2.92,271.5,0,VERT,QUAD,57,,
-111.977469,33.078707,356.83,408768.2472,3660437.273,2,194126.6,2.5,84.9,0,VERT,QUAD,57,,
-111.977473,33.079061,358.75,408768.2484,3660476.502,1,184127.6,2.83,252.9,0,VERT,QUAD,49,,
-111.977468,33.078585,357.69,408768.2517,3660423.724,2,200039.8,2.21,108.9,0,VERT,QUAD,49,,
-111.97747,33.07874,358.05,408768.2527,3660440.877,1,193804,3.11,273.7,0,VERT,QUAD,58,,
-111.97748,33.079647,357.16,408768.2554,3660541.41,2,154631,2.35,278.4,48,VERT,QUAD,52,,
-111.977471,33.078898,357.25,408768.2574,3660458.418,1,191452.8,2.23,285.5,0,VERT,QUAD,53,,
