Year,SOIL_DATE,Plot,Core,Depth,SLSND,SLSLT,SLCLY,SLSND2,SLSLT2,SLCLY2,UTMX,UTMY
2016,2016-05-01,1202,2016-p12-2,180,70.8,17.4,11.8,80.0,17.0,3.1,408759.1692,3660505.703
2016,2016-05-01,1203,2016-p12-3,20,50.6,19.0,30.4,58.5,24.6,16.9,408758.5718,3660465.7
2016,2016-05-01,1203,2016-p12-3,60,54.2,26.4,19.4,64.3,28.2,7.5,408758.5718,3660465.7
2016,2016-05-01,1203,2016-p12-3,100,41.9,28.7,29.4,50.0,36.0,14.0,408758.5718,3660465.7
2016,2016-05-01,1203,2016-p12-3,140,55.9,26.7,17.4,66.5,28.4,5.1,408758.5718,3660465.7
2016,2016-05-01,1203,2016-p12-3,180,65.9,13.0,21.2,74.9,15.4,9.7,408758.5718,3660465.7
2016,2016-05-01,1204,2016-p12-4,20,53.6,22.0,24.4,62.6,25.9,11.5,408757.9593,3660425.698
2016,2016-05-01,1204,2016-p12-4,60,47.9,27.3,24.8,57.2,31.4,11.4,408757.9593,3660425.698
2016,2016-05-01,1204,2016-p12-4,100,55.8,28.0,16.2,67.2,27.6,5.2,408757.9593,3660425.698
2016,2016-05-01,1204,2016-p12-4,140,74.5,10.3,15.2,81.0,12.9,6.1,408757.9593,3660425.698
2016,2016-05-01,1204,2016-p12-4,180,57.2,18.7,24.2,64.5,23.2,12.3,408757.9593,3660425.698
2016,2016-05-01,1301,2016-p13-1,20,49.1,19.7,31.2,59.0,23.7,17.3,408745.6372,3660545.921
2016,2016-05-01,1301,2016-p13-1,60,55.2,18.7,26.2,64.4,22.3,13.3,408745.6372,3660545.921
2016,2016-05-01,1301,2016-p13-1,100,64.5,20.3,15.2,73.9,20.8,5.3,408745.6372,3660545.921
2016,2016-05-01,1301,2016-p13-1,140,61.9,19.3,18.8,71.7,19.6,8.6,408745.6372,3660545.921
2016,2016-05-01,1301,2016-p13-1,180,65.5,21.7,12.8,77.0,19.7,3.3,408745.6372,3660545.921
2016,2016-05-01,1302,2016-p13-2,20,49.2,18.0,32.8,58.2,21.8,20.0,408745.0261,3660505.918
2016,2016-05-01,1302,2016-p13-2,60,55.5,20.7,23.8,65.5,22.8,11.7,408745.0261,3660505.918
2016,2016-05-01,1302,2016-p13-2,100,46.2,28.0,25.8,56.8,31.7,11.5,408745.0261,3660505.918
2016,2016-05-01,1302,2016-p13-2,140,50.5,27.7,21.8,60.0,31.2,8.7,408745.0261,3660505.918
2016,2016-05-01,1302,2016-p13-2,180,58.8,18.4,22.8,67.6,21.1,11.2,408745.0261,3660505.918
2016,2016-05-01,1303,2016-p13-3,20,50.3,23.0,26.7,60.5,26.6,12.9,408744.4142,3660465.916
2016,2016-05-01,1303,2016-p13-3,60,56.0,23.6,20.4,67.7,24.3,7.9,408744.4142,3660465.916
2016,2016-05-01,1303,2016-p13-3,100,45.1,27.0,27.9,54.8,32.5,12.7,408744.4142,3660465.916
2016,2016-05-01,1303,2016-p13-3,140,47.3,25.9,26.7,56.4,30.4,13.2,408744.4142,3660465.916
2016,2016-05-01,1303,2016-p13-3,180,61.0,16.3,22.7,71.0,20.5,8.5,408744.4142,3660465.916
2016,2016-05-01,1304,2016-p13-4,20,59.7,19.0,21.2,67.3,19.9,12.7,408743.8145,3660425.913
2016,2016-05-01,1304,2016-p13-4,60,63.2,16.3,20.5,72.7,16.9,10.4,408743.8145,3660425.913
2016,2016-05-01,1304,2016-p13-4,100,62.8,20.7,16.5,72.7,19.2,8.1,408743.8145,3660425.913
2016,2016-05-01,1304,2016-p13-4,140,73.2,14.6,12.2,84.2,12.0,3.8,408743.8145,3660425.913
2016,2016-05-01,1304,2016-p13-4,180,66.6,19.3,14.2,77.0,19.0,4.1,408743.8145,3660425.913
2016,2016-05-01,1401,2016-p14-1,20,52.6,22.6,24.8,63.2,23.1,13.7,408731.4174,3660546.1370000006
2016,2016-05-01,1401,2016-p14-1,60,50.2,19.6,30.2,61.1,21.3,17.7,408731.4174,3660546.1370000006
2016,2016-05-01,1401,2016-p14-1,100,54.2,26.0,19.8,65.3,26.8,7.9,408731.4174,3660546.1370000006
2016,2016-05-01,1401,2016-p14-1,140,49.5,23.0,27.4,59.3,26.1,14.6,408731.4174,3660546.1370000006
2016,2016-05-01,1401,2016-p14-1,180,62.2,20.4,17.4,73.7,19.9,6.4,408731.4174,3660546.1370000006
2016,2016-05-01,1402,2016-p14-2,20,53.2,14.7,32.2,61.3,17.8,20.8,408730.8066,3660506.135
2016,2016-05-01,1402,2016-p14-2,60,56.6,15.6,27.8,65.7,19.8,14.6,408730.8066,3660506.135
2016,2016-05-01,1402,2016-p14-2,100,51.5,24.0,24.4,61.4,27.8,10.8,408730.8066,3660506.135
2016,2016-05-01,1402,2016-p14-2,140,55.5,20.7,23.8,64.5,24.2,11.3,408730.8066,3660506.135
2016,2016-05-01,1402,2016-p14-2,180,55.5,19.7,24.8,65.5,22.2,12.3,408730.8066,3660506.135
2016,2016-05-01,1403,2016-p14-3,20,52.2,16.0,31.8,60.7,22.1,17.2,408730.19,3660466.132
2016,2016-05-01,1403,2016-p14-3,60,55.2,19.6,25.2,64.6,23.5,11.9,408730.19,3660466.132
2016,2016-05-01,1403,2016-p14-3,100,51.8,32.0,16.2,62.0,32.6,5.5,408730.19,3660466.132
2016,2016-05-01,1403,2016-p14-3,140,47.8,32.7,19.4,57.7,34.7,7.5,408730.19,3660466.132
2016,2016-05-01,1403,2016-p14-3,180,54.2,24.0,21.8,64.3,25.0,10.7,408730.19,3660466.132
2016,2016-05-01,1404,2016-p14-4,20,56.9,15.3,27.8,64.8,18.9,16.3,408729.6105,3660426.129
2016,2016-05-01,1404,2016-p14-4,60,57.2,15.7,27.2,66.5,17.7,15.8,408729.6105,3660426.129
2016,2016-05-01,1404,2016-p14-4,100,47.2,26.7,26.2,56.1,31.4,12.5,408729.6105,3660426.129
2016,2016-05-01,1404,2016-p14-4,140,48.8,26.6,24.5,57.4,32.8,9.9,408729.6105,3660426.129
2016,2016-05-01,1404,2016-p14-4,180,67.2,18.7,14.2,76.8,20.1,3.1,408729.6105,3660426.129
2016,2016-05-01,1501,2016-p15-1,20,52.6,21.6,25.8,61.5,25.5,13.0,408717.2047,3660546.354
2016,2016-05-01,1501,2016-p15-1,60,51.9,18.7,29.4,61.4,20.8,17.8,408717.2047,3660546.354
2016,2016-05-01,1501,2016-p15-1,100,44.6,23.6,31.8,54.3,29.9,15.8,408717.2047,3660546.354
2016,2016-05-01,1501,2016-p15-1,140,52.2,22.0,25.8,63.2,24.6,12.2,408717.2047,3660546.354
2016,2016-05-01,1501,2016-p15-1,180,70.8,15.0,14.2,78.0,16.2,5.8,408717.2047,3660546.354
2016,2016-05-01,1502,2016-p15-2,20,51.5,22.3,26.2,61.4,25.4,13.2,408716.5924,3660506.351
2016,2016-05-01,1502,2016-p15-2,60,47.9,24.0,28.2,58.1,28.4,13.5,408716.5924,3660506.351
2016,2016-05-01,1502,2016-p15-2,100,48.6,28.3,23.2,58.9,32.0,9.1,408716.5924,3660506.351
2016,2016-05-01,1502,2016-p15-2,140,54.9,23.3,21.8,64.5,27.3,8.2,408716.5924,3660506.351
2016,2016-05-01,1502,2016-p15-2,180,51.9,24.3,23.8,61.4,27.1,11.5,408716.5924,3660506.351
2016,2016-05-01,1503,2016-p15-3,20,48.9,25.0,26.2,59.1,27.3,13.6,408715.9803,3660466.348
2016,2016-05-01,1503,2016-p15-3,60,47.5,21.3,31.2,57.2,24.8,18.0,408715.9803,3660466.348
2016,2016-05-01,1503,2016-p15-3,100,48.2,29.4,22.4,57.9,34.0,8.1,408715.9803,3660466.348
2016,2016-05-01,1503,2016-p15-3,140,47.5,25.0,27.4,57.2,29.3,13.5,408715.9803,3660466.348
2016,2016-05-01,1503,2016-p15-3,180,59.5,20.7,19.8,69.7,22.8,7.5,408715.9803,3660466.348
2016,2016-05-01,1504,2016-p15-4,20,55.5,20.3,24.2,64.5,24.2,11.3,408715.3803,3660426.345
2016,2016-05-01,1504,2016-p15-4,60,53.9,21.0,25.2,64.4,22.6,13.0,408715.3803,3660426.345
2016,2016-05-01,1504,2016-p15-4,100,43.5,25.0,31.4,53.1,29.4,17.6,408715.3803,3660426.345
2016,2016-05-01,1504,2016-p15-4,140,63.5,20.3,16.2,74.7,19.7,5.7,408715.3803,3660426.345
2016,2016-05-01,1504,2016-p15-4,180,71.2,14.0,14.8,80.1,14.4,5.5,408715.3803,3660426.345
2016,2016-05-01,1601,2016-p16-1,20,53.6,14.6,31.8,61.6,20.8,17.6,408702.953,3660546.57
2016,2016-05-01,1601,2016-p16-1,60,57.2,18.0,24.8,65.8,22.0,12.3,408702.953,3660546.57
2016,2016-05-01,1601,2016-p16-1,100,66.1,17.9,16.0,79.1,14.3,6.6,408702.953,3660546.57
2016,2016-05-01,1601,2016-p16-1,140,73.5,14.3,12.1,80.4,14.5,5.0,408702.953,3660546.57
2016,2016-05-01,1601,2016-p16-1,180,64.9,19.0,16.1,75.4,18.6,6.1,408702.953,3660546.57
2016,2016-05-01,1602,2016-p16-2,20,56.1,17.9,26.0,64.0,22.7,13.3,408702.3595,3660506.567
2016,2016-05-01,1602,2016-p16-2,60,56.2,20.3,23.4,64.8,25.8,9.5,408702.3595,3660506.567
2016,2016-05-01,1602,2016-p16-2,100,48.4,21.8,29.8,57.9,28.1,14.0,408702.3595,3660506.567
2016,2016-05-01,1602,2016-p16-2,140,50.5,23.3,26.2,59.6,27.9,12.5,408702.3595,3660506.567
2016,2016-05-01,1602,2016-p16-2,180,60.2,21.7,18.2,68.9,24.2,7.0,408702.3595,3660506.567
2016,2016-05-01,1603,2016-p16-3,20,48.2,21.7,30.2,57.1,26.6,16.3,408701.7650000001,3660466.564
2016,2016-05-01,1603,2016-p16-3,60,45.1,26.7,28.2,54.8,32.4,12.8,408701.7650000001,3660466.564
2016,2016-05-01,1603,2016-p16-3,100,60.8,22.0,17.2,69.7,25.4,4.9,408701.7650000001,3660466.564
2016,2016-05-01,1603,2016-p16-3,140,61.2,22.7,16.2,70.6,23.7,5.7,408701.7650000001,3660466.564
2016,2016-05-01,1603,2016-p16-3,180,70.2,17.6,12.2,81.2,15.0,3.8,408701.7650000001,3660466.564
2016,2016-05-01,1604,2016-p16-4,20,57.5,21.7,20.8,66.6,24.4,9.0,408701.1467,3660426.562
2016,2016-05-01,1604,2016-p16-4,60,60.9,21.0,18.2,71.7,20.9,7.4,408701.1467,3660426.562
2016,2016-05-01,1604,2016-p16-4,100,52.2,23.6,24.2,64.2,26.4,9.4,408701.1467,3660426.562
2016,2016-05-01,1604,2016-p16-4,140,51.5,23.3,25.2,61.4,26.0,12.6,408701.1467,3660426.562
2016,2016-05-01,1604,2016-p16-4,180,64.9,15.3,19.8,73.9,16.4,9.7,408701.1467,3660426.562
2016,2016-05-01,604,2016-p0604,20,56.5,15.7,27.8,65.6,18.7,15.8,409014.5275,3660430.789
2016,2016-05-01,604,2016-p0604,60,56.1,24.3,19.5,66.3,26.0,7.7,409014.5275,3660430.789
2016,2016-05-01,604,2016-p0604,100,58.5,15.3,26.2,66.7,21.1,12.2,409014.5275,3660430.789
2016,2016-05-01,604,2016-p0604,140,72.2,7.7,20.2,80.0,9.9,10.1,409014.5275,3660430.789
2016,2016-05-01,604,2016-p0604,180,54.5,25.3,20.2,66.9,25.9,7.2,409014.5275,3660430.789
2016,2016-05-01,622,2016-p0622,20,59.8,14.0,26.2,68.7,16.9,14.5,409016.2866,3660546.568
2016,2016-05-01,622,2016-p0622,60,59.2,22.0,18.8,68.5,23.0,8.4,409016.2866,3660546.568
2016,2016-05-01,622,2016-p0622,100,64.1,9.7,26.2,72.8,12.7,14.5,409016.2866,3660546.568
2016,2016-05-01,622,2016-p0622,140,66.8,16.0,17.2,76.9,16.8,6.4,409016.2866,3660546.568
2016,2016-05-01,622,2016-p0622,180,79.8,9.6,10.5,89.2,8.6,2.3,409016.2866,3660546.568
2016,2016-06-01,1109,2016-p1109,20,57.5,20.0,22.5,68.4,18.0,13.6,408685.4953,3660533.308
2016,2016-06-01,1109,2016-p1109,60,53.9,16.3,29.8,64.4,16.8,18.8,408685.4953,3660533.308
2016,2016-06-01,1109,2016-p1109,100,51.5,27.4,21.2,61.0,27.9,11.1,408685.4953,3660533.308
2016,2016-06-01,1109,2016-p1109,140,47.2,22.3,30.5,56.1,25.5,18.4,408685.4953,3660533.308
2016,2016-06-01,1109,2016-p1109,180,61.8,20.4,17.8,72.5,21.6,5.9,408685.4953,3660533.308
2016,2016-06-01,1926,2016-p1926,20,53.5,19.4,27.2,63.1,20.4,16.5,408676.1875,3660455.725
2016,2016-06-01,1926,2016-p1926,60,58.5,21.3,20.2,69.5,20.8,9.7,408676.1875,3660455.725
2016,2016-06-01,1926,2016-p1926,100,62.2,20.3,17.5,73.7,18.4,7.8,408676.1875,3660455.725
2016,2016-06-01,1926,2016-p1926,140,66.5,14.0,19.5,74.9,14.5,10.6,408676.1875,3660455.725
2016,2016-06-01,1926,2016-p1926,180,60.8,18.0,21.2,71.6,16.8,11.6,408676.1875,3660455.725
2016,2016-06-01,2006,2016-p2006,20,52.8,15.0,32.2,62.3,20.0,17.7,409000.4903,3660443.193
2016,2016-06-01,2006,2016-p2006,60,54.8,21.4,23.8,63.4,26.2,10.4,409000.4903,3660443.193
2016,2016-06-01,2006,2016-p2006,100,70.8,13.0,16.2,79.0,15.4,5.7,409000.4903,3660443.193
2016,2016-06-01,2006,2016-p2006,140,74.5,7.3,18.2,82.0,10.6,7.4,409000.4903,3660443.193
2016,2016-06-01,2006,2016-p2006,180,61.2,20.7,18.2,70.6,24.2,5.2,409000.4903,3660443.193
2016,2016-06-01,2313,2016-p2313,20,53.1,16.1,30.8,64.2,13.2,22.6,408673.0269,3660515.209
2016,2016-06-01,2313,2016-p2313,60,52.5,17.7,29.8,62.4,20.2,17.3,408673.0269,3660515.209
2016,2016-06-01,2313,2016-p2313,100,59.2,23.0,17.8,69.6,24.8,5.6,408673.0269,3660515.209
2016,2016-06-01,2313,2016-p2313,140,56.2,22.0,21.8,67.4,22.9,9.7,408673.0269,3660515.209
2016,2016-06-01,2313,2016-p2313,180,69.5,17.7,12.8,80.0,16.4,3.5,408673.0269,3660515.209
2016,2016-06-01,2418,2016-p2418,20,60.8,15.0,24.2,70.6,17.1,12.3,408997.6304,3660522.471
2016,2016-06-01,2418,2016-p2418,60,56.8,14.0,29.2,66.5,16.9,16.6,408997.6304,3660522.471
2016,2016-06-01,2418,2016-p2418,100,61.2,14.7,24.2,70.6,18.8,10.6,408997.6304,3660522.471
2016,2016-06-01,2418,2016-p2418,140,68.5,11.7,19.8,77.9,13.4,8.7,408997.6304,3660522.471
2016,2016-06-01,2418,2016-p2418,180,75.8,8.1,16.2,84.0,9.2,6.8,408997.6304,3660522.471
2016,2016-06-01,3415,2016-p3415,20,52.8,15.7,31.5,62.3,19.2,18.4,408987.1938,3660504.345
2016,2016-06-01,3415,2016-p3415,60,56.1,14.3,29.5,66.3,17.3,16.4,408987.1938,3660504.345
2016,2016-06-01,3415,2016-p3415,100,55.5,19.0,25.5,63.6,24.6,11.9,408987.1938,3660504.345
2016,2016-06-01,3415,2016-p3415,140,65.1,11.3,23.5,73.9,13.7,12.5,408987.1938,3660504.345
2016,2016-06-01,3415,2016-p3415,180,79.1,6.3,14.5,88.1,7.4,4.5,408987.1938,3660504.345
2016,2016-06-01,3808,2016-p3808,20,63.1,14.3,22.5,70.8,16.0,13.2,408982.3896,3660455.658
2016,2016-06-01,3808,2016-p3808,60,58.8,12.0,29.2,68.6,13.6,17.8,408982.3896,3660455.658
2016,2016-06-01,3808,2016-p3808,100,73.5,13.3,13.2,84.2,13.0,2.8,408982.3896,3660455.658
2016,2016-06-01,3808,2016-p3808,140,76.9,9.3,13.8,88.4,6.8,4.8,408982.3896,3660455.658
2016,2016-06-01,3808,2016-p3808,180,69.8,13.0,17.2,79.9,13.0,7.1,408982.3896,3660455.658
2016,2016-06-01,4823,2016-p4823,20,57.5,18.0,24.5,67.4,20.6,12.0,408973.7121,3660553.31
2016,2016-06-01,4823,2016-p4823,60,45.8,19.0,35.2,55.0,23.9,21.1,408973.7121,3660553.31
2016,2016-06-01,4823,2016-p4823,100,54.8,17.0,28.2,64.4,20.7,15.0,408973.7121,3660553.31
2016,2016-06-01,4823,2016-p4823,140,62.8,18.7,18.5,71.7,22.1,6.2,408973.7121,3660553.31
2016,2016-06-01,4823,2016-p4823,180,64.8,11.6,23.5,73.8,14.5,11.7,408973.7121,3660553.31
2016,2016-06-01,5207,2016-p5207,20,57.1,13.4,29.5,65.5,15.0,19.5,408968.0746,3660449.781
2016,2016-06-01,5207,2016-p5207,60,60.5,15.7,23.9,69.5,18.1,12.4,408968.0746,3660449.781
2016,2016-06-01,5207,2016-p5207,100,56.2,18.0,25.8,67.4,18.6,14.0,408968.0746,3660449.781
2016,2016-06-01,5207,2016-p5207,140,58.5,16.0,25.5,66.6,21.5,11.9,408968.0746,3660449.781
2016,2016-06-01,5207,2016-p5207,180,65.2,17.0,17.8,75.8,17.6,6.6,408968.0746,3660449.781
2016,2016-06-01,1,2016-satsite1,20,53.4,19.3,27.2,61.9,23.4,14.7,408649.55999999994,3660550.45
2016,2016-06-01,1,2016-satsite1,60,54.8,16.0,29.2,64.0,17.2,18.8,408649.55999999994,3660550.45
2016,2016-06-01,1,2016-satsite1,100,60.5,24.3,15.2,71.3,22.0,6.7,408649.55999999994,3660550.45
2016,2016-06-01,1,2016-satsite1,140,59.8,22.0,18.2,69.4,22.1,8.5,408649.55999999994,3660550.45
2016,2016-06-01,1,2016-satsite1,180,63.5,22.3,14.2,72.7,22.2,5.1,408649.55999999994,3660550.45
2016,2016-06-01,2,2016-satsite2,20,63.1,21.7,15.2,71.6,23.7,4.7,408648.89,3660503.86
2016,2016-06-01,2,2016-satsite2,60,57.4,22.3,20.2,66.1,25.2,8.7,408648.89,3660503.86
2016,2016-06-01,2,2016-satsite2,100,53.2,17.7,29.2,61.2,20.6,18.3,408648.89,3660503.86
2016,2016-06-01,2,2016-satsite2,140,59.4,25.3,15.2,69.9,23.2,6.9,408648.89,3660503.86
2016,2016-06-01,2,2016-satsite2,180,65.2,18.7,16.2,73.8,18.9,7.4,408648.89,3660503.86
2016,2016-06-01,3,2016-satsite3,20,53.8,16.0,30.2,61.4,18.4,20.2,408646.35000000003,3660464.32
2016,2016-06-01,3,2016-satsite3,60,59.8,20.0,20.2,71.0,19.4,9.6,408646.35000000003,3660464.32
2016,2016-06-01,3,2016-satsite3,100,69.5,15.3,15.2,78.9,12.7,8.4,408646.35000000003,3660464.32
2016,2016-06-01,3,2016-satsite3,140,69.1,20.0,10.9,78.7,19.2,2.1,408646.35000000003,3660464.32
2016,2016-06-01,3,2016-satsite3,180,70.5,17.7,11.9,78.8,18.3,2.8,408646.35000000003,3660464.32
2017,2017-03-01,B1,2017-b1,20,65.5,15.6,18.9,73.9,15.2,10.9,409026.86000000004,3660541.63
2017,2017-03-01,B1,2017-b1,60,67.2,15.6,17.2,76.0,13.5,10.6,409026.86000000004,3660541.63
2017,2017-03-01,B1,2017-b1,100,67.9,14.9,17.2,76.0,16.4,7.7,409026.86000000004,3660541.63
2017,2017-03-01,B1,2017-b1,140,73.6,11.3,15.2,81.1,12.5,6.4,409026.86000000004,3660541.63
2017,2017-03-01,B1,2017-b1,180,63.6,11.3,25.2,70.8,15.5,13.6,409026.86000000004,3660541.63
2017,2017-03-01,B2,2017-b2,20,61.8,15.3,22.9,69.7,17.5,12.7,409025.96,3660481.66
2017,2017-03-01,B2,2017-b2,60,49.5,20.0,30.5,57.4,24.0,18.6,409025.96,3660481.66
2017,2017-03-01,B2,2017-b2,100,43.4,23.4,33.2,50.3,31.3,18.4,409025.96,3660481.66
2017,2017-03-01,B2,2017-b2,140,72.6,12.0,15.4,82.1,12.1,5.8,409025.96,3660481.66
2017,2017-03-01,B2,2017-b2,180,79.2,8.3,12.4,88.2,7.3,4.5,409025.96,3660481.66
2017,2017-03-01,B3,2017-b3,20,62.5,12.6,24.9,70.8,12.3,16.9,409025.06,3660421.6300000004
2017,2017-03-01,B3,2017-b3,60,64.1,19.0,16.9,72.7,19.2,8.1,409025.06,3660421.6300000004
2017,2017-03-01,B3,2017-b3,100,62.9,12.6,24.5,69.9,15.8,14.3,409025.06,3660421.6300000004
2017,2017-03-01,B3,2017-b3,140,65.9,16.3,17.8,75.9,16.0,8.1,409025.06,3660421.6300000004
2017,2017-03-01,B3,2017-b3,180,66.2,18.3,15.4,76.9,16.7,6.4,409025.06,3660421.6300000004
2017,2017-03-01,B4,2017-b4,20,61.1,14.0,24.9,69.6,16.3,14.1,409024.76,3660400.65
2017,2017-03-01,B4,2017-b4,60,60.6,19.3,20.2,70.6,20.0,9.4,409024.76,3660400.65
2017,2017-03-01,B4,2017-b4,100,59.2,13.3,27.5,67.5,14.0,18.5,409024.76,3660400.65
2017,2017-03-01,B4,2017-b4,140,69.2,15.3,15.5,77.9,17.9,4.2,409024.76,3660400.65
2017,2017-03-01,B4,2017-b4,180,59.5,21.0,19.5,68.5,24.0,7.6,409024.76,3660400.65
2017,2017-03-01,B5,2017-b5,20,56.8,14.0,29.2,66.1,14.4,19.5,408994.20999999996,3660401.1
2017,2017-03-01,B5,2017-b5,60,64.8,9.0,26.2,74.8,6.2,19.0,408994.20999999996,3660401.1
2017,2017-03-01,B5,2017-b5,100,71.9,11.7,16.4,82.1,10.1,7.8,408994.20999999996,3660401.1
2017,2017-03-01,B5,2017-b5,140,71.6,10.3,18.2,81.1,9.8,9.1,408994.20999999996,3660401.1
2017,2017-03-01,B5,2017-b5,180,57.9,18.9,23.2,67.6,18.6,13.7,408994.20999999996,3660401.1
2017,2017-03-01,B6,2017-b6,20,53.9,18.9,27.2,62.5,22.9,14.6,408961.66,3660401.65
2017,2017-03-01,B6,2017-b6,60,53.1,17.0,29.9,60.4,20.8,18.8,408961.66,3660401.65
2017,2017-03-01,B6,2017-b6,100,64.5,18.6,16.9,73.7,18.6,7.7,408961.66,3660401.65
2017,2017-03-01,B6,2017-b6,140,57.5,23.6,18.9,68.1,22.6,9.3,408961.66,3660401.65
2017,2017-03-01,B6,2017-b6,180,62.9,15.7,21.4,72.8,17.5,9.7,408961.66,3660401.65
2017,2017-03-01,B7,2017-b7,20,54.5,16.7,28.9,62.3,18.6,19.2,408933.28,3660402.0100000002
2017,2017-03-01,B7,2017-b7,60,60.5,21.7,17.9,68.5,23.1,8.4,408933.28,3660402.0100000002
2017,2017-03-01,B7,2017-b7,100,64.1,18.7,17.2,72.6,19.7,7.7,408933.28,3660402.0100000002
2017,2017-03-01,B7,2017-b7,140,59.5,15.6,24.9,68.5,17.6,14.0,408933.28,3660402.0100000002
2017,2017-03-01,B7,2017-b7,180,62.4,14.4,23.2,73.2,10.9,15.9,408933.28,3660402.0100000002
2017,2017-03-01,B8,2017-b8,20,57.8,13.3,28.9,66.2,13.9,19.9,408904.55,3660402.46
2017,2017-03-01,B8,2017-b8,60,62.5,20.7,16.9,70.5,21.0,8.4,408904.55,3660402.46
2017,2017-03-01,B8,2017-b8,100,57.8,15.7,26.5,66.5,16.7,16.8,408904.55,3660402.46
2017,2017-03-01,B8,2017-b8,140,64.2,19.0,16.8,74.8,16.6,8.5,408904.55,3660402.46
2017,2017-03-01,B8,2017-b8,180,57.6,24.0,18.4,68.5,23.9,7.6,408904.55,3660402.46
2017,2017-03-01,B9,2017-b9,20,58.8,19.3,21.9,67.3,20.7,12.1,408877.08,3660402.87
2017,2017-03-01,B9,2017-b9,60,55.8,14.3,29.9,62.6,17.9,19.5,408877.08,3660402.87
2017,2017-03-01,B9,2017-b9,100,54.6,23.3,22.2,65.3,23.0,11.7,408877.08,3660402.87
2017,2017-03-01,B9,2017-b9,140,57.8,16.6,25.5,65.6,21.4,13.0,408877.08,3660402.87
2017,2017-03-01,B9,2017-b9,180,51.5,19.0,29.5,60.1,21.4,18.5,408877.08,3660402.87
2017,2017-03-01,B10,2017-b10,20,59.8,19.3,20.9,67.7,22.0,10.3,408849.53,3660403.32
2017,2017-03-01,B10,2017-b10,60,59.5,15.4,25.2,69.7,22.5,7.8,408849.53,3660403.32
2017,2017-03-01,B10,2017-b10,100,58.6,22.0,19.4,69.5,22.3,8.2,408849.53,3660403.32
2017,2017-03-01,B10,2017-b10,140,65.6,12.3,22.2,74.9,13.1,12.0,408849.53,3660403.32
2017,2017-03-01,B10,2017-b10,180,57.2,15.6,27.2,67.5,15.4,17.1,408849.53,3660403.32
2017,2017-03-01,B11,2017-b11,20,57.1,21.0,21.9,66.1,21.9,12.1,408821.01,3660403.76
2017,2017-03-01,B11,2017-b11,60,64.8,14.3,20.9,71.8,16.7,11.5,408821.01,3660403.76
2017,2017-03-01,B11,2017-b11,100,59.5,23.0,17.5,69.4,23.2,7.4,408821.01,3660403.76
2017,2017-03-01,B11,2017-b11,140,53.2,20.0,26.8,63.3,21.2,15.4,408821.01,3660403.76
2017,2017-03-01,B11,2017-b11,180,66.2,12.0,21.8,76.9,9.8,13.3,408821.01,3660403.76
2017,2017-03-01,B12,2017-b12,20,53.8,16.3,29.9,62.1,19.5,18.4,408792.64,3660404.21
2017,2017-03-01,B12,2017-b12,60,61.1,16.0,22.9,68.6,17.9,13.5,408792.64,3660404.21
2017,2017-03-01,B12,2017-b12,100,63.1,18.3,18.5,70.8,21.2,8.0,408792.64,3660404.21
2017,2017-03-01,B12,2017-b12,140,58.8,18.0,23.2,68.2,19.2,12.6,408792.64,3660404.21
2017,2017-03-01,B12,2017-b12,180,69.6,11.0,19.4,79.0,10.9,10.1,408792.64,3660404.21
2017,2017-03-01,B13,2017-b13,20,55.5,14.7,29.9,63.3,16.5,20.2,408764.2,3660404.58
2017,2017-03-01,B13,2017-b13,60,60.8,12.3,26.9,67.7,14.4,17.8,408764.2,3660404.58
2017,2017-03-01,B13,2017-b13,100,54.8,27.3,17.9,65.7,27.6,6.7,408764.2,3660404.58
2017,2017-03-01,B13,2017-b13,140,57.6,20.6,21.8,67.5,23.0,9.5,408764.2,3660404.58
2017,2017-03-01,B13,2017-b13,180,69.9,15.3,14.8,79.0,15.6,5.3,408764.2,3660404.58
2017,2017-03-01,B14,2017-b14,20,54.8,21.3,23.9,63.1,22.9,14.0,408735.83,3660405.03
2017,2017-03-01,B14,2017-b14,60,54.5,27.7,17.9,62.3,29.0,8.7,408735.83,3660405.03
2017,2017-03-01,B14,2017-b14,100,48.8,18.3,32.9,56.5,22.0,21.5,408735.83,3660405.03
2017,2017-03-01,B14,2017-b14,140,52.6,17.6,29.8,60.5,23.0,16.5,408735.83,3660405.03
2017,2017-03-01,B14,2017-b14,180,65.2,12.0,22.8,72.9,14.4,12.7,408735.83,3660405.03
2017,2017-03-01,B15,2017-b15,20,55.8,22.3,21.9,64.2,23.8,12.1,408707.38,3660405.48
2017,2017-03-01,B15,2017-b15,60,57.8,23.0,19.2,67.1,24.1,8.7,408707.38,3660405.48
2017,2017-03-01,B15,2017-b15,100,55.9,26.3,17.8,67.3,23.3,9.4,408707.38,3660405.48
2017,2017-03-01,B15,2017-b15,140,53.9,20.7,25.4,63.5,21.8,14.7,408707.38,3660405.48
2017,2017-03-01,B15,2017-b15,180,61.2,12.7,26.2,71.6,14.3,14.1,408707.38,3660405.48
2017,2017-03-01,B16,2017-b16,20,54.1,17.7,28.2,62.3,18.6,19.2,408678.94,3660405.92
2017,2017-03-01,B16,2017-b16,60,65.8,17.3,16.9,74.6,17.2,8.1,408678.94,3660405.92
2017,2017-03-01,B16,2017-b16,100,67.1,17.7,15.2,75.7,18.9,5.4,408678.94,3660405.92
