"","UTMX","UTMY","SLSND015","SLSND045","SLSND075","SLSND105","SLSND135","SLSND165","SLSLT015","SLSLT045","SLSLT075","SLSLT105","SLSLT135","SLSLT165","SLCLY015","SLCLY045","SLCLY075","SLCLY105","SLCLY135","SLCLY165","SLWP1015","SLWP1045","SLWP1075","SLWP1105","SLWP1135","SLWP1165","SLWP2015","SLWP2045","SLWP2075","SLWP2105","SLWP2135","SLWP2165","SLFC1015","SLFC1045","SLFC1075","SLFC1105","SLFC1135","SLFC1165"
"11",409292,3659143,62.2418279231084,58.2236536997344,56.9113384082416,68.2703825035816,72.8227547833455,61.0704519796311,10.7764334662814,11.0073500152021,14.2313238819613,11.5884869372731,9.71841002268442,12.0038055518537,26.8529411560026,31.9524858132478,28.7550950260815,19.820951077133,18.4504445659975,25.5737252867133,0.135439118098118,0.16242304733124,0.161947961670261,0.125331417759761,0.133390729584033,0.163491047022267,0.185290621609259,0.19814004795773,0.210202272892859,0.156084651046467,0.159233162445343,0.226169176979121,0.20100603414339,0.243571376314228,0.260790285175231,0.185773592284418,0.158396576433536,0.26368438301185
"12",409293,3659143,62.2030372012982,58.2059178109074,57.0595568119116,68.2838418263478,72.7902719132332,60.8273831653629,10.8316521597455,11.0972024155361,14.1850858058342,11.5898300490085,9.80656991580395,12.0729507038638,26.654872337346,31.8117736075743,28.7154446773305,19.7787063915112,18.4843062731912,25.6884432517387,0.135927140721421,0.162620873853893,0.161675609303847,0.12607918299563,0.133971190064864,0.163711992008281,0.188127367332347,0.199225512815485,0.209914063149201,0.156874597789509,0.159920528850255,0.224800992515354,0.202168047817484,0.244126984457197,0.260544437240949,0.184997868725916,0.157634996168994,0.263643321114551
"13",409294,3659143,62.1338467435175,58.3823073949604,57.1849204575104,68.1993279396886,72.7961340355875,61.0340947571312,10.867684806083,11.1433558080838,14.1661139681765,11.6192258182086,9.82951321754701,12.0543369232647,26.6575591960496,31.4810466295982,28.6257594343262,19.8030550088134,18.4554901538476,25.5487597452893,0.136368606580356,0.162536027931128,0.161812508817417,0.126778183823321,0.134484148880403,0.163707548635259,0.190977339876758,0.199148828159711,0.210210055761725,0.159165809429749,0.161288334825662,0.224108549552431,0.203727153604841,0.243993646241984,0.260327963515641,0.185453900666929,0.157892202293645,0.263673578472391
"14",409295,3659143,62.0425749182859,58.6844944655181,57.2968272860686,68.0538335120209,72.8262797367523,61.5264114599844,10.8919145175475,11.1604831195548,14.1641470575297,11.666313758599,9.8125939615066,11.9805701757782,26.7913577780064,31.0270056830373,28.503826833967,19.8679277215252,18.386690332428,25.2470704276447,0.136783230997294,0.162269831625634,0.162209364650516,0.127445018142497,0.134958673770862,0.163560790909942,0.193846099280614,0.198301639431515,0.210856165256139,0.162409639624309,0.163100883703742,0.223822130870716,0.205546350176537,0.243404610664165,0.26012620411064,0.186671638596464,0.158789559899749,0.263747822155364
"15",409296,3659143,61.9428934281346,58.9999011019949,57.4108142220232,67.9081793006287,72.8575043674205,62.0333404594911,10.9165403567884,11.1726427319641,14.1622890954887,11.714019781158,9.79694531945645,11.9054425326717,26.9414104832219,30.5597510163079,28.3788735328168,19.9306136973213,18.3153937438801,24.9359215087749,0.137203485166868,0.161989339172169,0.162620078708033,0.128106965517047,0.13544258953561,0.163408897262888,0.196739015525942,0.197328482160455,0.211465947455788,0.165702280457131,0.164968269547279,0.223500616884736,0.207398200653546,0.242743748626993,0.259914716309793,0.187878136591224,0.159702840519226,0.26382114597704
"16",409297,3659143,61.8356753405383,59.3216875537761,57.5276865760013,67.7659911351747,72.888467293077,62.5391604053446,10.9422653044895,11.1814932932256,14.1595042763221,11.761373301327,9.78491913721989,11.8321043667323,27.1008798699814,30.0858144844697,28.2528305519508,19.9884307189197,18.2437296651694,24.6241203720976,0.137631287682446,0.16170461583622,0.163030313649888,0.128766259758102,0.135938855920379,0.163259804336329,0.199661210005569,0.1962686681648,0.212016969642048,0.168989732724109,0.166874788050983,0.22311542459651,0.209272487415385,0.242034766871931,0.259692726533052,0.189025359485319,0.160595449460838,0.263891225394825
"17",409298,3659143,61.7211213142849,59.6485529282235,57.6474569211302,67.6278060246186,72.918983962479,63.0416252839421,10.9691875553614,11.1875182479692,14.1555964782603,11.80826653172,9.77685291028572,11.7610279630942,27.2686208128943,29.6063144040305,28.1261981986147,20.0408849005679,18.1719611285094,24.3128895915662,0.138066922301472,0.161417462426137,0.163438067240342,0.129423993802856,0.136448041989866,0.163114646668318,0.202617478010013,0.195129821985921,0.212505956755174,0.172263079043689,0.168824585654768,0.222660528482359,0.211170539765042,0.241282552524493,0.259460785392084,0.190103902129568,0.161461982498862,0.263958127856541
"18",409299,3659143,61.5993526477383,59.9798880078839,57.7700197925176,67.493689524388,72.949024460528,63.5402753207992,10.9973251723051,11.1910494390818,14.1504836024016,11.8547153266637,9.77284221373079,11.6923254344867,27.4442288828961,29.1217107536329,27.9992943746016,20.0878455987046,18.1001057592448,24.0024496123577,0.138510429124018,0.161128609533605,0.163843053902477,0.130081273278804,0.136970356243263,0.162973669754162,0.205612159510285,0.193915631270192,0.21293209851411,0.175519511364621,0.170824499637348,0.222133635981342,0.213095251920555,0.2404896874874,0.259219685192293,0.191109895661682,0.162301347355327,0.264022355835467
"19",409300,3659143,61.4704921878722,60.3152022870986,57.895231214894,67.363538467402,72.9785971404428,64.0350831248572,11.0266733841851,11.1923849230792,14.1441137056049,11.9007705785901,9.77293910545493,11.6260155006638,27.6274595520772,28.6323760750665,27.8723973094142,20.1293435612905,18.0281259539679,23.6927823723829,0.138961751530476,0.160838559454162,0.164245445004976,0.130739350039206,0.137505833084273,0.162836907950311,0.208648880298985,0.192629140957579,0.213295101512221,0.178757717832439,0.172881959498986,0.221534053969655,0.215049881745447,0.239658424718278,0.258970334664696,0.192041307898011,0.163113695086266,0.264084610398038
"20",409301,3659143,61.3347074790031,60.6539584144025,58.0229299017517,67.2371428682356,73.0077211491221,64.5261373630597,11.0572109198984,11.1918201290653,14.1364448546431,11.9464938646839,9.77718407501457,11.5620818572235,27.8180802131107,28.1387734990433,27.7457776841689,20.1655490119541,17.9559772305184,23.3838123672122,0.1394207382996,0.160547801040809,0.164645501410495,0.13139966768255,0.138054266910611,0.162704335545814,0.21172995049668,0.191273736331362,0.213594734571294,0.181976654995957,0.175004203944999,0.220862309277933,0.217037721104434,0.238791338917636,0.258713737069009,0.19289734135252,0.163899810324613,0.264145744832993
"21",409302,3659143,61.192286825525,60.9954114259301,58.1529527941395,67.1141794123893,73.0364141558648,65.0135014577918,11.0888861171873,11.1896771905185,14.1274336103933,11.9919415788024,9.78558433426749,11.5004889843725,28.0157784884659,27.6416485265232,27.6197132824725,20.1968325055621,17.8836377561022,23.0754941475941,0.139887062739624,0.160256949431937,0.165043220178334,0.132063943613586,0.138614906710307,0.162575927098668,0.214854727856923,0.189854159678732,0.21383066088943,0.18517472099937,0.177197145501131,0.220120320574688,0.219061892732536,0.237892150819946,0.258451008657904,0.193678791290579,0.164661125046325,0.264206808880479
"22",409303,3659143,61.043874904788,61.3381656269387,58.285171154752,66.9941072625935,73.0646751543099,65.4970049904784,11.1215598974303,11.1863909444701,14.1170109186354,12.037135902296,9.79799956442893,11.441181826785,28.2199755503976,27.1425671350678,27.4945154357772,20.2240260307281,17.8111675092841,22.767956394754,0.140359916627021,0.159967049087656,0.165437379928392,0.132734469794504,0.139185379020304,0.162451745713879,0.218014080636651,0.188379371924318,0.214002305445256,0.188348035724859,0.179461848544673,0.219312504127425,0.221125011021722,0.236968228899477,0.258183483600934,0.194389964241369,0.165400416528274,0.264269319700918
"23",409304,3659143,60.8915910607004,61.67807483852,58.4196554261212,66.8755975532553,73.0924149675457,65.9753728195039,11.1547276649385,11.1829278610431,14.1049713548341,12.0819456898766,9.813567954091,11.3840567266682,28.428996390174,26.6464574534939,27.3706507434183,20.2497284810874,17.7389698721698,22.4621203469506,0.140836515611871,0.159680947493456,0.165821054599845,0.133415639643561,0.139756470191989,0.162332334121075,0.221163641071847,0.186876142211679,0.214108471028997,0.191482875709228,0.181777594398867,0.218451520349295,0.223227844108346,0.236042621204901,0.257913263513286,0.195048258062946,0.166125554933079,0.26433671810015
