"","UTMX","UTMY","SLSND015","SLSND045","SLSND075","SLSND105","SLSND135","SLSND165","SLSND195","SLSND225","SLSND255","SLSND285","SLSLT015","SLSLT045","SLSLT075","SLSLT105","SLSLT135","SLSLT165","SLSLT195","SLSLT225","SLSLT255","SLSLT285","SLCLY015","SLCLY045","SLCLY075","SLCLY105","SLCLY135","SLCLY165","SLCLY195","SLCLY225","SLCLY255","SLCLY285","SLWP1015","SLWP1045","SLWP1075","SLWP1105","SLWP1135","SLWP1165","SLWP2015","SLWP2045","SLWP2075","SLWP2105","SLWP2135","SLWP2165","SLFC1015","SLFC1045","SLFC1075","SLFC1105","SLFC1135","SLFC1165"
"4206",409080,3659307,67.0484858419531,65.4711477942756,63.1901501629336,60.2907247804625,61.7695183213302,65.5455915857815,70.3813476645789,73.2760992557262,72.381812722366,65.9688798014233,13.8910785879369,13.4165687705195,16.2681397858394,16.7347964363157,17.237314501742,13.7084313212551,10.7083637477306,9.53888384922588,11.2409986487172,15.1023359000952,19.5346312940023,18.5219994345805,21.3133947174782,22.9666568865367,21.9826024344744,21.0408808350442,18.2096050766522,17.1521264505204,16.327124804559,14.6633754947048,0.0690558856837768,0.0711405120238293,0.0757043028957363,0.0788260344504422,0.0784319239866388,0.070065451029252,0.0777776457406809,0.0752933082121252,0.0764529422742611,0.0913435003174771,0.0919867958862088,0.0824655970898995,0.133059239934872,0.131054452735189,0.13380446611959,0.154103047126409,0.155470228160845,0.142752061015277
"4207",409081,3659307,67.1173279411053,65.4314563406848,63.089992896484,60.0294203321222,61.60851289311,65.5869936157567,70.4215811569368,73.1946764083864,71.9095084776512,65.6455178970917,13.9057157228198,13.4428303844036,16.3305979164514,16.8723404517978,17.3241489273315,13.6264809520319,10.6943310789448,9.56752495779773,11.4326423652152,15.1854968942277,19.4933999436487,18.2402048627226,21.347008228904,23.111416672033,22.0158898429072,21.0296729068752,18.1874826806156,17.2583549421448,16.5404167531139,14.839443513311,0.0690680248451834,0.0711999070669467,0.0758750676742138,0.0790379777410289,0.0787698374961307,0.0700947968556797,0.0778275280597193,0.0754678528040914,0.0768851368836554,0.0915547941987651,0.0924679860569899,0.082449112249982,0.133330054129539,0.131353504878468,0.1345866119834,0.154780744244949,0.156314637830452,0.143053800470583
"4208",409082,3659307,66.9690800109551,65.2744128264412,62.8196497806654,59.6061089608047,61.488810668146,65.6415309270798,70.3484706515198,72.9996714646075,71.2036543016419,65.4908904803017,13.9269712469783,13.54465314189,16.3940481036294,17.0050888237761,17.2136129798688,13.4618609689427,10.7072749667598,9.59760007781359,11.6522400827126,15.0668312227777,19.5718273181822,18.764966981243,21.4311930003383,23.3803083307975,22.0943718923059,21.0220458585637,18.1982538076718,17.4825812228479,17.0081126251916,15.554497242562,0.0691049096696212,0.0715064717218438,0.0761848389789854,0.0794499547578868,0.0791236854107136,0.0701813707901481,0.0779347435774329,0.0760284884000907,0.0774961221807325,0.09184051471626,0.0930841457069332,0.082443432515087,0.133554019139497,0.131922564621902,0.135311591314975,0.15563966543318,0.157258787892245,0.142815600261614
"4209",409083,3659307,66.8021813662922,65.1031722887744,62.5415875239298,59.1615311963555,61.3736959020605,65.7006493997041,70.2718665957282,72.7888163762455,70.450474565702,65.3587077438379,13.9363036140312,13.6514047345596,16.4571727125905,17.1264179538779,17.0797053180294,13.2734375302295,10.7194637783843,9.62888365169764,11.8789517524212,14.9265641519299,19.6690536877335,19.328857579333,21.5239222080097,23.6718923680315,22.1793533384801,21.013474671844,18.2112956249231,17.7269651202247,17.5245157172466,16.3779369726814,0.0691438601261188,0.071843326981785,0.0765128310064376,0.0798866808313311,0.0794658452922533,0.0702701009400908,0.0780490642851454,0.0766317962012433,0.07812496361351,0.0921382583351428,0.0937079037103297,0.0824371995356364,0.133778093952367,0.132523813057216,0.136054060868841,0.156537132453675,0.158219023310779,0.142531334628675
"4210",409084,3659307,66.6348137047444,64.9291230535322,62.2670634710809,58.7044565209757,61.2562346441546,65.7622528365713,70.2146804195498,72.5822257170775,69.6919274407501,65.2153162701693,13.9424421895447,13.7583756966537,16.5215860367902,17.2492626381584,16.9452193938608,13.078005947771,10.7249763175992,9.66146585687132,12.108047809376,14.8017764143834,19.7694571985975,19.8409095615649,21.6203055350694,23.9738419444406,22.2661375834214,21.00211343501,18.219918184604,17.9697658839585,18.0431321904836,17.2144771949517,0.0691838042909843,0.072192233451978,0.0768515785730138,0.0803345284176163,0.0797980565616675,0.0703557268658885,0.0781665381844732,0.0772480787265879,0.078769324635605,0.0924442542307582,0.0943333136334126,0.0824269163644529,0.1340080613212,0.133136854822695,0.136836413169533,0.157465182861027,0.159188769889936,0.142245469029219
"4211",409085,3659307,66.4678851782288,64.7533504971547,61.9960558154657,58.2352832533943,61.135548477288,65.8259111102907,70.1789940103259,72.3811366449261,68.9345725376106,65.0544687815374,13.9473883319836,13.8654873375933,16.58736975935,17.3761965023919,16.8121819959084,12.8782632018022,10.7232319283192,9.69550219025859,12.3387471046057,14.6952006368882,19.8711818775699,20.3036024314606,21.7196675488032,24.2846111424328,22.3542126281576,20.9878008988531,18.2233307686954,18.2078965728724,18.5565394215898,18.0510239924548,0.0692246598545995,0.0725520549398104,0.0772001559270166,0.080792295256371,0.080120139059119,0.070438068980669,0.078286793619791,0.0778756416012446,0.0794265252113619,0.0927578116695561,0.0949598753080906,0.0824127511745304,0.134243961220603,0.13376018217561,0.137655828178168,0.158422160434341,0.160166577916484,0.141961212115084
"4212",409086,3659307,66.3014623318652,64.5761160892969,61.7277465758364,57.7538914400404,61.0113072843981,65.8914473082346,70.1644776989097,72.1843557337387,68.1802439611371,64.8734486525614,13.9517379889215,13.9728311530444,16.6544338186934,17.5084337494453,16.6808888004937,12.67482549086,10.7143640105916,9.73114583648187,12.5707874266338,14.6054487197042,19.9737337970934,20.726342492522,21.8216911298886,24.603641497389,22.4434091469988,20.9705819668085,18.2215646189065,18.4407560474159,19.0625464674196,18.8854493550666,0.0692664321244464,0.0729226005705814,0.0775580599034198,0.0812594887571847,0.0804319751379916,0.0705172142865295,0.0784096627469241,0.0785143143308072,0.0800942722720896,0.0930784316510529,0.0955875292955255,0.0823949558245355,0.134485554683077,0.134393287527929,0.138508346200262,0.159406705556594,0.16115120268574,0.14167948378326
"4213",409087,3659307,66.1354602873754,64.3975208827112,61.461247502254,57.2601838955677,60.8833365865389,65.958734524816,70.1705534603893,71.9901996576376,67.4297626132577,64.6702492489253,13.9557542568023,14.0805168828286,16.722645580905,17.6468224489357,16.5512933697872,12.4678481213738,10.6986675151204,9.76854505393369,12.804005716586,14.5305412468568,20.0769159750348,21.119157338988,21.9261154423598,24.9305236677138,22.5336115177978,20.9505567968958,18.2148652454586,18.6682887554825,19.5601152075727,19.7180040422194,0.0693091392505486,0.073303806652755,0.0779247898523333,0.0817356900415229,0.0807334658313371,0.07059330249555,0.0785350001574197,0.0791641424545264,0.0807702232540054,0.0934055969262227,0.0962162563824064,0.0823737882289163,0.134732529757429,0.135035769385081,0.139389406646203,0.160417306100211,0.162141314857288,0.141400772108386
"4214",409088,3659307,65.9697550115455,64.2176410238427,61.1957920985203,56.7542792093459,60.7515523852767,66.0276517970792,70.1967943957054,71.796877845434,66.6837994870945,64.4430698755907,13.9596051931222,14.1886402119577,16.7918500974724,17.7919884370341,16.4232888628132,12.2573677617171,10.6764932889389,9.80785339849302,13.0382327035855,14.4685807090093,20.1806143532744,21.491653861614,22.03266807735,25.2647916216759,22.6246963749839,20.9278505809884,18.2035696972651,18.8905591903868,20.0484373202028,20.5493562568131,0.0693527974589194,0.0736955727298536,0.0782997444245593,0.0822204287794325,0.0810245199061681,0.0706664925998364,0.0786626517509236,0.0798251328882943,0.0814518579577104,0.0937387246113213,0.0968460190418459,0.082349508933766,0.134984544611773,0.135687161745817,0.140293897602128,0.161452227696156,0.163135423381355,0.141125453111029
"4215",409089,3659307,65.8042208916234,64.0365893842869,60.930934519129,56.236782385172,60.6159813288173,66.0980640373077,70.2429376254268,71.60259390721,65.9433499795298,64.1903782387724,13.9634517069451,14.2972554361031,16.8618629463657,17.9442384268891,16.2968334549913,12.0434258952582,10.6482505041307,9.84925809583413,13.2732214317696,14.4179153623607,20.2847210302071,21.852731281366,22.1410208106643,25.6057643724595,22.7164956067794,20.9026090008099,18.1880848467871,19.1075598786606,20.5264685160467,21.3795473038575,0.0693974187865125,0.0740976675007564,0.078682129176792,0.0827131123584718,0.0813050570270141,0.0707369610250512,0.0787924501488861,0.0804971264430624,0.0821363779907811,0.0940771316775752,0.0974767833095507,0.082322393595218,0.135241267830815,0.136346850895384,0.141216124949672,0.162509509430903,0.164131760053893,0.140853901478273
"4216",409090,3659307,65.6387713205998,63.8546038138109,60.6670563887323,55.7095054264218,60.4769016628518,66.1697882920539,70.3085754511198,71.4055873876786,65.2105308294863,63.9115732051003,13.9675317005407,14.4063170018308,16.9324286682049,18.1031194337193,16.1721301865109,11.8261997141533,10.6145218900651,9.89306388065961,13.508509772579,14.3771949173704,20.3890588168902,22.2100988767515,22.2506992446908,25.9522018279141,22.8087202464904,20.8750148011233,18.1689302264944,19.3189365018274,20.9921934503799,22.2062357266884,0.0694430168977351,0.0745095547244679,0.0790707219067493,0.0832128800749922,0.0815750125073726,0.0708049268553336,0.0789242258938688,0.0811796002873267,0.0828204529367669,0.0944199504403725,0.0981086160916994,0.0822927876351297,0.135502474614475,0.1370139403774,0.142149603845116,0.163586961189763,0.165127910487742,0.140586621080466
"4217",409091,3659307,65.4734800059591,63.6723333669925,60.4072221341434,55.1781033848713,60.3354158523327,66.2424692373716,70.3918108545115,71.204211763427,64.4912288402272,63.6097077370532,13.9724013302814,14.5154758164841,17.0030547036673,18.2657128025329,16.0502225050522,11.6064142418468,10.5765631877648,9.94000429894653,13.7429536581317,14.345471450441,20.4931631213376,22.5681704340877,22.3607652894023,26.3010816821174,22.9006851224659,20.8453750590799,18.1469574937464,19.5230913763973,21.4402006357749,23.0187950030981,0.0694896369030236,0.0749297656440275,0.079462952767907,0.0837180383267572,0.0818343266080915,0.0708707769110109,0.0790578626886124,0.0818710029322048,0.0834992186692603,0.0947657864220054,0.0987420444222774,0.0822613573802566,0.135768405144732,0.137686776708503,0.143086112949408,0.164682082685928,0.166119269932818,0.140324697302216
