Year,SOIL_DATE,Core,Depth,SLSND,SLSLT,SLCLY,SLTX,SLWP1,SLWP2,SLFC1,UTMX,UTMY
2014,5/1/2014,2014-p11-4,165,77.12,9.44,13.44,Sandy Loam,0.045955184,0.048660883,0.093323497,408673.4257,3660472.38
2014,5/1/2014,2014-p11-5,15,54.4,19.44,26.16,Sandy Clay Loam,0.105195363,0.093519278,0.168835999,408673.0086,3660443.177
2014,5/1/2014,2014-p11-5,45,60.4,15.44,24.16,Sandy Clay Loam,0.109838846,0.105876639,0.157702826,408673.0086,3660443.177
2014,5/1/2014,2014-p11-5,75,66.4,17.44,16.16,Sandy Loam,0.098498233,0.112140871,0.198757764,408673.0086,3660443.177
2014,5/1/2014,2014-p11-5,105,52.4,17.44,30.16,Sandy Clay Loam,0.097560976,0.094101756,0.180685358,408673.0086,3660443.177
2014,5/1/2014,2014-p11-5,135,60.4,9.44,30.16,Sandy Clay Loam,0.099818512,0.111457869,0.193981481,408673.0086,3660443.177
2014,5/1/2014,2014-p11-5,165,66.4,17.44,16.16,Sandy Loam,0.075732218,0.085124315,0.178371392,408673.0086,3660443.177
2014,5/1/2014,2014-p11-6,15,64.4,13.44,22.16,Sandy Clay Loam,0.086994345,0.094839609,0.156620788,408672.5914,3660413.973
2014,5/1/2014,2014-p11-6,45,64.4,11.44,24.16,Sandy Clay Loam,0.084398977,0.093237295,0.151658768,408672.5914,3660413.973
2014,5/1/2014,2014-p11-6,75,67.12,16.72,16.16,Sandy Loam,0.078297225,0.097488293,0.196062346,408672.5914,3660413.973
2014,5/1/2014,2014-p11-6,105,65.12,12.72,22.16,Sandy Clay Loam,0.068732618,0.07252216,0.122338205,408672.5914,3660413.973
2014,5/1/2014,2014-p11-6,135,63.12,24.72,12.16,Sandy Loam,0.05856316,0.072378139,0.132311978,408672.5914,3660413.973
2014,5/1/2014,2014-p11-6,165,77.12,4.72,18.16,Sandy Loam,0.080198429,0.08678184,0.142005218,408672.5914,3660413.973
2014,5/1/2014,2014-s6-01,15,47.12,22.72,30.16,Sandy Clay Loam,,,,408748.9094,3660556.726
2014,5/1/2014,2014-s6-01,45,51.12,22.72,26.16,Sandy Clay Loam,,,,408748.9094,3660556.726
2014,5/1/2014,2014-s6-01,75,49.12,18.72,32.16,Sandy Clay Loam,,,,408748.9094,3660556.726
2014,5/1/2014,2014-s6-01,105,51.12,18.72,30.16,Sandy Clay Loam,,,,408748.9094,3660556.726
2014,5/1/2014,2014-s6-01,135,55.12,21.44,23.44,Sandy Clay Loam,,,,408748.9094,3660556.726
2014,5/1/2014,2014-s6-01,165,61.12,11.44,27.44,Sandy Clay Loam,,,,408748.9094,3660556.726
2014,5/1/2014,2014-s6-02,15,47.12,23.44,29.44,Sandy Clay Loam,,,,408748.6594,3660538.44
2014,5/1/2014,2014-s6-02,45,49.12,19.44,31.44,Sandy Clay Loam,,,,408748.6594,3660538.44
2014,5/1/2014,2014-s6-02,75,51.12,21.44,27.44,Sandy Clay Loam,,,,408748.6594,3660538.44
2014,5/1/2014,2014-s6-02,105,49.12,19.44,31.44,Sandy Clay Loam,,,,408748.6594,3660538.44
2014,5/1/2014,2014-s6-02,135,49.12,23.44,27.44,Sandy Clay Loam,,,,408748.6594,3660538.44
2014,5/1/2014,2014-s6-02,165,43.12,21.44,35.44,Clay Loam,,,,408748.6594,3660538.44
2014,5/1/2014,2014-s6-03,15,49.84,24,26.16,Sandy Clay Loam,,,,408748.3339,3660515.579
2014,5/1/2014,2014-s6-03,45,47.84,22,30.16,Sandy Clay Loam,,,,408748.3339,3660515.579
2014,5/1/2014,2014-s6-03,75,49.84,22,28.16,Sandy Clay Loam,,,,408748.3339,3660515.579
2014,5/1/2014,2014-s6-03,105,49.84,18,32.16,Sandy Clay Loam,,,,408748.3339,3660515.579
2014,5/1/2014,2014-s6-03,135,49.84,24,26.16,Sandy Clay Loam,,,,408748.3339,3660515.579
2014,5/1/2014,2014-s6-03,165,51.84,18,30.16,Sandy Clay Loam,,,,408748.3339,3660515.579
2014,5/1/2014,2014-s6-04,15,47.84,24,28.16,Sandy Clay Loam,,,,408747.988,3660497.294
2014,5/1/2014,2014-s6-04,45,49.84,20,30.16,Sandy Clay Loam,,,,408747.988,3660497.294
2014,5/1/2014,2014-s6-04,75,49.84,24,26.16,Sandy Clay Loam,,,,408747.988,3660497.294
2014,5/1/2014,2014-s6-04,105,47.84,22,30.16,Sandy Clay Loam,,,,408747.988,3660497.294
2014,5/1/2014,2014-s6-04,135,49.84,22,28.16,Sandy Clay Loam,,,,408747.988,3660497.294
2014,5/1/2014,2014-s6-04,165,47.84,20,32.16,Sandy Clay Loam,,,,408747.988,3660497.294
2014,5/1/2014,2014-s6-05,15,48.56,24.72,26.72,Sandy Clay Loam,,,,408747.6529,3660474.433
2014,5/1/2014,2014-s6-05,45,50.56,22.72,26.72,Sandy Clay Loam,,,,408747.6529,3660474.433
2014,5/1/2014,2014-s6-05,75,56.56,22.72,20.72,Sandy Clay Loam,,,,408747.6529,3660474.433
2014,5/1/2014,2014-s6-05,105,60.56,20.72,18.72,Sandy Loam,,,,408747.6529,3660474.433
2014,5/1/2014,2014-s6-05,135,61.84,24.72,13.44,Sandy Loam,,,,408747.6529,3660474.433
2014,5/1/2014,2014-s6-05,165,63.84,18.72,17.44,Sandy Loam,,,,408747.6529,3660474.433
2014,5/1/2014,2014-s6-06,15,47.84,24.72,27.44,Sandy Clay Loam,,,,408747.368,3660456.148
2014,5/1/2014,2014-s6-06,45,49.84,20.72,29.44,Sandy Clay Loam,,,,408747.368,3660456.148
2014,5/1/2014,2014-s6-06,75,51.12,25.44,23.44,Sandy Clay Loam,,,,408747.368,3660456.148
2014,5/1/2014,2014-s6-06,105,57.12,17.44,25.44,Sandy Clay Loam,,,,408747.368,3660456.148
2014,5/1/2014,2014-s6-06,135,49.12,21.44,29.44,Sandy Clay Loam,,,,408747.368,3660456.148
2014,5/1/2014,2014-s6-06,165,43.12,21.44,35.44,Clay Loam,,,,408747.368,3660456.148
2014,5/1/2014,2014-s6-07,15,49.84,22.72,27.44,Sandy Clay Loam ,,,,408747.0199,3660433.287
2014,5/1/2014,2014-s6-07,45,57.84,22.72,19.44,Sandy Loam,,,,408747.0199,3660433.287
2014,5/1/2014,2014-s6-07,75,55.84,30.72,13.44,Sandy Loam,,,,408747.0199,3660433.287
2014,5/1/2014,2014-s6-07,105,65.84,14.72,19.44,Sandy Loam,,,,408747.0199,3660433.287
2014,5/1/2014,2014-s6-07,135,63.84,20.72,15.44,Sandy Loam,,,,408747.0199,3660433.287
2014,5/1/2014,2014-s6-07,165,49.84,22.72,27.44,Sandy Clay Loam ,,,,408747.0199,3660433.287
2014,5/1/2014,2014-s6-08,15,51.84,20.72,27.44,Sandy Clay Loam,,,,408746.787,3660415.001
2014,5/1/2014,2014-s6-08,45,51.84,18.72,29.44,Sandy Clay Loam,,,,408746.787,3660415.001
2014,5/1/2014,2014-s6-08,75,51.84,24.72,23.44,Sandy Clay Loam,,,,408746.787,3660415.001
2014,5/1/2014,2014-s6-08,105,49.84,20.72,29.44,Sandy Clay Loam,,,,408746.787,3660415.001
2014,5/1/2014,2014-s6-08,135,49.84,24.72,25.44,Sandy Clay Loam,,,,408746.787,3660415.001
2014,5/1/2014,2014-s6-08,165,49.84,20.72,29.44,Sandy Clay Loam,,,,408746.787,3660415.001
2014,5/1/2014,2014-s6-09,15,50.56,22,27.44,Sandy Clay Loam,,,,408740.7037,3660415.093
2014,5/1/2014,2014-s6-09,45,58.56,18,23.44,Sandy Clay Loam,,,,408740.7037,3660415.093
2014,5/1/2014,2014-s6-09,75,52.56,22,25.44,Sandy Clay Loam,,,,408740.7037,3660415.093
2014,5/1/2014,2014-s6-09,105,52.56,18,29.44,Sandy Clay Loam,,,,408740.7037,3660415.093
2014,5/1/2014,2014-s6-09,135,43.84,26.72,29.44,Clay Loam,,,,408740.7037,3660415.093
2014,5/1/2014,2014-s6-09,165,53.84,24.72,21.44,Sandy Clay Loam,,,,408740.7037,3660415.093
2014,5/1/2014,2014-s6-10,15,49.84,22.72,27.44,Sandy Clay Loam,,,,408740.9658,3660433.379
2014,5/1/2014,2014-s6-10,45,57.84,18.72,23.44,Sandy Clay Loam,,,,408740.9658,3660433.379
2014,5/1/2014,2014-s6-10,75,67.84,20.72,11.44,Sandy Loam,,,,408740.9658,3660433.379
2014,5/1/2014,2014-s6-10,105,59.84,24.72,15.44,Sandy Loam,,,,408740.9658,3660433.379
2014,5/1/2014,2014-s6-10,135,67.84,18.72,13.44,Sandy Loam,,,,408740.9658,3660433.379
2014,5/1/2014,2014-s6-10,165,67.84,16.72,15.44,Sandy Loam,,,,408740.9658,3660433.379
2014,5/1/2014,2014-s6-11,15,48.56,26,25.44,Sandy Clay Loam,,,,408741.3104,3660456.24
2014,5/1/2014,2014-s6-11,45,50.56,20,29.44,Sandy Clay Loam,,,,408741.3104,3660456.24
2014,5/1/2014,2014-s6-11,75,52.56,24,23.44,Sandy Clay Loam,,,,408741.3104,3660456.24
2014,5/1/2014,2014-s6-11,105,38.56,22,39.44,Clay Loam,,,,408741.3104,3660456.24
2014,5/1/2014,2014-s6-11,135,53.84,24,22.16,Sandy Clay Loam,,,,408741.3104,3660456.24
2014,5/1/2014,2014-s6-11,165,51.84,24,24.16,Sandy Clay Loam,,,,408741.3104,3660456.24
2014,5/1/2014,2014-s6-12,15,47.84,22,30.16,Sandy Clay Loam,,,,408741.5831,3660474.526
2014,5/1/2014,2014-s6-12,45,49.84,18,32.16,Sandy Clay Loam,,,,408741.5831,3660474.526
2014,5/1/2014,2014-s6-12,75,53.12,22.72,24.16,Sandy Clay Loam,,,,408741.5831,3660474.526
2014,5/1/2014,2014-s6-12,105,47.12,18.72,34.16,Sandy Clay Loam,,,,408741.5831,3660474.526
2014,5/1/2014,2014-s6-12,135,41.12,26.72,32.16,Clay Loam,,,,408741.5831,3660474.526
2014,5/1/2014,2014-s6-12,165,45.12,20.72,34.16,Sandy Clay Loam,,,,408741.5831,3660474.526
2014,5/1/2014,2014-s6-13,15,49.12,23.44,27.44,Sandy Clay Loam,,,,408741.9215,3660497.387
2014,5/1/2014,2014-s6-13,45,47.12,21.44,31.44,Sandy Clay Loam,,,,408741.9215,3660497.387
2014,5/1/2014,2014-s6-13,75,47.12,23.44,29.44,Sandy Clay Loam,,,,408741.9215,3660497.387
2014,5/1/2014,2014-s6-13,105,47.12,19.44,33.44,Sandy Clay Loam,,,,408741.9215,3660497.387
2014,5/1/2014,2014-s6-13,135,49.12,27.44,23.44,Sandy Clay Loam,,,,408741.9215,3660497.387
2014,5/1/2014,2014-s6-13,165,49.12,19.44,31.44,Sandy Clay Loam,,,,408741.9215,3660497.387
2014,5/1/2014,2014-s6-14,15,49.12,21.44,29.44,Sandy Clay Loam,,,,408742.2044,3660515.672
2014,5/1/2014,2014-s6-14,45,55.12,17.44,27.44,Sandy Clay Loam,,,,408742.2044,3660515.672
2014,5/1/2014,2014-s6-14,75,61.12,21.44,17.44,Sandy Loam,,,,408742.2044,3660515.672
2014,5/1/2014,2014-s6-14,105,57.12,17.44,25.44,Sandy Clay Loam,,,,408742.2044,3660515.672
2014,5/1/2014,2014-s6-14,135,55.12,19.44,25.44,Sandy Clay Loam,,,,408742.2044,3660515.672
2014,5/1/2014,2014-s6-14,165,51.12,17.44,31.44,Sandy Clay Loam,,,,408742.2044,3660515.672
2014,5/1/2014,2014-s6-15,15,50.56,20,29.44,Sandy Clay Loam ,,,,408742.5768,3660538.533
2014,5/1/2014,2014-s6-15,45,50.56,20,29.44,Sandy Clay Loam ,,,,408742.5768,3660538.533
2014,5/1/2014,2014-s6-15,75,48.56,22,29.44,Sandy Clay Loam ,,,,408742.5768,3660538.533
2014,5/1/2014,2014-s6-15,105,38.56,22,39.44,Clay Loam,,,,408742.5768,3660538.533
2014,5/1/2014,2014-s6-15,135,43.12,33.44,23.44,Loam,,,,408742.5768,3660538.533
2014,5/1/2014,2014-s6-15,165,41.12,25.44,33.44,Clay Loam,,,,408742.5768,3660538.533
2014,5/1/2014,2014-s6-16,15,49.12,21.44,29.44,Sandy Clay Loam,,,,408742.8471,3660556.819
2014,5/1/2014,2014-s6-16,45,51.12,17.44,31.44,Sandy Clay Loam,,,,408742.8471,3660556.819
2014,5/1/2014,2014-s6-16,75,51.12,21.44,27.44,Sandy Clay Loam,,,,408742.8471,3660556.819
2014,5/1/2014,2014-s6-16,105,51.12,21.44,27.44,Sandy Clay Loam,,,,408742.8471,3660556.819
2014,5/1/2014,2014-s6-16,135,51.12,27.44,21.44,Sandy Clay Loam,,,,408742.8471,3660556.819
2014,5/1/2014,2014-s6-16,165,49.12,21.44,29.44,Sandy Clay Loam,,,,408742.8471,3660556.819
2014,5/1/2014,2014-s6-17,15,47.84,24,28.16,Sandy Clay Loam,,,,408734.6902,3660556.943
2014,5/1/2014,2014-s6-17,45,49.84,20,30.16,Sandy Clay Loam,,,,408734.6902,3660556.943
2014,5/1/2014,2014-s6-17,75,49.84,22,28.16,Sandy Clay Loam,,,,408734.6902,3660556.943
2014,5/1/2014,2014-s6-17,105,45.84,18,36.16,Sandy Clay  ,,,,408734.6902,3660556.943
2014,5/1/2014,2014-s6-17,135,45.12,26.72,28.16,Sandy Clay Loam,,,,408734.6902,3660556.943
2014,5/1/2014,2014-s6-17,165,47.12,22.72,30.16,Sandy Clay Loam,,,,408734.6902,3660556.943
2014,5/1/2014,2014-s6-18,15,49.12,20.72,30.16,Sandy Clay Loam,,,,408734.4476,3660538.656
2014,5/1/2014,2014-s6-18,45,49.12,20.72,30.16,Sandy Clay Loam,,,,408734.4476,3660538.656
2014,5/1/2014,2014-s6-18,75,51.12,22.72,26.16,Sandy Clay Loam,,,,408734.4476,3660538.656
2014,5/1/2014,2014-s6-18,105,39.12,24.72,36.16,Clay Loam,,,,408734.4476,3660538.656
2014,5/1/2014,2014-s6-18,135,37.12,28.72,34.16,Clay Loam,,,,408734.4476,3660538.656
2014,5/1/2014,2014-s6-18,165,41.12,20.72,38.16,Clay Loam,,,,408734.4476,3660538.656
2014,5/1/2014,2014-s6-19,15,49.12,22,28.88,Sandy Clay Loam,,,,408734.162,3660515.795
2014,5/1/2014,2014-s6-19,45,51.12,22,26.88,Sandy Clay Loam,,,,408734.162,3660515.795
2014,5/1/2014,2014-s6-19,75,55.12,22,22.88,Sandy Clay Loam,,,,408734.162,3660515.795
2014,5/1/2014,2014-s6-19,105,57.12,18,24.88,Sandy Clay Loam,,,,408734.162,3660515.795
2014,5/1/2014,2014-s6-19,135,51.12,22,26.88,Sandy Clay Loam,,,,408734.162,3660515.795
2014,5/1/2014,2014-s6-19,165,49.12,20,30.88,Sandy Clay Loam,,,,408734.162,3660515.795
2014,5/1/2014,2014-s6-20,15,49.12,20,30.88,Sandy Clay Loam,,,,408733.8144,3660497.51
2014,5/1/2014,2014-s6-20,45,47.12,20,32.88,Sandy Clay Loam,,,,408733.8144,3660497.51
2014,5/1/2014,2014-s6-20,75,52.4,24.72,22.88,Sandy Clay Loam,,,,408733.8144,3660497.51
2014,5/1/2014,2014-s6-20,105,42.4,22.72,34.88,Clay Loam,,,,408733.8144,3660497.51
2014,5/1/2014,2014-s6-20,135,48.4,22.72,28.88,Sandy Clay Loam,,,,408733.8144,3660497.51
2014,5/1/2014,2014-s6-20,165,46.4,20.72,32.88,Sandy Clay Loam,,,,408733.8144,3660497.51
2014,5/1/2014,2014-s6-21,15,49.12,22.72,28.16,Sandy Clay Loam,,,,408733.4435,3660474.65
2014,5/1/2014,2014-s6-21,45,49.12,20.72,30.16,Sandy Clay Loam,,,,408733.4435,3660474.65
2014,5/1/2014,2014-s6-21,75,53.12,24.72,22.16,Sandy Clay Loam,,,,408733.4435,3660474.65
2014,5/1/2014,2014-s6-21,105,49.12,18.72,32.16,Sandy Clay Loam,,,,408733.4435,3660474.65
2014,5/1/2014,2014-s6-21,135,49.12,24.72,26.16,Sandy Clay Loam,,,,408733.4435,3660474.65
2014,5/1/2014,2014-s6-21,165,49.12,22.72,28.16,Sandy Clay Loam,,,,408733.4435,3660474.65
2014,5/1/2014,2014-s6-22,15,51.12,20.72,28.16,Sandy Clay Loam,,,,408733.1599,3660456.364
2014,5/1/2014,2014-s6-22,45,47.12,18.72,34.16,Sandy Clay Loam,,,,408733.1599,3660456.364
2014,5/1/2014,2014-s6-22,75,49.12,24.72,26.16,Sandy Clay Loam,,,,408733.1599,3660456.364
2014,5/1/2014,2014-s6-22,105,49.12,20.72,30.16,Sandy Clay Loam,,,,408733.1599,3660456.364
2014,5/1/2014,2014-s6-22,135,43.12,24.72,32.16,Clay Loam,,,,408733.1599,3660456.364
2014,5/1/2014,2014-s6-22,165,45.12,20.72,34.16,Sandy Clay Loam,,,,408733.1599,3660456.364
2014,5/1/2014,2014-s6-23,15,51.12,26.72,22.16,Sandy Clay Loam ,,,,408732.8425,3660433.503
2014,5/1/2014,2014-s6-23,45,53.12,20.72,26.16,Sandy Clay Loam ,,,,408732.8425,3660433.503
2014,5/1/2014,2014-s6-23,75,61.12,22.72,16.16,Sandy Loam,,,,408732.8425,3660433.503
2014,5/1/2014,2014-s6-23,105,51.12,20.72,28.16,Sandy Clay Loam ,,,,408732.8425,3660433.503
2014,5/1/2014,2014-s6-23,135,55.12,22.72,22.16,Sandy Clay Loam ,,,,408732.8425,3660433.503
2014,5/1/2014,2014-s6-23,165,53.12,20.72,26.16,Sandy Clay Loam ,,,,408732.8425,3660433.503
2014,5/1/2014,2014-s6-24,15,49.12,20.72,30.16,Sandy Clay Loam,,,,408732.5725,3660415.217
2014,5/1/2014,2014-s6-24,45,49.12,20.72,30.16,Sandy Clay Loam,,,,408732.5725,3660415.217
2014,5/1/2014,2014-s6-24,75,43.12,24.72,32.16,Clay Loam,,,,408732.5725,3660415.217
2014,5/1/2014,2014-s6-24,105,43.12,22.72,34.16,Clay Loam,,,,408732.5725,3660415.217
2014,5/1/2014,2014-s6-24,135,51.12,22.72,26.16,Sandy Clay Loam,,,,408732.5725,3660415.217
2014,5/1/2014,2014-s6-24,165,49.12,22.72,28.16,Sandy Clay Loam,,,,408732.5725,3660415.217
2014,5/1/2014,2014-s6-25,15,51.12,22.72,26.16,Sandy Clay Loam,,,,408726.5051,3660415.309
2014,5/1/2014,2014-s6-25,45,51.12,20.72,28.16,Sandy Clay Loam,,,,408726.5051,3660415.309
2014,5/1/2014,2014-s6-25,75,47.12,24.72,28.16,Sandy Clay Loam,,,,408726.5051,3660415.309
2014,5/1/2014,2014-s6-25,105,37.12,22.72,40.16,Clay,,,,408726.5051,3660415.309
2014,5/1/2014,2014-s6-25,135,49.12,24.72,26.16,Sandy Clay Loam,,,,408726.5051,3660415.309
2014,5/1/2014,2014-s6-25,165,37.12,20.72,42.16,Clay,,,,408726.5051,3660415.309
2014,5/1/2014,2014-s6-26,15,49.12,24.72,26.16,Sandy Clay Loam,,,,408726.7514,3660433.595
2014,5/1/2014,2014-s6-26,45,51.12,20.72,28.16,Sandy Clay Loam,,,,408726.7514,3660433.595
2014,5/1/2014,2014-s6-26,75,51.12,24.72,24.16,Sandy Clay Loam,,,,408726.7514,3660433.595
2014,5/1/2014,2014-s6-26,105,45.12,22.72,32.16,Sandy Clay Loam,,,,408726.7514,3660433.595
2014,5/1/2014,2014-s6-26,135,49.12,24.72,26.16,Sandy Clay Loam,,,,408726.7514,3660433.595
2014,5/1/2014,2014-s6-26,165,47.12,20.72,32.16,Sandy Clay Loam,,,,408726.7514,3660433.595
2014,5/1/2014,2014-s6-27,15,49.12,24,26.88,Sandy Clay Loam,,,,408727.0596,3660456.457
2014,5/1/2014,2014-s6-27,45,49.12,22,28.88,Sandy Clay Loam,,,,408727.0596,3660456.457
2014,5/1/2014,2014-s6-27,75,53.12,20,26.88,Sandy Clay Loam,,,,408727.0596,3660456.457
2014,5/1/2014,2014-s6-27,105,51.12,16,32.88,Sandy Clay Loam,,,,408727.0596,3660456.457
2014,5/1/2014,2014-s6-27,135,49.12,24,26.88,Sandy Clay Loam,,,,408727.0596,3660456.457
2014,5/1/2014,2014-s6-27,165,47.12,22,30.88,Sandy Clay Loam,,,,408727.0596,3660456.457
2014,5/1/2014,2014-s6-28,15,49.12,20,30.88,Sandy Clay Loam ,,,,408727.3763,3660474.742
2014,5/1/2014,2014-s6-28,45,47.12,18,34.88,Sandy Clay Loam ,,,,408727.3763,3660474.742
2014,5/1/2014,2014-s6-28,75,51.12,22,26.88,Sandy Clay Loam ,,,,408727.3763,3660474.742
2014,5/1/2014,2014-s6-28,105,47.12,20,32.88,Sandy Clay Loam ,,,,408727.3763,3660474.742
2014,5/1/2014,2014-s6-28,135,51.12,20,28.88,Sandy Clay Loam ,,,,408727.3763,3660474.742
2014,5/1/2014,2014-s6-28,165,49.12,18,32.88,Sandy Clay Loam ,,,,408727.3763,3660474.742
2014,5/1/2014,2014-s6-29,15,47.12,22.72,30.16,Sandy Clay Loam,,,,408727.7409,3660497.602
2014,5/1/2014,2014-s6-29,45,49.12,20.72,30.16,Sandy Clay Loam,,,,408727.7409,3660497.602
2014,5/1/2014,2014-s6-29,75,51.12,22.72,26.16,Sandy Clay Loam,,,,408727.7409,3660497.602
2014,5/1/2014,2014-s6-29,105,51.12,16.72,32.16,Sandy Clay Loam,,,,408727.7409,3660497.602
2014,5/1/2014,2014-s6-29,135,47.12,26.72,26.16,Sandy Clay Loam,,,,408727.7409,3660497.602
2014,5/1/2014,2014-s6-29,165,41.12,30.72,28.16,Clay Loam,,,,408727.7409,3660497.602
2014,5/1/2014,2014-s6-30,15,49.12,20.72,30.16,Sandy Clay Loam,,,,408727.9892,3660515.889
2014,5/1/2014,2014-s6-30,45,51.12,18.72,30.16,Sandy Clay Loam,,,,408727.9892,3660515.889
2014,5/1/2014,2014-s6-30,75,49.12,22.72,28.16,Sandy Clay Loam,,,,408727.9892,3660515.889
2014,5/1/2014,2014-s6-30,105,51.12,16.72,32.16,Sandy Clay Loam,,,,408727.9892,3660515.889
2014,5/1/2014,2014-s6-30,135,49.12,18.72,32.16,Sandy Clay Loam,,,,408727.9892,3660515.889
2014,5/1/2014,2014-s6-30,165,45.12,20.72,34.16,Sandy Clay Loam,,,,408727.9892,3660515.889
2014,5/1/2014,2014-s6-31,15,47.84,26,26.16,Sandy Clay Loam,,,,408728.3479,3660538.749
2014,5/1/2014,2014-s6-31,45,47.84,20,32.16,Sandy Clay Loam,,,,408728.3479,3660538.749
2014,5/1/2014,2014-s6-31,75,41.84,24,34.16,Clay Loam,,,,408728.3479,3660538.749
2014,5/1/2014,2014-s6-31,105,37.84,22,40.16,Clay  ,,,,408728.3479,3660538.749
2014,5/1/2014,2014-s6-31,135,47.84,26,26.16,Sandy Clay Loam,,,,408728.3479,3660538.749
2014,5/1/2014,2014-s6-31,165,51.84,20,28.16,Sandy Clay Loam,,,,408728.3479,3660538.749
2014,5/1/2014,2014-s6-32,15,47.84,22,30.16,Sandy Clay Loam,,,,408728.5799,3660557.036
2014,5/1/2014,2014-s6-32,45,45.84,20,34.16,Sandy Clay Loam,,,,408728.5799,3660557.036
2014,5/1/2014,2014-s6-32,75,45.84,30,24.16,Sandy Clay Loam,,,,408728.5799,3660557.036
2014,5/1/2014,2014-s6-32,105,43.84,24,32.16,Clay Loam ,,,,408728.5799,3660557.036
2014,5/1/2014,2014-s6-32,135,39.84,28,32.16,Clay Loam ,,,,408728.5799,3660557.036
2014,5/1/2014,2014-s6-32,165,43.84,20,36.16,Clay Loam ,,,,408728.5799,3660557.036
2014,5/1/2014,2014-s6-33,15,49.84,22.72,27.44,Sandy Clay Loam,,,,408720.4658,3660557.159
2014,5/1/2014,2014-s6-33,45,49.84,20.72,29.44,Sandy Clay Loam,,,,408720.4658,3660557.159
2014,5/1/2014,2014-s6-33,75,53.84,20.72,25.44,Sandy Clay Loam,,,,408720.4658,3660557.159
2014,5/1/2014,2014-s6-33,105,63.84,14.72,21.44,Sandy Clay Loam,,,,408720.4658,3660557.159
2014,5/1/2014,2014-s6-33,135,57.84,20.72,21.44,Sandy Clay Loam,,,,408720.4658,3660557.159
2014,5/1/2014,2014-s6-33,165,47.84,24.72,27.44,Sandy Clay Loam,,,,408720.4658,3660557.159
2014,5/1/2014,2014-s6-34,15,49.84,22.72,27.44,Sandy Clay Loam,,,,408720.1968,3660538.873
2014,5/1/2014,2014-s6-34,45,49.84,18.72,31.44,Sandy Clay Loam,,,,408720.1968,3660538.873
2014,5/1/2014,2014-s6-34,75,47.84,20.72,31.44,Sandy Clay Loam,,,,408720.1968,3660538.873
2014,5/1/2014,2014-s6-34,105,47.84,20.72,31.44,Sandy Clay Loam,,,,408720.1968,3660538.873
2014,5/1/2014,2014-s6-34,135,45.84,24.72,29.44,Sandy Clay Loam,,,,408720.1968,3660538.873
2014,5/1/2014,2014-s6-34,165,43.84,20.72,35.44,Clay Loam,,,,408720.1968,3660538.873
2014,5/1/2014,2014-s6-35,15,47.84,26.72,25.44,Sandy Clay Loam,,,,408719.8885,3660516.012
2014,5/1/2014,2014-s6-35,45,49.84,18.72,31.44,Sandy Clay Loam,,,,408719.8885,3660516.012
2014,5/1/2014,2014-s6-35,75,47.84,22.72,29.44,Sandy Clay Loam,,,,408719.8885,3660516.012
2014,5/1/2014,2014-s6-35,105,43.84,20.72,35.44,Clay Loam,,,,408719.8885,3660516.012
2014,5/1/2014,2014-s6-35,135,45.84,22.72,31.44,Sandy Clay Loam,,,,408719.8885,3660516.012
2014,5/1/2014,2014-s6-35,165,39.84,20.72,39.44,Clay Loam,,,,408719.8885,3660516.012
2014,5/1/2014,2014-s6-36,15,48.56,22,29.44,Sandy Clay Loam,,,,408719.6083,3660497.726
2014,5/1/2014,2014-s6-36,45,48.56,20,31.44,Sandy Clay Loam,,,,408719.6083,3660497.726
2014,5/1/2014,2014-s6-36,75,48.56,24,27.44,Sandy Clay Loam,,,,408719.6083,3660497.726
2014,5/1/2014,2014-s6-36,105,50.56,20,29.44,Sandy Clay Loam,,,,408719.6083,3660497.726
2014,5/1/2014,2014-s6-36,135,42.56,24,33.44,Clay Loam,,,,408719.6083,3660497.726
2014,5/1/2014,2014-s6-36,165,42.56,24,33.44,Clay Loam,,,,408719.6083,3660497.726
2014,5/1/2014,2014-s6-37,15,47.12,26.72,26.16,Sandy Clay Loam,,,,408719.23,3660474.866
2014,5/1/2014,2014-s6-37,45,47.12,22.72,30.16,Sandy Clay Loam,,,,408719.23,3660474.866
2014,5/1/2014,2014-s6-37,75,49.12,22.72,28.16,Sandy Clay Loam,,,,408719.23,3660474.866
2014,5/1/2014,2014-s6-37,105,57.12,18.72,24.16,Sandy Clay Loam,,,,408719.23,3660474.866
2014,5/1/2014,2014-s6-37,135,43.12,28.72,28.16,Clay Loam,,,,408719.23,3660474.866
2014,5/1/2014,2014-s6-37,165,43.12,22.72,34.16,Clay Loam,,,,408719.23,3660474.866
2014,5/1/2014,2014-s6-38,15,49.12,22.72,28.16,Sandy Clay Loam,,,,408718.9435,3660456.58
2014,5/1/2014,2014-s6-38,45,49.12,20.72,30.16,Sandy Clay Loam,,,,408718.9435,3660456.58
2014,5/1/2014,2014-s6-38,75,49.12,22.72,28.16,Sandy Clay Loam,,,,408718.9435,3660456.58
2014,5/1/2014,2014-s6-38,105,53.12,18.72,28.16,Sandy Clay Loam,,,,408718.9435,3660456.58
2014,5/1/2014,2014-s6-38,135,57.12,20.72,22.16,Sandy Clay Loam,,,,408718.9435,3660456.58
2014,5/1/2014,2014-s6-38,165,47.12,22.72,30.16,Sandy Clay Loam,,,,408718.9435,3660456.58
2014,5/1/2014,2014-s6-39,15,49.12,24.72,26.16,Sandy Clay Loam,,,,408718.6173,3660433.719
