Year,SOIL_DATE,Core,Depth,SLSND,SLSLT,SLCLY,SLTX,SLWP1,SLWP2,SLFC1,UTMX,UTMY
2014,5/1/2014,2014-p06-2,135,49.84,26,24.16,Sandy Clay Loam,0.136596921,0.12324493,0.216114458,408871.1366,3660440.161
2014,5/1/2014,2014-p06-2,165,51.84,18,30.16,Sandy Clay Loam,0.097247706,0.104419411,0.160762943,408871.1366,3660440.161
2014,5/1/2014,2014-p06-3,15,49.12,22.72,28.16,Sandy Clay Loam,0.105563481,0.115699874,0.167795335,408871.579,3660469.364
2014,5/1/2014,2014-p06-3,45,51.12,18.72,30.16,Sandy Clay Loam,0.109930377,0.088857546,0.153872283,408871.579,3660469.364
2014,5/1/2014,2014-p06-3,75,53.12,20.72,26.16,Sandy Clay Loam,0.119896863,0.141133455,0.183392226,408871.579,3660469.364
2014,5/1/2014,2014-p06-3,105,41.12,16.72,42.16,Clay ,0.132978723,0.145824678,0.225446429,408871.579,3660469.364
2014,5/1/2014,2014-p06-3,135,43.12,26.72,30.16,Clay Loam,0.124704957,0.163825758,0.215927485,408871.579,3660469.364
2014,5/1/2014,2014-p06-3,165,57.12,18.72,24.16,Sandy Clay Loam,0.082836083,0.10104279,0.149648615,408871.579,3660469.364
2014,5/1/2014,2014-p06-4,15,49.12,20.72,30.16,Sandy Clay Loam,0.162264151,0.11467055,0.17512275,408872.0081,3660498.567
2014,5/1/2014,2014-p06-4,45,51.12,16.72,32.16,Sandy Clay Loam,0.102115244,0.111183567,0.163151612,408872.0081,3660498.567
2014,5/1/2014,2014-p06-4,75,51.12,20.72,28.16,Sandy Clay Loam,0.140860611,0.153156823,0.212344851,408872.0081,3660498.567
2014,5/1/2014,2014-p06-4,105,53.12,14.72,32.16,Sandy Clay Loam,,0.132144305,0.174573758,408872.0081,3660498.567
2014,5/1/2014,2014-p06-4,135,53.12,20.72,26.16,Sandy Clay Loam,0.123229889,0.134808013,0.194717995,408872.0081,3660498.567
2014,5/1/2014,2014-p06-4,165,57.12,14.72,28.16,Sandy Clay Loam,0.086856011,0.105722261,0.188906129,408872.0081,3660498.567
2014,5/1/2014,2014-p06-5,15,49.12,22.72,28.16,Sandy Clay Loam,0.100834492,0.116204691,0.183561644,408872.4519,3660527.771
2014,5/1/2014,2014-p06-5,45,53.12,18.72,28.16,Sandy Clay Loam,0.085991118,0.102439024,0.166736665,408872.4519,3660527.771
2014,5/1/2014,2014-p06-5,75,59.12,14.72,26.16,Sandy Clay Loam,0.090630324,0.11102574,0.157426143,408872.4519,3660527.771
2014,5/1/2014,2014-p06-5,105,51.12,14.72,34.16,Sandy Clay Loam,0.098932384,0.124159747,0.198375374,408872.4519,3660527.771
2014,5/1/2014,2014-p06-5,135,43.84,26,30.16,Clay Loam,0.109452736,0.149606299,0.247381144,408872.4519,3660527.771
2014,5/1/2014,2014-p06-5,165,43.84,24,32.16,Clay Loam,0.087243117,0.117621528,0.209949795,408872.4519,3660527.771
2014,5/1/2014,2014-p06-6,15,47.84,22,30.16,Sandy Clay Loam,0.103328173,0.116071429,0.207017544,408872.8906,3660556.974
2014,5/1/2014,2014-p06-6,45,47.84,18,34.16,Sandy Clay Loam,0.107605178,0.131656805,0.197735192,408872.8906,3660556.974
2014,5/1/2014,2014-p06-6,75,57.12,20.72,22.16,Sandy Clay Loam,0.114334471,0.138331997,0.198717949,408872.8906,3660556.974
2014,5/1/2014,2014-p06-6,105,55.12,16.72,28.16,Sandy Clay Loam,0.099096191,0.120108485,0.173630137,408872.8906,3660556.974
2014,5/1/2014,2014-p06-6,135,53.12,22.72,24.16,Sandy Clay Loam,0.097023579,0.121098157,0.193784278,408872.8906,3660556.974
2014,5/1/2014,2014-p06-6,165,49.12,22.72,28.16,Sandy Clay Loam,0.119402985,0.118305745,0.234995773,408872.8906,3660556.974
2014,5/1/2014,2014-p07-1,15,55.84,12.72,31.44,Sandy Clay Loam,0.095910242,0.112048193,0.178678679,408845.4609,3660557.392
2014,5/1/2014,2014-p07-1,45,57.84,12.72,29.44,Sandy Clay Loam,0.142325896,0.124007937,0.182157395,408845.4609,3660557.392
2014,5/1/2014,2014-p07-1,75,69.84,6.72,23.44,Sandy Clay Loam,0.086768617,0.094805667,0.150887574,408845.4609,3660557.392
2014,5/1/2014,2014-p07-1,105,67.84,8.72,23.44,Sandy Clay Loam,0.082159624,0.094776748,0.14883564,408845.4609,3660557.392
2014,5/1/2014,2014-p07-1,135,67.84,10.72,21.44,Sandy Clay Loam,0.080399826,0.098601649,0.172469899,408845.4609,3660557.392
2014,5/1/2014,2014-p07-1,165,63.84,10.72,25.44,Sandy Clay Loam,0.08260413,0.089489236,0.152859238,408845.4609,3660557.392
2014,5/1/2014,2014-p07-2,15,55.84,14.72,29.44,Sandy Clay Loam,0.103687362,0.121685928,0.176868656,408845.0205,3660528.188
2014,5/1/2014,2014-p07-2,45,59.84,12.72,27.44,Sandy Clay Loam,0.092611167,0.10459433,0.160789845,408845.0205,3660528.188
2014,5/1/2014,2014-p07-2,75,65.84,8.72,25.44,Sandy Clay Loam,0.093910492,0.112142592,0.181049665,408845.0205,3660528.188
2014,5/1/2014,2014-p07-2,105,63.84,8.72,27.44,Sandy Clay Loam,0.106504887,0.121158601,0.186266447,408845.0205,3660528.188
2014,5/1/2014,2014-p07-2,135,57.84,16.72,25.44,Sandy Clay Loam,0.090679038,0.107699358,0.18459069,408845.0205,3660528.188
2014,5/1/2014,2014-p07-2,165,57.84,12.72,29.44,Sandy Clay Loam,0.096247961,0.105661738,0.183482665,408845.0205,3660528.188
2014,5/1/2014,2014-p07-3,15,57.84,14.72,27.44,Sandy Clay Loam,0.098287416,0.114402917,0.181630972,408844.5632,3660498.985
2014,5/1/2014,2014-p07-3,45,55.84,16.72,27.44,Sandy Clay Loam,0.095666394,0.104483283,0.160302457,408844.5632,3660498.985
2014,5/1/2014,2014-p07-3,75,67.84,8.72,23.44,Sandy Clay Loam,0.097810734,0.09193314,0.161935953,408844.5632,3660498.985
2014,5/1/2014,2014-p07-3,105,55.84,10.72,33.44,Sandy Clay Loam,0.107954545,0.113797416,0.192944251,408844.5632,3660498.985
2014,5/1/2014,2014-p07-3,135,61.84,10.72,27.44,Sandy Clay Loam,0.104086353,0.104655637,0.18250444,408844.5632,3660498.985
2014,5/1/2014,2014-p07-3,165,63.84,16.72,19.44,Sandy Loam,0.08570053,0.097394276,0.172140879,408844.5632,3660498.985
2014,5/1/2014,2014-p07-4,15,63.84,10.72,25.44,Sandy Clay Loam,0.089392643,0.100393701,0.165520032,408844.135,3660469.782
2014,5/1/2014,2014-p07-4,45,65.84,10.72,23.44,Sandy Clay Loam,0.088333955,0.096725057,0.157033806,408844.135,3660469.782
2014,5/1/2014,2014-p07-4,75,63.84,13.44,22.72,Sandy Clay Loam,0.101235552,0.116028708,0.174193548,408844.135,3660469.782
2014,5/1/2014,2014-p07-4,105,65.84,11.44,22.72,Sandy Clay Loam,0.079169599,0.092077088,0.137419872,408844.135,3660469.782
2014,5/1/2014,2014-p07-4,135,71.84,11.44,16.72,Sandy Loam,0.078822733,0.094103866,0.145195132,408844.135,3660469.782
2014,5/1/2014,2014-p07-4,165,63.84,9.44,26.72,Sandy Clay Loam,0.092100193,0.101681345,0.185554669,408844.135,3660469.782
2014,5/1/2014,2014-p07-5,15,57.12,13.44,29.44,Sandy Clay Loam,0.096453901,0.103668262,0.181897683,408843.6833,3660440.579
2014,5/1/2014,2014-p07-5,45,75.12,11.44,13.44,Sandy Loam,0.056910569,0.072407733,0.110271903,408843.6833,3660440.579
2014,5/1/2014,2014-p07-5,75,71.12,11.44,17.44,Sandy Loam,0.068419157,0.076202639,0.123476209,408843.6833,3660440.579
2014,5/1/2014,2014-p07-5,105,73.12,11.44,15.44,Sandy Loam,0.065567766,0.079072938,0.142857143,408843.6833,3660440.579
2014,5/1/2014,2014-p07-5,135,63.12,15.44,21.44,Sandy Clay Loam,0.078928047,0.101171459,0.157621059,408843.6833,3660440.579
2014,5/1/2014,2014-p07-5,165,69.12,9.44,21.44,Sandy Clay Loam,0.069900688,0.08254717,0.130653266,408843.6833,3660440.579
2014,5/1/2014,2014-p07-6,15,65.12,11.44,23.44,Sandy Clay Loam,0.077089649,0.094974446,0.154318281,408843.2618,3660411.375
2014,5/1/2014,2014-p07-6,45,77.12,7.44,15.44,Sandy Loam,0.052865065,0.070428016,0.104232249,408843.2618,3660411.375
2014,5/1/2014,2014-p07-6,75,75.12,9.44,15.44,Sandy Loam,0.050253073,0.061686949,0.104403948,408843.2618,3660411.375
2014,5/1/2014,2014-p07-6,105,73.12,7.44,19.44,Sandy Loam,0.051755338,0.060606061,0.09893617,408843.2618,3660411.375
2014,5/1/2014,2014-p07-6,135,71.12,11.44,17.44,Sandy Loam,0.058968059,0.068513665,0.12392638,408843.2618,3660411.375
2014,5/1/2014,2014-p07-6,165,67.12,11.44,21.44,Sandy Clay Loam,0.069267516,0.087088388,0.137244766,408843.2618,3660411.375
2014,5/1/2014,2014-p08-1,15,53.12,22.72,24.16,Sandy Clay Loam,0.076679842,0.081549439,0.153552694,408814.8008,3660411.808
2014,5/1/2014,2014-p08-1,45,53.12,22.72,24.16,Sandy Clay Loam,0.071033603,0.084577114,0.150518251,408814.8008,3660411.808
2014,5/1/2014,2014-p08-1,75,49.12,24.72,26.16,Sandy Clay Loam,0.092397661,0.118983234,0.20740268,408814.8008,3660411.808
2014,5/1/2014,2014-p08-1,105,43.12,18.72,38.16,Clay Loam,0.111633373,0.135996409,0.220072551,408814.8008,3660411.808
2014,5/1/2014,2014-p08-1,135,47.12,26.72,26.16,Sandy Clay Loam,0.114066909,0.131932021,0.208785785,408814.8008,3660411.808
2014,5/1/2014,2014-p08-1,165,55.12,18.72,26.16,Sandy Clay Loam,0.08668388,0.096707819,0.170623145,408814.8008,3660411.808
2014,5/1/2014,2014-p08-2,15,53.12,24.72,22.16,Sandy Clay Loam,0.076496674,0.091707317,0.162282477,408815.2485,3660441.011
2014,5/1/2014,2014-p08-2,45,53.12,20.72,26.16,Sandy Clay Loam,0.066498316,0.08808933,0.153411385,408815.2485,3660441.011
2014,5/1/2014,2014-p08-2,75,62.4,19.44,18.16,Sandy Loam,0.062855114,0.070912951,0.13703966,408815.2485,3660441.011
2014,5/1/2014,2014-p08-2,105,46.4,23.44,30.16,Sandy Clay Loam,0.09936967,0.120719178,0.185254316,408815.2485,3660441.011
2014,5/1/2014,2014-p08-2,135,34.4,29.44,36.16,Clay Loam,0.098072805,0.123947615,0.230375427,408815.2485,3660441.011
2014,5/1/2014,2014-p08-2,165,70.4,11.44,18.16,Sandy Loam,0.061744966,0.049896907,0.085544554,408815.2485,3660441.011
2014,5/1/2014,2014-p08-3,15,51.12,24.72,24.16,Sandy Clay Loam,0.105636579,0.11033411,0.181731229,408815.6664,3660470.215
2014,5/1/2014,2014-p08-3,45,51.12,18.72,30.16,Sandy Clay Loam,0.106284962,0.103962196,0.174214606,408815.6664,3660470.215
2014,5/1/2014,2014-p08-3,75,49.12,24.72,26.16,Sandy Clay Loam,0.116195782,0.105329041,0.207763401,408815.6664,3660470.215
2014,5/1/2014,2014-p08-3,105,47.12,18.72,34.16,Sandy Clay Loam,0.128518972,0.13090757,0.236773955,408815.6664,3660470.215
2014,5/1/2014,2014-p08-3,135,45.12,28.72,26.16,Loam,0.122127794,0.124586549,0.219197708,408815.6664,3660470.215
2014,5/1/2014,2014-p08-3,165,47.12,22.72,30.16,Sandy Clay Loam,0.135585971,0.107919255,0.193245779,408815.6664,3660470.215
2014,5/1/2014,2014-p08-4,15,49.12,22.72,28.16,Sandy Clay Loam,0.100724914,0.100476714,0.191131498,408816.1269,3660499.418
2014,5/1/2014,2014-p08-4,45,51.12,20.72,28.16,Sandy Clay Loam,0.101260835,0.099607843,0.153215895,408816.1269,3660499.418
2014,5/1/2014,2014-p08-4,75,47.12,26.72,26.16,Sandy Clay Loam,0.160358954,0.16339323,0.267253358,408816.1269,3660499.418
2014,5/1/2014,2014-p08-4,105,37.12,28.72,34.16,Clay Loam,0.147587899,0.148766603,0.23450454,408816.1269,3660499.418
2014,5/1/2014,2014-p08-4,135,39.12,28.72,32.16,Clay Loam,0.147636364,0.147070237,0.243945244,408816.1269,3660499.418
2014,5/1/2014,2014-p08-4,165,41.12,18.72,40.16,Clay,0.117095205,0.12438916,0.208316179,408816.1269,3660499.418
2014,5/1/2014,2014-p08-5,15,47.12,24.72,28.16,Sandy Clay Loam,0.098039216,0.105973025,0.213472016,408816.5547,3660528.622
2014,5/1/2014,2014-p08-5,45,49.12,18.72,32.16,Sandy Clay Loam,0.110054348,0.113440197,0.173000362,408816.5547,3660528.622
2014,5/1/2014,2014-p08-5,75,53.12,24.72,22.16,Sandy Clay Loam,0.108271375,0.117666339,0.175309598,408816.5547,3660528.622
2014,5/1/2014,2014-p08-5,105,49.12,16.72,34.16,Sandy Clay Loam,0.129411765,0.141630901,0.219468229,408816.5547,3660528.622
2014,5/1/2014,2014-p08-5,135,55.12,22.72,22.16,Sandy Clay Loam,0.123924941,0.129885993,0.169996368,408816.5547,3660528.622
2014,5/1/2014,2014-p08-5,165,55.12,16.72,28.16,Sandy Clay Loam,0.113431613,0.108582834,0.161873459,408816.5547,3660528.622
2014,5/1/2014,2014-p08-6,15,47.12,24.72,28.16,Sandy Clay Loam,0.115241636,0.137074517,0.201742062,408817.0083,3660557.825
2014,5/1/2014,2014-p08-6,45,49.12,18.72,32.16,Sandy Clay Loam,0.110548852,0.117208311,0.161964472,408817.0083,3660557.825
2014,5/1/2014,2014-p08-6,75,55.12,20.72,24.16,Sandy Clay Loam,0.090319968,0.084347121,0.150080689,408817.0083,3660557.825
2014,5/1/2014,2014-p08-6,105,51.12,18.72,30.16,Sandy Clay Loam,0.11550509,0.124501197,0.183653373,408817.0083,3660557.825
2014,5/1/2014,2014-p08-6,135,43.12,26.72,30.16,Clay Loam,0.133666905,0.149452642,0.257454545,408817.0083,3660557.825
2014,5/1/2014,2014-p08-6,165,43.12,20.72,36.16,Clay Loam,0.12132025,0.135326913,0.247390397,408817.0083,3660557.825
2014,5/1/2014,2014-p09-1,15,49.12,24.72,26.16,Sandy Clay Loam,0.113675958,0.125894134,0.19390744,408788.5818,3660558.257
2014,5/1/2014,2014-p09-1,45,51.12,16.72,32.16,Sandy Clay Loam,0.112173913,0.123653155,0.184245661,408788.5818,3660558.257
2014,5/1/2014,2014-p09-1,75,55.12,18.72,26.16,Sandy Clay Loam,0.077350427,0.079493088,0.146177917,408788.5818,3660558.257
2014,5/1/2014,2014-p09-1,105,57.12,16.72,26.16,Sandy Clay Loam,0.064486412,0.080594679,0.121052632,408788.5818,3660558.257
2014,5/1/2014,2014-p09-1,135,51.12,24.72,24.16,Sandy Clay Loam,0.096182449,0.131601732,0.169343736,408788.5818,3660558.257
2014,5/1/2014,2014-p09-1,165,43.12,24.72,32.16,Clay Loam,0.096440397,0.120743034,0.196536797,408788.5818,3660558.257
2014,5/1/2014,2014-p09-2,15,49.12,22.72,28.16,Sandy Clay Loam ,0.091797705,0.113017999,0.165217391,408788.1167,3660529.054
2014,5/1/2014,2014-p09-2,45,49.12,18.72,32.16,Sandy Clay Loam ,0.094859813,0.113681102,0.156835206,408788.1167,3660529.054
2014,5/1/2014,2014-p09-2,75,51.12,22.72,26.16,Sandy Clay Loam ,0.114516129,0.150953117,0.214754927,408788.1167,3660529.054
2014,5/1/2014,2014-p09-2,105,45.12,20.72,34.16,Sandy Clay Loam ,0.103465851,0.117214043,0.187635575,408788.1167,3660529.054
2014,5/1/2014,2014-p09-2,135,43.12,30.72,26.16,Loam,0.107142857,0.133159269,0.211059908,408788.1167,3660529.054
2014,5/1/2014,2014-p09-2,165,55.12,16.72,28.16,Sandy Clay Loam ,0.082312925,0.088593974,0.154099561,408788.1167,3660529.054
2014,5/1/2014,2014-p09-3,15,51.12,22.72,26.16,Sandy Clay Loam,0.090653549,0.112486735,,408787.6756,3660499.851
2014,5/1/2014,2014-p09-3,45,49.12,20.72,30.16,Sandy Clay Loam,0.083090379,0.104954955,0.162367223,408787.6756,3660499.851
2014,5/1/2014,2014-p09-3,75,49.12,24.72,26.16,Sandy Clay Loam,0.088024178,0.119839679,0.183098592,408787.6756,3660499.851
2014,5/1/2014,2014-p09-3,105,45.12,28.72,26.16,Loam,0.10075188,0.123260437,0.203679369,408787.6756,3660499.851
2014,5/1/2014,2014-p09-3,135,47.12,22.72,30.16,Sandy Clay Loam,0.106348564,0.125155925,0.230109204,408787.6756,3660499.851
2014,5/1/2014,2014-p09-3,165,49.12,20.72,30.16,Sandy Clay Loam,0.091259145,0.112955466,0.17945439,408787.6756,3660499.851
2014,5/1/2014,2014-p09-4,15,47.12,26.72,26.16,Sandy Clay Loam,0.08076564,0.100482315,0.16792202,408787.2228,3660470.648
2014,5/1/2014,2014-p09-4,45,49.12,22.72,28.16,Sandy Clay Loam,0.076569678,0.090870488,0.150431566,408787.2228,3660470.648
2014,5/1/2014,2014-p09-4,75,51.12,22.72,26.16,Sandy Clay Loam,0.078423722,0.097321765,0.184948527,408787.2228,3660470.648
2014,5/1/2014,2014-p09-4,105,47.12,20.72,32.16,Sandy Clay Loam,0.089738588,0.105086171,0.178428228,408787.2228,3660470.648
2014,5/1/2014,2014-p09-4,135,47.12,22.72,30.16,Sandy Clay Loam,0.09055959,0.117344754,0.196526895,408787.2228,3660470.648
2014,5/1/2014,2014-p09-4,165,47.12,18.72,34.16,Sandy Clay Loam,0.088839119,0.105471562,0.181338028,408787.2228,3660470.648
2014,5/1/2014,2014-p09-5,15,51.12,22.72,26.16,Sandy Clay Loam,0.072033898,0.081747405,0.160761736,408786.8075,3660441.444
2014,5/1/2014,2014-p09-5,45,57.12,18.72,24.16,Sandy Clay Loam,0.071729958,0.083861875,0.142857143,408786.8075,3660441.444
2014,5/1/2014,2014-p09-5,75,49.12,26.72,24.16,Sandy Clay Loam,0.086906141,0.109368717,0.177880572,408786.8075,3660441.444
2014,5/1/2014,2014-p09-5,105,49.12,22.72,28.16,Sandy Clay Loam,0.082850941,0.101511879,0.181051786,408786.8075,3660441.444
2014,5/1/2014,2014-p09-5,135,55.12,22.72,22.16,Sandy Clay Loam,0.070139459,0.08361204,0.156517602,408786.8075,3660441.444
2014,5/1/2014,2014-p09-5,165,51.12,18.72,30.16,Sandy Clay Loam,0.075715967,0.088750487,0.157718121,408786.8075,3660441.444
2014,5/1/2014,2014-p09-6,15,51.12,22.72,26.16,Sandy Clay Loam,0.081337737,0.087188612,0.151312649,408786.3693,3660412.241
2014,5/1/2014,2014-p09-6,45,53.12,20.72,26.16,Sandy Clay Loam,0.078431373,0.087605975,0.147228381,408786.3693,3660412.241
2014,5/1/2014,2014-p09-6,75,53.12,24.72,22.16,Sandy Clay Loam,0.076679842,0.101416613,0.171919771,408786.3693,3660412.241
2014,5/1/2014,2014-p09-6,105,47.12,18.72,34.16,Sandy Clay Loam,0.081624282,0.097537422,0.17817736,408786.3693,3660412.241
2014,5/1/2014,2014-p09-6,135,45.12,26.72,28.16,Sandy Clay Loam,0.078125,0.113133301,0.215088283,408786.3693,3660412.241
2014,5/1/2014,2014-p09-6,165,49.12,18.72,32.16,Sandy Clay Loam,0.063742032,0.082421875,0.156515035,408786.3693,3660412.241
2014,5/1/2014,2014-p10-1,15,51.12,22.72,26.16,Sandy Clay Loam,0.080170273,0.117926395,0.172990616,408757.9098,3660412.674
2014,5/1/2014,2014-p10-1,45,51.12,18.72,30.16,Sandy Clay Loam,0.083671812,0.102655569,0.167425968,408757.9098,3660412.674
2014,5/1/2014,2014-p10-1,75,49.12,24.72,26.16,Sandy Clay Loam,0.101559208,0.118713185,0.203746003,408757.9098,3660412.674
2014,5/1/2014,2014-p10-1,105,43.12,26.72,30.16,Clay Loam,0.11473607,0.125711783,0.194504079,408757.9098,3660412.674
2014,5/1/2014,2014-p10-1,135,47.12,24.72,28.16,Sandy Clay Loam,0.093984962,0.126388357,0.215409439,408757.9098,3660412.674
2014,5/1/2014,2014-p10-1,165,47.12,20.72,32.16,Sandy Clay Loam,0.09531988,0.112134561,0.176190476,408757.9098,3660412.674
2014,5/1/2014,2014-p10-2,15,51.12,24.72,24.16,Sandy Clay Loam,0.070416095,0.092918358,0.166535742,408758.3675,3660441.877
2014,5/1/2014,2014-p10-2,45,51.12,22.72,26.16,Sandy Clay Loam,0.082312404,0.097988875,0.163768702,408758.3675,3660441.877
2014,5/1/2014,2014-p10-2,75,51.12,26.72,22.16,Sandy Clay Loam,0.113938919,0.131848552,0.208228801,408758.3675,3660441.877
2014,5/1/2014,2014-p10-2,105,45.12,18.72,36.16,Sandy Clay,0.087626775,0.108578053,0.18627451,408758.3675,3660441.877
2014,5/1/2014,2014-p10-2,135,49.12,22.72,28.16,Sandy Clay Loam,0.084231537,0.108675799,0.190336134,408758.3675,3660441.877
2014,5/1/2014,2014-p10-2,165,55.12,18.72,26.16,Sandy Clay Loam,0.064847766,0.086477987,0.151993355,408758.3675,3660441.877
2014,5/1/2014,2014-p10-3,15,47.12,22.72,30.16,Sandy Clay Loam,0.083796664,0.097376612,0.181518152,408758.8074,3660471.081
2014,5/1/2014,2014-p10-3,45,51.12,16.72,32.16,Sandy Clay Loam,0.081880827,0.098475484,0.164012053,408758.8074,3660471.081
2014,5/1/2014,2014-p10-3,75,53.12,24.72,22.16,Sandy Clay Loam,0.087248322,0.11209321,0.178556869,408758.8074,3660471.081
2014,5/1/2014,2014-p10-3,105,49.12,24.72,26.16,Sandy Clay Loam,0.096912857,0.110750507,0.187702265,408758.8074,3660471.081
2014,5/1/2014,2014-p10-3,135,53.12,24.72,22.16,Sandy Clay Loam,0.095181675,0.113782051,0.188624007,408758.8074,3660471.081
2014,5/1/2014,2014-p10-3,165,55.12,16.72,28.16,Sandy Clay Loam,0.078486056,0.091336467,0.154612386,408758.8074,3660471.081
2014,5/1/2014,2014-p10-4,15,49.12,22.72,28.16,Sandy Clay Loam,0.079045837,0.100079428,0.183903421,408759.2422,3660500.284
2014,5/1/2014,2014-p10-4,45,51.12,18.72,30.16,Sandy Clay Loam,0.081227437,0.101748808,0.180835381,408759.2422,3660500.284
2014,5/1/2014,2014-p10-4,75,55.12,20.72,24.16,Sandy Clay Loam,0.072635135,0.086114545,0.154126214,408759.2422,3660500.284
2014,5/1/2014,2014-p10-4,105,53.12,16.72,30.16,Sandy Clay Loam,0.083434099,0.098901099,0.207642394,408759.2422,3660500.284
2014,5/1/2014,2014-p10-4,135,53.12,22.72,24.16,Sandy Clay Loam,0.080932203,0.109659677,0.196963124,408759.2422,3660500.284
2014,5/1/2014,2014-p10-4,165,51.12,20.72,28.16,Sandy Clay Loam,0.076342654,0.095709571,0.186742118,408759.2422,3660500.284
2014,5/1/2014,2014-p10-5,15,49.12,22.72,28.16,Sandy Clay Loam,0.090529248,0.104946833,0.179822513,408759.6921,3660529.487
2014,5/1/2014,2014-p10-5,45,51.12,20.72,28.16,Sandy Clay Loam,0.090137429,0.094827586,0.156286267,408759.6921,3660529.487
2014,5/1/2014,2014-p10-5,75,55.12,23.44,21.44,Sandy Clay Loam,0.074937811,0.079661614,0.148577101,408759.6921,3660529.487
2014,5/1/2014,2014-p10-5,105,55.12,21.44,23.44,Sandy Clay Loam,0.070402299,0.085585586,0.145612708,408759.6921,3660529.487
2014,5/1/2014,2014-p10-5,135,49.12,25.44,25.44,Sandy Clay Loam,0.079085457,0.091213389,0.17263986,408759.6921,3660529.487
2014,5/1/2014,2014-p10-5,165,47.12,21.44,31.44,Sandy Clay Loam,0.082324455,0.09533636,0.176150628,408759.6921,3660529.487
2014,5/1/2014,2014-p10-6,15,49.12,23.44,27.44,Sandy Clay Loam,0.092086835,0.100040339,0.187022901,408760.1184,3660558.691
2014,5/1/2014,2014-p10-6,45,51.12,21.44,27.44,Sandy Clay Loam,0.087459342,0.09150595,0.157629256,408760.1184,3660558.691
2014,5/1/2014,2014-p10-6,75,55.12,19.44,25.44,Sandy Clay Loam,0.079076807,0.090678273,0.167947311,408760.1184,3660558.691
2014,5/1/2014,2014-p10-6,105,57.12,19.44,23.44,Sandy Clay Loam,0.07250342,0.076356589,0.151811152,408760.1184,3660558.691
2014,5/1/2014,2014-p10-6,135,51.12,23.44,25.44,Sandy Clay Loam,0.087423862,0.105194238,0.157659669,408760.1184,3660558.691
2014,5/1/2014,2014-p10-6,165,53.12,21.44,25.44,Sandy Clay Loam,0.085810163,0.114591921,0.166728145,408760.1184,3660558.691
2014,5/1/2014,2014-p11-1,15,61.84,2.72,35.44,Sandy Clay,0.093023256,0.100080386,0.158976702,408674.8097,3660559.989
2014,5/1/2014,2014-p11-1,45,61.84,10.72,27.44,Sandy Clay Loam,0.102302756,0.105750675,0.159751842,408674.8097,3660559.989
2014,5/1/2014,2014-p11-1,75,63.84,14.72,21.44,Sandy Clay Loam,0.098915989,0.108872696,0.151374371,408674.8097,3660559.989
2014,5/1/2014,2014-p11-1,105,51.84,26.72,21.44,Sandy Clay Loam,0.107501003,0.123994148,0.18754804,408674.8097,3660559.989
2014,5/1/2014,2014-p11-1,135,57.12,19.44,23.44,Sandy Clay Loam,0.116568915,0.131451257,0.221333333,408674.8097,3660559.989
2014,5/1/2014,2014-p11-1,165,73.12,9.44,17.44,Sandy Loam,0.087605203,0.09992224,0.189010989,408674.8097,3660559.989
2014,5/1/2014,2014-p11-2,15,57.12,11.44,31.44,Sandy Clay Loam,0.103101087,0.107252298,0.160036166,408674.3175,3660530.787
2014,5/1/2014,2014-p11-2,45,57.12,13.44,29.44,Sandy Clay Loam,0.110470275,0.122957198,0.178059072,408674.3175,3660530.787
2014,5/1/2014,2014-p11-2,75,51.12,13.44,35.44,Sandy Clay,0.124954857,0.130508475,0.204398448,408674.3175,3660530.787
2014,5/1/2014,2014-p11-2,105,43.12,21.44,35.44,Clay Loam,0.114120782,0.124129455,0.217609489,408674.3175,3660530.787
2014,5/1/2014,2014-p11-2,135,57.12,17.44,25.44,Sandy Clay Loam,0.127094401,0.126421101,0.237799835,408674.3175,3660530.787
2014,5/1/2014,2014-p11-2,165,57.12,19.44,23.44,Sandy Clay Loam,0.114992151,0.114793856,0.183333333,408674.3175,3660530.787
2014,5/1/2014,2014-p11-3,15,57.12,13.44,29.44,Sandy Clay Loam,0.089324619,0.097875885,0.181949458,408673.8859,3660501.583
2014,5/1/2014,2014-p11-3,45,57.12,17.44,25.44,Sandy Clay Loam,0.097924188,0.105462185,0.173448418,408673.8859,3660501.583
2014,5/1/2014,2014-p11-3,75,69.12,9.44,21.44,Sandy Clay Loam,0.068472536,0.064607883,0.132598784,408673.8859,3660501.583
2014,5/1/2014,2014-p11-3,105,59.12,21.44,19.44,Sandy Loam,0.106205748,0.098006645,0.166940115,408673.8859,3660501.583
2014,5/1/2014,2014-p11-3,135,59.12,18.72,22.16,Sandy Clay Loam,0.09647345,0.094427903,0.174654378,408673.8859,3660501.583
2014,5/1/2014,2014-p11-3,165,57.12,18.72,24.16,Sandy Clay Loam,0.087216249,0.090133531,0.174561731,408673.8859,3660501.583
2014,5/1/2014,2014-p11-4,15,53.12,16.72,30.16,Sandy Clay Loam,0.097644377,0.095430651,0.163751987,408673.4257,3660472.38
2014,5/1/2014,2014-p11-4,45,63.12,12.72,24.16,Sandy Clay Loam,0.083526682,0.090086694,0.144659378,408673.4257,3660472.38
2014,5/1/2014,2014-p11-4,75,81.12,7.44,11.44,Sandy Loam,,0.048143486,0.095175583,408673.4257,3660472.38
2014,5/1/2014,2014-p11-4,105,81.12,7.44,11.44,Sandy Loam,0.045042126,0.041536864,0.078465261,408673.4257,3660472.38
2014,5/1/2014,2014-p11-4,135,77.12,11.44,11.44,Sandy Loam,0.042457715,0.041130186,0.079584775,408673.4257,3660472.38
