Year,SOIL_DATE,Core,Depth,SLSND,SLSLT,SLCLY,SLTX,GWC15,GWC05,GWC.3,SLWP1,SLWP2,SLFC1,UTMX,UTMY
2008,2008-07-01,p101,15,77.2,5.133333333333326,17.666666666666668,Sandy Loam,0.0745679012345678,0.08316347329800272,0.12415654520917635,0.1193086419753085,0.13306155727680435,0.19865047233468217,409281.6527591168,3659216.981114213
2008,2008-07-01,p101,45,77.2,3.4666666666666686,19.333333333333332,Sandy Loam,0.06054100472305727,0.06713057715923047,0.10503018108651908,0.09686560755689164,0.10740892345476877,0.16804828973843056,409281.6527591168,3659216.981114213
2008,2008-07-01,p101,75,80.53333333333333,4.066666666666677,15.399999999999997,Sandy Loam,0.046232085067036535,0.05284015852047568,0.089578713968958,0.07397133610725846,0.0845442536327611,0.1433259423503328,409281.6527591168,3659216.981114213
2008,2008-07-01,p101,105,74.46666666666665,6.800000000000011,18.73333333333333,Sandy Loam,0.054855195911414446,0.06339370829361324,0.12337371018393899,0.08776831345826312,0.10142993326978118,0.19739793629430238,409281.6527591168,3659216.981114213
2008,2008-07-01,p101,135,68.26666666666667,9.066666666666663,22.666666666666664,Sandy Clay Loam,0.08695652173913043,0.10141394441735728,0.15688209176122345,0.1391304347826087,0.16226231106777167,0.2510113468179575,409281.6527591168,3659216.981114213
2008,2008-07-01,p101,165,78.86666666666666,5.13333333333334,16.0,Sandy Loam,0.08637026239067072,0.09344660194174767,0.15184308420696632,0.13819241982507316,0.14951456310679628,0.24294893473114612,409281.6527591168,3659216.981114213
2008,2008-07-01,p102,15,72.33333333333333,9.533333333333331,18.133333333333333,Sandy Loam,0.07033248081841426,0.07692307692307676,0.13161405068919524,0.11253196930946281,0.12307692307692282,0.21058248110271238,409294.0545946657,3659216.9852678822
2008,2008-07-01,p102,45,76.26666666666667,8.933333333333337,14.800000000000002,Sandy Loam,0.0632961783439486,0.06578947368421081,0.124883504193849,0.10127388535031777,0.10526315789473731,0.1998136067101584,409294.0545946657,3659216.9852678822
2008,2008-07-01,p102,75,79.46666666666665,8.466666666666683,12.066666666666665,Sandy Loam,0.06160520607375281,0.07859454461396188,0.1122350674373795,0.0985683297180045,0.12575127138233902,0.1795761078998072,409294.0545946657,3659216.9852678822
2008,2008-07-01,p102,105,77.8,6.800000000000011,15.399999999999997,Sandy Loam,0.07590597453476969,0.08193668528864084,0.14228255404725984,0.1214495592556315,0.13109869646182534,0.22765208647561574,409294.0545946657,3659216.9852678822
2008,2008-07-01,p102,135,79.46666666666665,5.133333333333354,15.399999999999997,Sandy Loam,0.08452041785375089,0.0874190564292322,0.16612510154346047,0.13523266856600144,0.13987049028677154,0.26580016246953675,409294.0545946657,3659216.9852678822
