Year,SOIL_DATE,Core,Depth,SLSND,SLSLT,SLCLY,SLTX,GWC15,GWC05,GWC.3,SLWP1,SLWP2,SLFC1,UTMX,UTMY
2009,2009-05-01,2009-p01-2,135.0,50.4,25.039999999999992,24.560000000000002,Sandy Clay Loam,0.08711174580506954,0.11321416053277213,0.20287316047652384,0.13937879328811129,0.1811426568524354,0.32459705676243816,407590.45999999973,3659896.500000003
2009,2009-05-01,2009-p01-2,165.0,64.4,17.039999999999992,18.560000000000002,Sandy Loam,0.07084078711985704,0.08228840125391855,0.16013437849944004,0.11334525939177127,0.1316614420062697,0.2562150055991041,407590.45999999973,3659896.500000003
2009,2009-05-01,2009-p01-3,15.0,64.4,15.039999999999992,20.560000000000002,Sandy Clay Loam,0.0808876163206874,0.0992310508971073,0.15221177290142823,0.12942018611309986,0.1587696814353717,0.24353883664228518,407590.45999999973,3659923.000000003
2009,2009-05-01,2009-p01-3,45.0,60.4,15.039999999999992,24.560000000000002,Sandy Clay Loam,0.08982683982684016,0.10767980495733465,0.1710743801652893,0.14372294372294425,0.17228768793173543,0.2737190082644629,407590.45999999973,3659923.000000003
2009,2009-05-01,2009-p01-3,75.0,76.03999999999999,9.400000000000006,14.560000000000004,Sandy Loam,0.05134150380920825,0.05790645879732721,0.11372207716855241,0.08214640609473321,0.09265033407572354,0.18195532346968388,407590.45999999973,3659923.000000003
2009,2009-05-01,2009-p01-3,105.0,35.67999999999999,25.760000000000005,38.56,Clay Loam,0.11555555555555573,0.14392324093816594,0.23544384346166067,0.18488888888888919,0.23027718550106552,0.3767101495386571,407590.45999999973,3659923.000000003
2009,2009-05-01,2009-p01-3,135.0,58.76,18.680000000000007,22.560000000000002,Sandy Clay Loam,0.09394269133115717,0.11120297643654425,0.17578439259855178,0.15030830612985147,0.17792476229847082,0.28125502815768283,407590.45999999973,3659923.000000003
2009,2009-05-01,2009-p01-3,165.0,60.760000000000005,18.679999999999993,20.560000000000002,Sandy Clay Loam,0.07904689863842676,0.0946196660482374,0.15978795910639906,0.1264750378214828,0.15139146567717987,0.2556607345702385,407590.45999999973,3659923.000000003
2009,2009-05-01,2009-p01-4,15.0,62.4,15.439999999999998,22.160000000000004,Sandy Clay Loam,0.0835791543756147,0.09980198019801964,0.15942549371633746,0.13372664700098352,0.15968316831683144,0.25508078994614,407590.45999999973,3659949.500000003
2009,2009-05-01,2009-p01-4,45.0,68.4,13.439999999999998,18.160000000000004,Sandy Loam,0.06277463904582548,0.0748059280169371,0.12727272727272726,0.10043942247332077,0.11968948482709936,0.20363636363636362,407590.45999999973,3659949.500000003
2009,2009-05-01,2009-p01-4,75.0,62.4,21.439999999999998,16.160000000000004,Sandy Loam,0.0678353658536586,0.08512213175425627,0.1693489392831015,0.10853658536585375,0.13619541080681005,0.2709583028529624,407590.45999999973,3659949.500000003
2009,2009-05-01,2009-p01-4,105.0,54.04,17.439999999999998,28.52,Sandy Clay Loam,0.08538011695906438,0.09764918625678104,0.17197898423817878,0.136608187134503,0.15623869801084966,0.2751663747810861,407590.45999999973,3659949.500000003
2009,2009-05-01,2009-p01-4,135.0,63.67999999999999,15.800000000000011,20.520000000000003,Sandy Clay Loam,0.06541725601131548,0.08113590263691654,0.15463917525773208,0.10466760961810478,0.12981744421906646,0.24742268041237134,407590.45999999973,3659949.500000003
2009,2009-05-01,2009-p01-4,165.0,66.03999999999999,17.80000000000001,16.160000000000004,Sandy Loam,0.0694209278699629,0.08568479008947014,0.1349605168700648,0.11107348459194065,0.13709566414315222,0.2159368269921037,407590.45999999973,3659949.500000003
2009,2009-05-01,2009-p01-5,15.0,58.4,17.039999999999992,24.560000000000002,Sandy Clay Loam,0.10368098159509188,0.1171797418073484,0.2017654476670867,0.16588957055214704,0.18748758689175746,0.3228247162673388,407590.45999999973,3659976.000000003
2009,2009-05-01,2009-p01-5,45.0,60.4,15.039999999999992,24.560000000000002,Sandy Clay Loam,0.0948484848484847,0.10914826498422717,0.19762972453555394,0.15175757575757554,0.17463722397476347,0.3162075592568863,407590.45999999973,3659976.000000003
2009,2009-05-01,2009-p01-5,75.0,70.4,13.039999999999992,16.560000000000002,Sandy Loam,0.06824224519940922,0.08053508053508061,0.16042154566744743,0.10918759231905475,0.128856128856129,0.2566744730679159,407590.45999999973,3659976.000000003
2009,2009-05-01,2009-p01-5,105.0,64.03999999999999,13.400000000000006,22.560000000000002,Sandy Clay Loam,0.07101316192225307,0.08285280728376318,0.16838386811892841,0.11362105907560492,0.1325644916540211,0.26941418899028546,407590.45999999973,3659976.000000003
2009,2009-05-01,2009-p01-5,135.0,62.4,17.039999999999992,20.560000000000002,Sandy Clay Loam,0.08917589175891777,0.10840707964601747,0.2082148499210107,0.14268142681426843,0.17345132743362796,0.3331437598736171,407590.45999999973,3659976.000000003
2009,2009-05-01,2009-p01-5,165.0,58.4,17.039999999999992,24.560000000000002,Sandy Clay Loam,0.09283819628647207,0.10888738127544074,0.2162162162162162,0.14854111405835532,0.1742198100407052,0.34594594594594597,407590.45999999973,3659976.000000003
