Year,SOIL_DATE,Core,Depth,SLSND,SLSLT,SLCLY,SLTX,GWC15,GWC05,GWC.3,SLWP1,SLWP2,SLFC1,UTMX,UTMY
2006,2006-11-01,20062007camelinap02,15,63.12,14.0,22.880000000000003,Sandy clay loam,0.07046292503072536,0.1068322981366459,0.13534447615165138,0.11274068004916059,0.17093167701863343,0.21655116184264223,409032.11120000004,3659353.7
2006,2006-11-01,20062007camelinap02,45,58.12837432513497,14.997000599880025,26.87462507498501,Sandy clay loam,0.07253463732681341,0.08966942148760339,0.1362342415616108,0.11605541972290145,0.14347107438016543,0.21797478649857727,409032.11120000004,3659353.7
2006,2006-11-01,20062007camelinap02,75,49.12,19.0,31.880000000000003,Sandy clay loam,0.05523495465787318,0.08036835496023417,0.11532192339038358,0.08837592745259709,0.12858936793637468,0.18451507742461373,409032.11120000004,3659353.7
2006,2006-11-01,20062007camelinap02,105,45.141943222710914,20.991603358656533,33.866453418632545,Clay loam,0.06234718826405874,0.0688110749185667,0.14009860312243205,0.09975550122249399,0.11009771986970672,0.2241577649958913,409032.11120000004,3659353.7
2006,2006-11-01,20062007camelinap02,135,64.12,7.0,28.88,Sandy clay loam,0.06838656838656847,0.07494908350305514,0.15026326447954672,0.10941850941850956,0.11991853360488823,0.24042122316727477,409032.11120000004,3659353.7
2006,2006-11-01,20062007camelinap02,165,70.13194722111155,6.997201119552187,22.870851659336267,Sandy clay loam,0.08034610630407923,0.09424724602203195,0.1667346106807992,0.12855377008652677,0.15079559363525114,0.26677537708927873,409032.11120000004,3659353.7
2006,2006-11-01,20062007camelinap04,15,59.128174365126974,15.99680063987202,24.875024995001002,Sandy clay loam,0.07361963190184037,0.09002036659877835,0.14624183006535937,0.1177914110429446,0.14403258655804538,0.233986928104575,409056.4836,3659353.276
2006,2006-11-01,20062007camelinap04,45,63.12,12.0,24.880000000000003,Sandy clay loam,0.07951706910907562,0.08136696501220506,0.15800330033003354,0.127227310574521,0.1301871440195281,0.2528052805280537,409056.4836,3659353.276
2006,2006-11-01,20062007camelinap04,75,64.10564225690275,11.004401760704283,24.889955982392962,Sandy clay loam,0.11139564660691419,0.09514087382605137,0.17421460628314953,0.1782330345710627,0.1522253981216822,0.27874337005303923,409056.4836,3659353.276
2006,2006-11-01,20062007camelinap04,105,58.136745301879245,11.995201919232315,29.868052778888444,Sandy clay loam,0.07990115321252049,0.0919869174161897,0.17716857610474684,0.1278418451400328,0.1471790678659035,0.28346972176759494,409056.4836,3659353.276
2006,2006-11-01,20062007camelinap04,135,57.13714514194322,13.99440223910436,28.868452618952418,Sandy clay loam,0.07745901639344234,0.0928600907965332,0.16359918200408996,0.12393442622950775,0.14857614527445315,0.26175869120654394,409056.4836,3659353.276
2006,2006-11-01,20062007camelinap04,165,64.1343462614954,8.996401439424233,26.869252299080372,Sandy clay loam,0.06219110378912677,0.06955810147299521,0.13682916837361753,0.09950576606260284,0.11129296235679234,0.21892666939778804,409056.4836,3659353.276
2006,2006-11-01,20062007camelinap05,15,62.112422484496896,13.002600520104025,24.88497699539908,Sandy clay loam,0.07913669064748222,0.09,0.1422745808790213,0.12661870503597156,0.144,0.2276393294064341,409068.6031,3659353.066
2006,2006-11-01,20062007camelinap05,45,64.12,11.0,24.880000000000003,Sandy clay loam,0.06816292601828763,0.08527789563003843,0.13238560639715702,0.10906068162926022,0.1364446330080615,0.21181697023545124,409068.6031,3659353.066
2006,2006-11-01,20062007camelinap05,75,67.12,12.0,20.880000000000003,Sandy clay loam,0.06497386109036574,0.07416879795396428,0.11608863198458592,0.10395817774458518,0.11867007672634285,0.1857418111753375,409068.6031,3659353.066
2006,2006-11-01,20062007camelinap05,105,71.11422284456891,10.002000400080021,18.88377675535107,Sandy loam,0.05038602194230026,0.05926454837558054,0.09616951915240418,0.08061763510768043,0.09482327740092887,0.1538712306438467,409068.6031,3659353.066
2006,2006-11-01,20062007camelinap05,135,59.1118223644729,14.002800560112007,26.885377075415086,Sandy clay loam,0.07346264960792409,0.0884438881935752,0.1440035666518051,0.11754023937267855,0.1415102211097203,0.23040570664288818,409068.6031,3659353.066
2006,2006-11-01,20062007camelinap05,165,63.12,12.0,24.880000000000003,Sandy clay loam,0.09772256728778467,0.10016906170752313,0.1645633518425041,0.1563561076604555,0.16027049873203703,0.26330136294800655,409068.6031,3659353.066
2006,2006-11-01,20062007camelinap06,15,64.4,10.519999999999996,25.080000000000002,Sandy clay loam,0.0707070707070707,0.08421823507872564,0.1281755196304849,0.11313131313131314,0.13474917612596102,0.20508083140877587,409080.8613,3659352.854
2006,2006-11-01,20062007camelinap06,45,58.4,14.519999999999996,27.080000000000005,Sandy clay loam,0.07052588666938459,0.08902844477281137,0.15047021943573666,0.11284141867101534,0.14244551163649818,0.24075235109717866,409080.8613,3659352.854
2006,2006-11-01,20062007camelinap06,75,62.4,13.519999999999996,24.080000000000002,Sandy clay loam,0.06448979591836726,0.08061492313460782,0.1390398550724638,0.10318367346938762,0.1289838770153725,0.2224637681159421,409080.8613,3659352.854
2006,2006-11-01,20062007camelinap06,105,58.4,14.519999999999996,27.080000000000005,Sandy clay loam,0.07663934426229498,0.10053667262969598,0.16884247171453415,0.12262295081967196,0.1608586762075136,0.27014795474325465,409080.8613,3659352.854
2006,2006-11-01,20062007camelinap06,135,60.4,15.519999999999996,24.080000000000002,Sandy clay loam,0.07278742762613692,0.09490550534100257,0.16937838965373395,0.11645988420181907,0.15184880854560412,0.27100542344597434,409080.8613,3659352.854
2006,2006-11-01,20062007camelinap06,165,65.4,11.519999999999996,23.080000000000002,Sandy clay loam,0.06375976964212277,0.0822195220737141,0.1456350848158879,0.10201563142739643,0.13155123531794255,0.23301613570542068,409080.8613,3659352.854
2006,2006-11-01,20062007camelinap07,15,64.41423430627748,9.716113554578172,25.869652139144346,Sandy clay loam,0.0712191034771681,0.08422939068100405,0.14382402707275763,0.11395056556346897,0.13476702508960647,0.2301184433164122,409093.0334,3659352.644
2006,2006-11-01,20062007camelinap07,45,60.4,12.719999999999999,26.880000000000003,Sandy clay loam,0.08177667081776667,0.09673313534153588,0.15400080418174503,0.13084267330842667,0.15477301654645742,0.24640128669079206,409093.0334,3659352.644
2006,2006-11-01,20062007camelinap07,75,59.40811837632474,13.717256548690258,26.87462507498501,Sandy clay loam,0.08179202630497336,0.10267857142857131,0.17345132743362807,0.13086724208795739,0.16428571428571412,0.27752212389380493,409093.0334,3659352.644
2006,2006-11-01,20062007camelinap07,105,50.42974215470718,16.709974015590632,32.86028382970218,Sandy clay loam,0.09925558312655113,0.11978917105893623,0.2071428571428572,0.1588089330024818,0.19166267369429799,0.3314285714285716,409093.0334,3659352.644
2006,2006-11-01,20062007camelinap07,135,56.39127825565113,15.72314462892578,27.88557711542309,Sandy clay loam,0.08765432098765473,0.10987047789191638,0.18788627935723126,0.14024691358024757,0.17579276462706622,0.30061804697157,409093.0334,3659352.644
2006,2006-11-01,20062007camelinap07,165,48.42063174730108,12.71491403438624,38.86445421831268,Sandy clay ,0.0918964076858815,0.11316051844466614,0.1965226554267648,0.1470342522974104,0.18105682951146584,0.3144362486828237,409093.0334,3659352.644
2006,2006-11-01,20062007camelinap08,15,60.38415366146458,14.725890356142457,24.889955982392962,Sandy clay loam,0.07591733445803449,0.09305932531989108,0.15433403805496854,0.12146773513285519,0.14889492051182573,0.24693446088794968,409105.2385,3659352.43
